id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,run,provider
pbmc_c5_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,FCGR3A Monocytes,monocyte,0.78,"{""cell_type"":""monocyte"",""confidence"":0.78}",stop,113,1053,1034,0.012862,0,openrouter
pbmc_c6_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Dendritic cells,monocyte,0.76,"{""cell_type"":""monocyte"",""confidence"":0.76}",stop,113,535,516,0.006646,0,openrouter
pbmc_c6_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Dendritic cells,dendritic cell,0.58,"{""cell_type"":""dendritic cell"",""confidence"":0.58}",stop,113,994,973,0.012154,0,openrouter
pbmc_c6_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Dendritic cells,Monocyte,0.68,"{""cell_type"":""Monocyte"",""confidence"":0.68}",stop,79,180,161,0.002318,0,openrouter
pbmc_c6_n_genes_1_r0_symbol,symbol,n_genes,1,0,Dendritic cells,antigen-presenting cell,0.3,"{""cell_type"":""antigen-presenting cell"",""confidence"":0.3}",stop,49,96,74,0.00125,0,openrouter
pbmc_c6_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,Dendritic cells,Monocyte,0.78,"{""cell_type"":""Monocyte"",""confidence"":0.78}",stop,113,535,516,0.006646,0,openrouter
pbmc_c6_n_genes_3_r0_symbol,symbol,n_genes,3,0,Dendritic cells,dendritic cell,0.6,"{""cell_type"":""dendritic cell"",""confidence"":0.6}",stop,60,165,144,0.0021,0,openrouter
pbmc_c6_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,Dendritic cells,monocyte,0.72,"{""cell_type"":""monocyte"",""confidence"":0.72}",stop,113,1053,1034,0.012862,0,openrouter
pbmc_c6_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,Dendritic cells,unknown,0.05,"{""cell_type"":""unknown"",""confidence"":0.05}",stop,50,405,387,0.00496,0,openrouter
pbmc_c6_n_genes_5_r0_symbol,symbol,n_genes,5,0,Dendritic cells,HLA-DR-high antigen-presenting cells (likely dendritic cells/monocytes),0.72,"{""cell_type"":""HLA-DR-high antigen-presenting cells (likely dendritic cells/monocytes)"",""confidence"":0.72}",stop,70,33,0,0.000536,0,openrouter
pbmc_c6_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,Dendritic cells,dendritic cell,0.55,"{""cell_type"":""dendritic cell"",""confidence"":0.55}",stop,64,299,278,0.003716,0,openrouter
pbmc_c6_n_genes_10_r0_symbol,symbol,n_genes,10,0,Dendritic cells,CD1c+ conventional dendritic cell (myeloid DC),0.93,"{""cell_type"":""CD1c+ conventional dendritic cell (myeloid DC)"",""confidence"":0.93}",stop,96,91,60,0.001284,0,openrouter
pbmc_c6_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,Dendritic cells,dendritic cell,0.48,"{""cell_type"":""dendritic cell"",""confidence"":0.48}",stop,78,459,438,0.005664,0,openrouter
pbmc_c6_noise_0_r0_symbol,symbol,noise,0,0,Dendritic cells,conventional dendritic cell (cDC2),0.9,"{""cell_type"":""conventional dendritic cell (cDC2)"",""confidence"":0.9}",stop,96,106,79,0.001464,0,openrouter
pbmc_c6_noise_2_r0_symbol,symbol,noise,2,0,Dendritic cells,conventional dendritic cell (CD1c+ / cDC2),0.9,"{""cell_type"":""conventional dendritic cell (CD1c+ / cDC2)"",""confidence"":0.9}",stop,93,89,57,0.001254,0,openrouter
pbmc_c6_noise_0_r0_ensembl,ensembl,noise,0,0,Dendritic cells,dendritic cell,0.68,"{""cell_type"":""dendritic cell"",""confidence"":0.68}",stop,113,537,516,0.00667,0,openrouter
pbmc_c6_noise_2_r1_symbol,symbol,noise,2,1,Dendritic cells,CD1C+ conventional dendritic cell (cDC2),0.9,"{""cell_type"":""CD1C+ conventional dendritic cell (cDC2)"",""confidence"":0.9}",stop,93,119,89,0.001614,0,openrouter
pbmc_c6_noise_2_r0_ensembl,ensembl,noise,2,0,Dendritic cells,MHC class II-high antigen-presenting cell (likely dendritic cell),0.7,"{""cell_type"":""MHC class II-high antigen-presenting cell (likely dendritic cell)"",""confidence"":0.7}",stop,113,548,516,0.006802,0,openrouter
pbmc_c6_noise_2_r2_symbol,symbol,noise,2,2,Dendritic cells,dendritic cell,0.72,"{""cell_type"":""dendritic cell"",""confidence"":0.72}",stop,93,260,239,0.003306,0,openrouter
pbmc_c6_noise_4_r0_symbol,symbol,noise,4,0,Dendritic cells,FCER1A+ conventional dendritic cell (CD1c+ myeloid dendritic cell),0.86,"{""cell_type"":""FCER1A+ conventional dendritic cell (CD1c+ myeloid dendritic cell)"",""confidence"":0.86}",stop,91,151,113,0.001994,0,openrouter
pbmc_c6_noise_4_r1_symbol,symbol,noise,4,1,Dendritic cells,dendritic cell,0.74,"{""cell_type"":""dendritic cell"",""confidence"":0.74}",stop,97,167,146,0.002198,0,openrouter
pbmc_c6_noise_2_r1_ensembl,ensembl,noise,2,1,Dendritic cells,conventional dendritic cell (cDC2),0.97,"{""cell_type"":""conventional dendritic cell (cDC2)"",""confidence"":0.97}",stop,113,1226,1199,0.014938,0,openrouter
pbmc_c6_noise_4_r2_symbol,symbol,noise,4,2,Dendritic cells,conventional dendritic cell (cDC2),0.92,"{""cell_type"":""conventional dendritic cell (cDC2)"",""confidence"":0.92}",stop,88,25,0,0.000476,0,openrouter
pbmc_c6_noise_2_r2_ensembl,ensembl,noise,2,2,Dendritic cells,dendritic cell,0.72,"{""cell_type"":""dendritic cell"",""confidence"":0.72}",stop,113,851,830,0.010438,0,openrouter
pbmc_c6_noise_4_r0_ensembl,ensembl,noise,4,0,Dendritic cells,CD1C+ conventional dendritic cell (cDC2),0.92,"{""cell_type"":""CD1C+ conventional dendritic cell (cDC2)"",""confidence"":0.92}",stop,113,812,782,0.00997,0,openrouter
pbmc_c6_noise_6_r0_symbol,symbol,noise,6,0,Dendritic cells,CD1c+ conventional dendritic cell,0.72,"{""cell_type"":""CD1c+ conventional dendritic cell"",""confidence"":0.72}",stop,95,253,228,0.003226,0,openrouter
pbmc_c6_noise_4_r1_ensembl,ensembl,noise,4,1,Dendritic cells,conventional dendritic cell (CD1C+ myeloid DC),0.78,"{""cell_type"":""conventional dendritic cell (CD1C+ myeloid DC)"",""confidence"":0.78}",stop,113,881,849,0.010798,0,openrouter
pbmc_c6_noise_4_r2_ensembl,ensembl,noise,4,2,Dendritic cells,CD1C+ conventional dendritic cell (cDC2),0.93,"{""cell_type"":""CD1C+ conventional dendritic cell (cDC2)"",""confidence"":0.93}",stop,113,686,656,0.008458,0,openrouter
pbmc_c6_noise_6_r1_symbol,symbol,noise,6,1,Dendritic cells,CD1c+ conventional dendritic cell (cDC2),0.68,"{""cell_type"":""CD1c+ conventional dendritic cell (cDC2)"",""confidence"":0.68}",stop,88,281,251,0.003548,0,openrouter
pbmc_c6_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,Dendritic cells,conventional dendritic cell (cDC2),0.95,"{""cell_type"":""conventional dendritic cell (cDC2)"",""confidence"":0.95}",stop,96,61,34,0.000924,0,openrouter
pbmc_c6_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,Dendritic cells,CD1C+ conventional dendritic cell (cDC2),0.97,"{""cell_type"":""CD1C+ conventional dendritic cell (cDC2)"",""confidence"":0.97}",stop,113,832,802,0.01021,0,openrouter
pbmc_c6_noise_6_r0_ensembl,ensembl,noise,6,0,Dendritic cells,CD1C+ conventional dendritic cell,0.8,"{""cell_type"":""CD1C+ conventional dendritic cell"",""confidence"":0.8}",stop,113,1120,1095,0.013666,0,openrouter
pbmc_c6_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,Dendritic cells,conventional dendritic cell (CD1C+ / cDC2-like),0.92,"{""cell_type"":""conventional dendritic cell (CD1C+ / cDC2-like)"",""confidence"":0.92}",stop,96,96,63,0.001344,0,openrouter
pbmc_c7_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,78,17,0,0.00036,0,openrouter
pbmc_c6_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,Dendritic cells,conventional dendritic cell (CD1C+ / myeloid dendritic cell),0.78,"{""cell_type"":""conventional dendritic cell (CD1C+ / myeloid dendritic cell)"",""confidence"":0.78}",stop,113,605,570,0.007486,0,openrouter
pbmc_c6_noise_6_r1_ensembl,ensembl,noise,6,1,Dendritic cells,B cell,0.62,"{""cell_type"":""B cell"",""confidence"":0.62}",stop,113,1546,1527,0.018778,0,openrouter
pbmc_c7_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,Megakaryocytes,Platelet,0.98,"{""cell_type"":""Platelet"",""confidence"":0.98}",stop,85,60,41,0.00089,0,openrouter
pbmc_c7_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Megakaryocytes,Platelet / megakaryocyte,0.99,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.99}",stop,113,372,348,0.00469,0,openrouter
pbmc_c7_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Megakaryocytes,Platelet,0.98,"{""cell_type"":""Platelet"",""confidence"":0.98}",stop,90,53,34,0.000816,0,openrouter
pbmc_c6_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,Dendritic cells,conventional dendritic cell,0.72,"{""cell_type"":""conventional dendritic cell"",""confidence"":0.72}",stop,113,1056,1034,0.012898,0,openrouter
pbmc_c7_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,Megakaryocytes,Platelet,0.9,"{""cell_type"":""Platelet"",""confidence"":0.9}",stop,113,350,331,0.004426,0,openrouter
pbmc_c7_n_genes_1_r0_symbol,symbol,n_genes,1,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,46,46,27,0.000644,0,openrouter
pbmc_c6_noise_6_r2_symbol,symbol,noise,6,2,Dendritic cells,dendritic cell,0.68,"{""cell_type"":""dendritic cell"",""confidence"":0.68}",stop,92,268,247,0.0034,0,openrouter
pbmc_c7_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Megakaryocytes,T cell,0.62,"{""cell_type"":""T cell"",""confidence"":0.62}",stop,87,454,435,0.005622,0,openrouter
pbmc_c7_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Megakaryocytes,platelet/megakaryocyte,0.62,"{""cell_type"":""platelet/megakaryocyte"",""confidence"":0.62}",stop,113,1058,1034,0.012922,0,openrouter
pbmc_c7_n_genes_3_r0_symbol,symbol,n_genes,3,0,Megakaryocytes,Platelets,0.99,"{""cell_type"":""Platelets"",""confidence"":0.99}",stop,53,54,35,0.000754,0,openrouter
pbmc_c7_n_genes_5_r0_symbol,symbol,n_genes,5,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,60,17,0,0.000324,0,openrouter
pbmc_c7_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,Megakaryocytes,Platelet,0.97,"{""cell_type"":""Platelet"",""confidence"":0.97}",stop,64,447,428,0.005492,0,openrouter
pbmc_c7_n_genes_10_r0_symbol,symbol,n_genes,10,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,78,17,0,0.00036,0,openrouter
pbmc_c7_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,Megakaryocytes,Platelet/megakaryocyte,0.99,"{""cell_type"":""Platelet/megakaryocyte"",""confidence"":0.99}",stop,78,308,284,0.003852,0,openrouter
pbmc_c7_noise_0_r0_symbol,symbol,noise,0,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,78,17,0,0.00036,0,openrouter
pbmc_c7_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,Megakaryocytes,Platelet / megakaryocyte,0.98,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.98}",stop,113,210,186,0.002746,0,openrouter
pbmc_c6_noise_6_r2_ensembl,ensembl,noise,6,2,Dendritic cells,conventional dendritic cell,0.58,"{""cell_type"":""conventional dendritic cell"",""confidence"":0.58}",stop,113,2013,1991,0.024382,0,openrouter
pbmc_c7_noise_2_r0_symbol,symbol,noise,2,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,83,17,0,0.00037,0,openrouter
pbmc_c7_noise_0_r0_ensembl,ensembl,noise,0,0,Megakaryocytes,Platelet / megakaryocyte,0.99,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.99}",stop,113,170,146,0.002266,0,openrouter
pbmc_c7_noise_2_r1_symbol,symbol,noise,2,1,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,80,61,42,0.000892,0,openrouter
pbmc_c7_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,Megakaryocytes,T lymphocyte,0.6,"{""cell_type"":""T lymphocyte"",""confidence"":0.6}",stop,113,1806,1786,0.021898,0,openrouter
pbmc_c7_noise_2_r0_ensembl,ensembl,noise,2,0,Megakaryocytes,Platelet / megakaryocyte,0.99,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.99}",stop,113,319,295,0.004054,0,openrouter
pbmc_c7_noise_2_r2_symbol,symbol,noise,2,2,Megakaryocytes,Platelet / megakaryocyte,0.99,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.99}",stop,76,22,0,0.000416,0,openrouter
pbmc_c7_noise_2_r1_ensembl,ensembl,noise,2,1,Megakaryocytes,Platelet/megakaryocyte,0.98,"{""cell_type"":""Platelet/megakaryocyte"",""confidence"":0.98}",stop,113,377,353,0.00475,0,openrouter
pbmc_c7_noise_4_r0_symbol,symbol,noise,4,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,84,17,0,0.000372,0,openrouter
pbmc_c7_noise_2_r2_ensembl,ensembl,noise,2,2,Megakaryocytes,Platelet / megakaryocyte,0.97,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.97}",stop,113,302,278,0.00385,0,openrouter
pbmc_c7_noise_4_r1_symbol,symbol,noise,4,1,Megakaryocytes,Platelets,0.98,"{""cell_type"":""Platelets"",""confidence"":0.98}",stop,85,57,38,0.000854,0,openrouter
pbmc_c7_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,Megakaryocytes,Platelet,0.98,"{""cell_type"":""Platelet"",""confidence"":0.98}",stop,50,153,134,0.001936,0,openrouter
pbmc_c7_noise_4_r1_ensembl,ensembl,noise,4,1,Megakaryocytes,Platelet,0.93,"{""cell_type"":""Platelet"",""confidence"":0.93}",stop,113,293,274,0.003742,0,openrouter
pbmc_c7_noise_4_r2_symbol,symbol,noise,4,2,Megakaryocytes,Platelet / megakaryocyte,0.93,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.93}",stop,90,150,126,0.00198,0,openrouter
pbmc_c7_noise_4_r2_ensembl,ensembl,noise,4,2,Megakaryocytes,Platelet,0.96,"{""cell_type"":""Platelet"",""confidence"":0.96}",stop,113,271,252,0.003478,0,openrouter
pbmc_c7_noise_4_r0_ensembl,ensembl,noise,4,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,113,833,814,0.010222,0,openrouter
pbmc_c7_noise_6_r0_symbol,symbol,noise,6,0,Megakaryocytes,endothelial cell,0.58,"{""cell_type"":""endothelial cell"",""confidence"":0.58}",stop,85,157,136,0.002054,0,openrouter
pbmc_c7_noise_6_r1_symbol,symbol,noise,6,1,Megakaryocytes,Platelet/megakaryocyte,0.98,"{""cell_type"":""Platelet/megakaryocyte"",""confidence"":0.98}",stop,89,70,46,0.001018,0,openrouter
pbmc_c7_noise_6_r2_symbol,symbol,noise,6,2,Megakaryocytes,Platelet,0.98,"{""cell_type"":""Platelet"",""confidence"":0.98}",stop,85,17,0,0.000374,0,openrouter
pbmc_c7_noise_6_r0_ensembl,ensembl,noise,6,0,Megakaryocytes,endothelial cell,0.9,"{""cell_type"":""endothelial cell"",""confidence"":0.9}",stop,113,614,593,0.007594,0,openrouter
pbmc_c7_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,78,17,0,0.00036,0,openrouter
pbmc_c7_noise_6_r1_ensembl,ensembl,noise,6,1,Megakaryocytes,Platelet / megakaryocyte,0.99,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.99}",stop,113,540,516,0.006706,0,openrouter
pbmc_c7_noise_6_r2_ensembl,ensembl,noise,6,2,Megakaryocytes,Platelet / megakaryocyte,0.98,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.98}",stop,113,334,310,0.004234,0,openrouter
pbmc_c7_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,78,17,0,0.00036,0,openrouter
pbmc_c7_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,Megakaryocytes,Platelet / megakaryocyte,0.99,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.99}",stop,113,300,276,0.003826,0,openrouter
pbmc_c7_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,Megakaryocytes,Platelet,0.99,"{""cell_type"":""Platelet"",""confidence"":0.99}",stop,113,535,516,0.006646,0,openrouter
pbmc_c0_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,CD8 T cells,Cytotoxic T cell,0.9,"{""cell_type"":""Cytotoxic T cell"",""confidence"":0.9}",stop,80,83,61,0.001156,1,openrouter
pbmc_c0_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,CD8 T cells,GZMK+ CD8 effector memory T cell,0.84,"{""cell_type"":""GZMK+ CD8 effector memory T cell"",""confidence"":0.84}",stop,82,126,98,0.001676,1,openrouter
pbmc_c0_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,CD8 T cells,cytotoxic CD8+ T cell,0.9,"{""cell_type"":""cytotoxic CD8+ T cell"",""confidence"":0.9}",stop,113,541,516,0.006718,1,openrouter
pbmc_c0_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,CD8 T cells,Cytotoxic CD8+ T cell,0.94,"{""cell_type"":""Cytotoxic CD8+ T cell"",""confidence"":0.94}",stop,83,75,50,0.001066,1,openrouter
pbmc_c0_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,CD8 T cells,T cell (likely CD4-positive conventional T cell),0.82,"{""cell_type"":""T cell (likely CD4-positive conventional T cell)"",""confidence"":0.82}",stop,86,283,255,0.003568,1,openrouter
pbmc_c0_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,CD8 T cells,cytotoxic CD8+ T cell,0.94,"{""cell_type"":""cytotoxic CD8+ T cell"",""confidence"":0.94}",stop,113,529,504,0.006574,1,openrouter
pbmc_c0_n_genes_1_r0_symbol,symbol,n_genes,1,0,CD8 T cells,cytotoxic lymphocyte (NK/CD8 T cell),0.45,"{""cell_type"":""cytotoxic lymphocyte (NK/CD8 T cell)"",""confidence"":0.45}",stop,47,133,104,0.00169,1,openrouter
pbmc_c0_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,CD8 T cells,CD8 effector-memory T cell (GZMK+ KLRG1+),0.88,"{""cell_type"":""CD8 effector-memory T cell (GZMK+ KLRG1+)"",""confidence"":0.88}",stop,113,933,899,0.011422,1,openrouter
pbmc_c0_n_genes_3_r0_symbol,symbol,n_genes,3,0,CD8 T cells,NK cell,0.72,"{""cell_type"":""NK cell"",""confidence"":0.72}",stop,55,83,64,0.001106,1,openrouter
pbmc_c0_n_genes_5_r0_symbol,symbol,n_genes,5,0,CD8 T cells,NK cell,0.68,"{""cell_type"":""NK cell"",""confidence"":0.68}",stop,61,194,175,0.00245,1,openrouter
pbmc_c0_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,CD8 T cells,Natural killer (NK) cell,0.84,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.84}",stop,64,431,408,0.0053,1,openrouter
pbmc_c0_n_genes_10_r0_symbol,symbol,n_genes,10,0,CD8 T cells,cytotoxic CD8+ T cell,0.9,"{""cell_type"":""cytotoxic CD8+ T cell"",""confidence"":0.9}",stop,80,104,79,0.001408,1,openrouter
pbmc_c0_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,CD8 T cells,NK cell,0.84,"{""cell_type"":""NK cell"",""confidence"":0.84}",stop,78,335,316,0.004176,1,openrouter
pbmc_c0_noise_0_r0_symbol,symbol,noise,0,0,CD8 T cells,cytotoxic CD8+ T cell,0.9,"{""cell_type"":""cytotoxic CD8+ T cell"",""confidence"":0.9}",stop,80,92,67,0.001264,1,openrouter
pbmc_c0_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,CD8 T cells,unknown,0.05,"{""cell_type"":""unknown"",""confidence"":0.05}",stop,50,1052,1034,0.012724,1,openrouter
pbmc_c0_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,CD8 T cells,cytotoxic CD8+ T cell,0.9,"{""cell_type"":""cytotoxic CD8+ T cell"",""confidence"":0.9}",stop,113,418,393,0.005242,1,openrouter
pbmc_c0_noise_2_r0_symbol,symbol,noise,2,0,CD8 T cells,Cytotoxic CD8+ T cell,0.9,"{""cell_type"":""Cytotoxic CD8+ T cell"",""confidence"":0.9}",stop,79,102,77,0.001382,1,openrouter
pbmc_c0_noise_0_r0_ensembl,ensembl,noise,0,0,CD8 T cells,Cytotoxic CD8+ T cell,0.9,"{""cell_type"":""Cytotoxic CD8+ T cell"",""confidence"":0.9}",stop,113,336,311,0.004258,1,openrouter
pbmc_c0_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,CD8 T cells,T cell,0.72,"{""cell_type"":""T cell"",""confidence"":0.72}",stop,113,1740,1721,0.021106,1,openrouter
pbmc_c0_noise_2_r1_symbol,symbol,noise,2,1,CD8 T cells,CD8+ cytotoxic T cell,0.78,"{""cell_type"":""CD8+ cytotoxic T cell"",""confidence"":0.78}",stop,82,109,85,0.001472,1,openrouter
pbmc_c0_noise_2_r2_symbol,symbol,noise,2,2,CD8 T cells,CD8+ effector memory T cell,0.88,"{""cell_type"":""CD8+ effector memory T cell"",""confidence"":0.88}",stop,80,114,89,0.001528,1,openrouter
pbmc_c0_noise_2_r0_ensembl,ensembl,noise,2,0,CD8 T cells,cytotoxic CD8+ T cell,0.82,"{""cell_type"":""cytotoxic CD8+ T cell"",""confidence"":0.82}",stop,113,830,805,0.010186,1,openrouter
pbmc_c0_noise_4_r0_symbol,symbol,noise,4,0,CD8 T cells,CD8 effector memory T cell,0.72,"{""cell_type"":""CD8 effector memory T cell"",""confidence"":0.72}",stop,83,96,72,0.001318,1,openrouter
pbmc_c0_noise_2_r1_ensembl,ensembl,noise,2,1,CD8 T cells,Cytotoxic CD8+ T cell,0.92,"{""cell_type"":""Cytotoxic CD8+ T cell"",""confidence"":0.92}",stop,113,664,639,0.008194,1,openrouter
pbmc_c0_noise_2_r2_ensembl,ensembl,noise,2,2,CD8 T cells,CD8+ cytotoxic T cell,0.78,"{""cell_type"":""CD8+ cytotoxic T cell"",""confidence"":0.78}",stop,113,511,487,0.006358,1,openrouter
pbmc_c0_noise_4_r1_symbol,symbol,noise,4,1,CD8 T cells,CD8+ cytotoxic T cell,0.86,"{""cell_type"":""CD8+ cytotoxic T cell"",""confidence"":0.86}",stop,83,98,74,0.001342,1,openrouter
pbmc_c0_noise_4_r0_ensembl,ensembl,noise,4,0,CD8 T cells,T cell,0.82,"{""cell_type"":""T cell"",""confidence"":0.82}",stop,113,535,516,0.006646,1,openrouter
pbmc_c0_noise_4_r2_symbol,symbol,noise,4,2,CD8 T cells,CD8+ cytotoxic T cell,0.78,"{""cell_type"":""CD8+ cytotoxic T cell"",""confidence"":0.78}",stop,84,144,120,0.001896,1,openrouter
pbmc_c0_noise_6_r0_symbol,symbol,noise,6,0,CD8 T cells,CD8+ cytotoxic T cell,0.9,"{""cell_type"":""CD8+ cytotoxic T cell"",""confidence"":0.9}",stop,83,92,68,0.00127,1,openrouter
pbmc_c0_noise_4_r1_ensembl,ensembl,noise,4,1,CD8 T cells,GZMK+ memory T cell (likely CD8 effector-memory),0.83,"{""cell_type"":""GZMK+ memory T cell (likely CD8 effector-memory)"",""confidence"":0.83}",stop,113,548,516,0.006802,1,openrouter
pbmc_c0_noise_4_r2_ensembl,ensembl,noise,4,2,CD8 T cells,Natural killer (NK) cell,0.9,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.9}",stop,113,443,420,0.005542,1,openrouter
pbmc_c0_noise_6_r1_symbol,symbol,noise,6,1,CD8 T cells,CD8 T cell,0.74,"{""cell_type"":""CD8 T cell"",""confidence"":0.74}",stop,86,111,90,0.001504,1,openrouter
pbmc_c0_noise_6_r1_ensembl,ensembl,noise,6,1,CD8 T cells,GZMK+ memory/effector T cell,0.82,"{""cell_type"":""GZMK+ memory/effector T cell"",""confidence"":0.82}",stop,113,361,334,0.004558,1,openrouter
pbmc_c0_noise_6_r0_ensembl,ensembl,noise,6,0,CD8 T cells,cytotoxic T cell (CD8/NKG7+ T cell),0.84,"{""cell_type"":""cytotoxic T cell (CD8/NKG7+ T cell)"",""confidence"":0.84}",stop,113,726,694,0.008938,1,openrouter
pbmc_c0_noise_6_r2_symbol,symbol,noise,6,2,CD8 T cells,cytotoxic CD8+ T cell,0.74,"{""cell_type"":""cytotoxic CD8+ T cell"",""confidence"":0.74}",stop,84,358,333,0.004464,1,openrouter
pbmc_c0_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,CD8 T cells,Cytotoxic CD8+ T cell,0.93,"{""cell_type"":""Cytotoxic CD8+ T cell"",""confidence"":0.93}",stop,80,89,64,0.001228,1,openrouter
pbmc_c0_noise_6_r2_ensembl,ensembl,noise,6,2,CD8 T cells,CD8+ cytotoxic T cell,0.68,"{""cell_type"":""CD8+ cytotoxic T cell"",""confidence"":0.68}",stop,113,540,516,0.006706,1,openrouter
pbmc_c0_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,CD8 T cells,cytotoxic CD8+ T cell,0.88,"{""cell_type"":""cytotoxic CD8+ T cell"",""confidence"":0.88}",stop,80,91,66,0.001252,1,openrouter
pbmc_c0_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,CD8 T cells,cytotoxic CD8 T cell,0.9,"{""cell_type"":""cytotoxic CD8 T cell"",""confidence"":0.9}",stop,113,471,447,0.005878,1,openrouter
pbmc_c1_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,CD4 T cells,Unknown/low-quality cell,0.05,"{""cell_type"":""Unknown/low-quality cell"", ""confidence"":0.05}",stop,82,62,39,0.000908,1,openrouter
pbmc_c1_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,CD4 T cells,T cell,0.86,"{""cell_type"":""T cell"",""confidence"":0.86}",stop,88,50,31,0.000776,1,openrouter
pbmc_c0_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,CD8 T cells,cytotoxic CD8+ T cell,0.82,"{""cell_type"":""cytotoxic CD8+ T cell"",""confidence"":0.82}",stop,113,529,504,0.006574,1,openrouter
pbmc_c1_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,CD4 T cells,Low-quality/unspecified cell (ribosomal gene-dominated),0.05,"{""cell_type"":""Low-quality/unspecified cell (ribosomal gene-dominated)"",""confidence"":0.05}",stop,88,59,29,0.000884,1,openrouter
