id,run,model,format,knob,level,replicate,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,marker_overlap,n_tied_labels,tied_labels,normalized,score,strict,vague,label_source
hao_cCD16-Mono_rank_window_11-20_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,11-20,0,openrouter,CD16 Mono,monocyte,0.95,"```json
{""cell_type"": ""monocyte"", ""confidence"": 0.95}
```",stop,185,889,866.0,0.0034725,,,,Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_rank_window_11-20_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,11-20,0,openrouter,CD16 Mono,Monocyte,0.82,"{""cell_type"":""Monocyte"",""confidence"":0.82}",stop,122,1233,1214.0,0.01504,,,,Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_rank_window_11-20_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,11-20,0,none,CD16 Mono,Dendritic cell (subtype unclear),,Dendritic cells,,0,0,0.0,0.0,2.0,1.0,"[""Dendritic cell (subtype unclear)""]",Dendritic cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD16-Mono_rank_window_11-20_r0_symbol,0,cellmarker-lookup,symbol,rank_window,11-20,0,none,CD16 Mono,Monocyte (subtype unclear),,Monocyte,,0,0,0.0,0.0,5.0,1.0,"[""Monocyte (subtype unclear)""]",Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_rank_window_11-20_r0_symbol,0,claude-sonnet-5,symbol,rank_window,11-20,0,anthropic,CD16 Mono,"Monocyte (myeloid, likely CD14+/CD16+ monocyte)",0.8,"{""cell_type"": ""Monocyte (myeloid, likely CD14+/CD16+ monocyte)"", ""confidence"": 0.8}",end_turn,140,49,,0.00077,,,,Monocyte (subtype unclear),0.5,0.0,1.0,judge
hao_cCD16-Mono_rank_window_11-20_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,11-20,0,openrouter,CD16 Mono,Non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""Non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,86,725,693.0,0.00278325,,,,CD16 Mono,1.0,1.0,0.0,rule
hao_cCD16-Mono_rank_window_11-20_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,11-20,0,openrouter,CD16 Mono,CD14+ classical monocyte,0.8,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.8}",stop,93,236,213.0,0.003018,,,,CD14 Mono,0.5,0.0,0.0,judge
hao_cCD16-Mono_rank_window_11-20_r0_symbol,0,panglaodb-lookup,symbol,rank_window,11-20,0,none,CD16 Mono,Dendritic cell (subtype unclear),,Dendritic cells,,0,0,0.0,0.0,2.0,1.0,"[""Dendritic cell (subtype unclear)""]",Dendritic cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD16-Mono_rank_window_21-30_r0_ensembl,0,cellmarker-lookup,ensembl,rank_window,21-30,0,none,CD16 Mono,CD14 Mono,,CD14+ monocyte,,0,0,0.0,0.0,4.0,1.0,"[""CD14 Mono""]",CD14 Mono,0.5,0.0,0.0,rule
hao_cCD16-Mono_rank_window_21-30_r0_ensembl,0,claude-sonnet-5,ensembl,rank_window,21-30,0,anthropic,CD16 Mono,Monocyte (CD14+ classical monocyte/macrophage lineage),0.85,"```json
{""cell_type"": ""Monocyte (CD14+ classical monocyte/macrophage lineage)"", ""confidence"": 0.85}
```

**Reasoning:** The gene set is dominated by well-established myeloid/monocyte-macrophage markers:
- **CSF1R** – canonical monocyte/macrophage growth factor receptor
- **CD68** – classic pan-macrophage/monocyte marker
- **TYMP** (thymidine phosphorylase) – highly expressed in monocytes
- **ASAH1** – lysosomal enzyme enriched in myeloid cells
- **FTH1** – ferritin heavy chain, abundant in monocytes/macrophages
- **IFITM3** – interferon-induced gene highly expressed in monocytes
- **BRI3** – associated with myeloid lineage expression

Together, these markers point strongly to a monocyte (or monocyte-derived macrophage) population within the PBMC dataset.",end_turn,170,734,,0.00768,,,,CD14 Mono,0.5,0.0,0.0,judge
hao_cCD16-Mono_rank_window_21-30_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,21-30,0,openrouter,CD16 Mono,monocyte,0.95,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.95
}
```",stop,185,1163,1134.0,0.0045,,,,Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_rank_window_21-30_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,21-30,0,openrouter,CD16 Mono,CD14+ monocytes,0.86,"{""cell_type"":""CD14+ monocytes"",""confidence"":0.86}",stop,122,538,516.0,0.0067,,,,CD14 Mono,0.5,0.0,0.0,rule
hao_cCD16-Mono_rank_window_21-30_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,21-30,0,none,CD16 Mono,Monocyte (subtype unclear),,Monocytes,,0,0,0.0,0.0,1.0,2.0,"[""Monocyte (subtype unclear)"", ""Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)""]",Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_rank_window_21-30_r0_symbol,0,cellmarker-lookup,symbol,rank_window,21-30,0,none,CD16 Mono,CD14 Mono,,CD14+ monocyte,,0,0,0.0,0.0,4.0,1.0,"[""CD14 Mono""]",CD14 Mono,0.5,0.0,0.0,rule
hao_cCD16-Mono_rank_window_21-30_r0_symbol,0,claude-sonnet-5,symbol,rank_window,21-30,0,anthropic,CD16 Mono,Monocyte/Macrophage (myeloid),0.85,"{""cell_type"": ""Monocyte/Macrophage (myeloid)"", ""confidence"": 0.85}",end_turn,131,38,,0.000642,,,,Monocyte (subtype unclear),0.5,0.0,1.0,judge
hao_cCD16-Mono_rank_window_21-30_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,21-30,0,openrouter,CD16 Mono,Monocyte,0.98,"```json
{
  ""cell_type"": ""Monocyte"",
  ""confidence"": 0.98
}
```",stop,82,540,511.0,0.0020865,,,,Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_rank_window_21-30_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,21-30,0,openrouter,CD16 Mono,Monocytes,0.93,"{""cell_type"":""Monocytes"",""confidence"":0.93}",stop,91,154,135.0,0.00203,,,,Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_rank_window_21-30_r0_symbol,0,panglaodb-lookup,symbol,rank_window,21-30,0,none,CD16 Mono,Monocyte (subtype unclear),,Monocytes,,0,0,0.0,0.0,1.0,2.0,"[""Monocyte (subtype unclear)"", ""Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)""]",Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_rank_window_31-40_r0_ensembl,0,cellmarker-lookup,ensembl,rank_window,31-40,0,none,CD16 Mono,Monocyte (subtype unclear),,Monocyte,,0,0,0.0,0.0,3.0,1.0,"[""Monocyte (subtype unclear)""]",Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_rank_window_31-40_r0_ensembl,0,claude-sonnet-5,ensembl,rank_window,31-40,0,anthropic,CD16 Mono,Non-classical (CD16+) monocytes,0.75,"{""cell_type"": ""Non-classical (CD16+) monocytes"", ""confidence"": 0.75}",end_turn,170,498,,0.00532,,,,CD16 Mono,1.0,1.0,0.0,judge
hao_cCD16-Mono_rank_window_31-40_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,31-40,0,openrouter,CD16 Mono,CD14+ monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.95
}
```",stop,185,864,831.0,0.00337875,,,,CD14 Mono,0.5,0.0,0.0,rule
hao_cCD16-Mono_rank_window_31-40_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,31-40,0,openrouter,CD16 Mono,monocyte (likely CD16/FCGR3A+ non-classical/intermediate monocyte),0.7,"{""cell_type"":""monocyte (likely CD16/FCGR3A+ non-classical/intermediate monocyte)"",""confidence"":0.7}",stop,122,2625,2588.0,0.031744,,,,CD16 Mono,1.0,1.0,0.0,judge
hao_cCD16-Mono_rank_window_31-40_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,31-40,0,none,CD16 Mono,"Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)",,Macrophages,,0,0,0.0,0.0,2.0,1.0,"[""Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)""]","Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)",0.0,0.0,0.0,rule
hao_cCD16-Mono_rank_window_31-40_r0_symbol,0,cellmarker-lookup,symbol,rank_window,31-40,0,none,CD16 Mono,Monocyte (subtype unclear),,Monocyte,,0,0,0.0,0.0,3.0,1.0,"[""Monocyte (subtype unclear)""]",Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_rank_window_31-40_r0_symbol,0,claude-sonnet-5,symbol,rank_window,31-40,0,anthropic,CD16 Mono,Non-classical (CD16+) monocytes,0.7,"{""cell_type"": ""Non-classical (CD16+) monocytes"", ""confidence"": 0.7}",end_turn,134,36,,0.000628,,,,CD16 Mono,1.0,1.0,0.0,judge
hao_cCD16-Mono_rank_window_31-40_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,31-40,0,openrouter,CD16 Mono,non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,85,305,273.0,0.0012075,,,,CD16 Mono,1.0,1.0,0.0,rule
hao_cCD16-Mono_rank_window_31-40_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,31-40,0,openrouter,CD16 Mono,CLEC7A+ dendritic cell (CDKN1C+ myeloid DC/DC3-like),0.72,"{""cell_type"":""CLEC7A+ dendritic cell (CDKN1C+ myeloid DC/DC3-like)"",""confidence"":0.72}",stop,91,555,516.0,0.006842,,,,Dendritic cell (subtype unclear),0.0,0.0,1.0,judge
hao_cCD16-Mono_rank_window_31-40_r0_symbol,0,panglaodb-lookup,symbol,rank_window,31-40,0,none,CD16 Mono,"Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)",,Macrophages,,0,0,0.0,0.0,2.0,1.0,"[""Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)""]","Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)",0.0,0.0,0.0,rule
hao_cCD16-Mono_ribo_filter_off_r0_ensembl,0,cellmarker-lookup,ensembl,ribo_filter,off,0,none,CD16 Mono,CD16 Mono,,CD16 monocyte,,0,0,0.0,0.0,4.0,2.0,"[""CD16 Mono"", ""Monocyte (subtype unclear)""]",CD16 Mono,1.0,1.0,0.0,rule
hao_cCD16-Mono_ribo_filter_off_r0_ensembl,0,claude-sonnet-5,ensembl,ribo_filter,off,0,anthropic,CD16 Mono,CD16+ (non-classical) monocytes,0.85,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.85}",end_turn,170,450,,0.00484,,,,CD16 Mono,1.0,1.0,0.0,judge
hao_cCD16-Mono_ribo_filter_off_r0_ensembl,0,gemini-3.8-flash,ensembl,ribo_filter,off,0,openrouter,CD16 Mono,Dendritic cell,0.95,"```json
{
  ""cell_type"": ""Dendritic cell"",
  ""confidence"": 0.95
}
```",stop,185,1421,1390.0,0.0054675,,,,Dendritic cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD16-Mono_ribo_filter_off_r0_ensembl,0,gpt-5.6-terra,ensembl,ribo_filter,off,0,openrouter,CD16 Mono,CD14+ monocytes,0.86,"{""cell_type"":""CD14+ monocytes"",""confidence"":0.86}",stop,122,1009,987.0,0.012352,,,,CD14 Mono,0.5,0.0,0.0,rule
hao_cCD16-Mono_ribo_filter_off_r0_ensembl,0,panglaodb-lookup,ensembl,ribo_filter,off,0,none,CD16 Mono,Dendritic cell (subtype unclear),,Dendritic cells,,0,0,0.0,0.0,5.0,1.0,"[""Dendritic cell (subtype unclear)""]",Dendritic cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD16-Mono_ribo_filter_off_r0_symbol,0,cellmarker-lookup,symbol,ribo_filter,off,0,none,CD16 Mono,CD16 Mono,,CD16 monocyte,,0,0,0.0,0.0,4.0,2.0,"[""CD16 Mono"", ""Monocyte (subtype unclear)""]",CD16 Mono,1.0,1.0,0.0,rule
hao_cCD16-Mono_ribo_filter_off_r0_symbol,0,claude-sonnet-5,symbol,ribo_filter,off,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.85,"```json
{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}
```",end_turn,133,41,,0.000676,,,,CD16 Mono,1.0,1.0,0.0,judge
hao_cCD16-Mono_ribo_filter_off_r0_symbol,0,gemini-3.8-flash,symbol,ribo_filter,off,0,openrouter,CD16 Mono,Non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""Non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,90,359,327.0,0.00141375,,,,CD16 Mono,1.0,1.0,0.0,rule
hao_cCD16-Mono_ribo_filter_off_r0_symbol,0,gpt-5.6-terra,symbol,ribo_filter,off,0,openrouter,CD16 Mono,CD16+ non-classical/intermediate monocytes,0.94,"{""cell_type"":""CD16+ non-classical/intermediate monocytes"",""confidence"":0.94}",stop,95,25,0.0,0.00049,,,,CD16 Mono,1.0,1.0,0.0,judge
hao_cCD16-Mono_ribo_filter_off_r0_symbol,0,panglaodb-lookup,symbol,ribo_filter,off,0,none,CD16 Mono,Dendritic cell (subtype unclear),,Dendritic cells,,0,0,0.0,0.0,5.0,1.0,"[""Dendritic cell (subtype unclear)""]",Dendritic cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD16-Mono_ribo_filter_on_r0_ensembl,0,cellmarker-lookup,ensembl,ribo_filter,on,0,none,CD16 Mono,CD16 Mono,,CD16 monocyte,,0,0,0.0,0.0,4.0,2.0,"[""CD16 Mono"", ""Monocyte (subtype unclear)""]",CD16 Mono,1.0,1.0,0.0,rule
hao_cCD16-Mono_ribo_filter_on_r0_ensembl,0,claude-sonnet-5,ensembl,ribo_filter,on,0,anthropic,CD16 Mono,CD16+ (non-classical) monocytes,0.85,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.85}",end_turn,170,319,,0.00353,,,,CD16 Mono,1.0,1.0,0.0,judge
hao_cCD16-Mono_ribo_filter_on_r0_ensembl,0,gemini-3.8-flash,ensembl,ribo_filter,on,0,openrouter,CD16 Mono,Dendritic cell,0.95,"```json
{
  ""cell_type"": ""Dendritic cell"",
  ""confidence"": 0.95
}
```",stop,185,1162,1131.0,0.00449625,,,,Dendritic cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD16-Mono_ribo_filter_on_r0_ensembl,0,gpt-5.6-terra,ensembl,ribo_filter,on,0,openrouter,CD16 Mono,Monocytes,0.82,"{""cell_type"":""Monocytes"",""confidence"":0.82}",stop,122,535,516.0,0.006664,,,,Monocyte (subtype unclear),0.5,0.0,1.0,rule
hao_cCD16-Mono_ribo_filter_on_r0_ensembl,0,panglaodb-lookup,ensembl,ribo_filter,on,0,none,CD16 Mono,Dendritic cell (subtype unclear),,Dendritic cells,,0,0,0.0,0.0,5.0,1.0,"[""Dendritic cell (subtype unclear)""]",Dendritic cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD16-Mono_ribo_filter_on_r0_symbol,0,cellmarker-lookup,symbol,ribo_filter,on,0,none,CD16 Mono,CD16 Mono,,CD16 monocyte,,0,0,0.0,0.0,4.0,2.0,"[""CD16 Mono"", ""Monocyte (subtype unclear)""]",CD16 Mono,1.0,1.0,0.0,rule
hao_cCD16-Mono_ribo_filter_on_r0_symbol,0,claude-sonnet-5,symbol,ribo_filter,on,0,anthropic,CD16 Mono,CD16+ Monocyte (non-classical monocyte),0.9,"```json
{""cell_type"": ""CD16+ Monocyte (non-classical monocyte)"", ""confidence"": 0.9}
```",end_turn,133,46,,0.000726,,,,CD16 Mono,1.0,1.0,0.0,judge
hao_cCD16-Mono_ribo_filter_on_r0_symbol,0,gemini-3.8-flash,symbol,ribo_filter,on,0,openrouter,CD16 Mono,non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,90,379,347.0,0.00148875,,,,CD16 Mono,1.0,1.0,0.0,rule
hao_cCD16-Mono_ribo_filter_on_r0_symbol,0,gpt-5.6-terra,symbol,ribo_filter,on,0,openrouter,CD16 Mono,CD16+ non-classical/intermediate monocytes,0.93,"{""cell_type"":""CD16+ non-classical/intermediate monocytes"",""confidence"":0.93}",stop,95,25,0.0,0.00049,,,,CD16 Mono,1.0,1.0,0.0,judge
hao_cCD16-Mono_ribo_filter_on_r0_symbol,0,panglaodb-lookup,symbol,ribo_filter,on,0,none,CD16 Mono,Dendritic cell (subtype unclear),,Dendritic cells,,0,0,0.0,0.0,5.0,1.0,"[""Dendritic cell (subtype unclear)""]",Dendritic cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD4-CTL_n_genes_10_r0_ensembl,0,cellmarker-lookup,ensembl,n_genes,10,0,none,CD4 CTL,CD8 T cell (subtype unclear),,Memory CD8+ T cell,,0,0,0.0,0.0,7.0,4.0,"[""CD8 T cell (subtype unclear)"", ""CD8 TEM"", ""T cell (CD4/CD8/other unclear)"", ""gdT""]",CD8 T cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD4-CTL_n_genes_10_r0_ensembl,0,claude-sonnet-5,ensembl,n_genes,10,0,anthropic,CD4 CTL,CD8+ cytotoxic T cells (effector/NK-like),0.75,"{""cell_type"": ""CD8+ cytotoxic T cells (effector/NK-like)"", ""confidence"": 0.75}",end_turn,170,332,,0.00366,,,,CD8 TEM,0.0,0.0,0.0,judge
hao_cCD4-CTL_n_genes_10_r0_ensembl,0,gemini-3.8-flash,ensembl,n_genes,10,0,openrouter,CD4 CTL,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,185,956,926.0,0.00372375,,,,NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_10_r0_ensembl,0,gpt-5.6-terra,ensembl,n_genes,10,0,openrouter,CD4 CTL,Natural killer (NK) cell,0.95,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.95}",stop,122,473,450.0,0.00592,,,,NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_10_r0_ensembl,0,panglaodb-lookup,ensembl,n_genes,10,0,none,CD4 CTL,NK,,NK cells,,0,0,0.0,0.0,8.0,1.0,"[""NK""]",NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_10_r0_symbol,0,cellmarker-lookup,symbol,n_genes,10,0,none,CD4 CTL,CD8 T cell (subtype unclear),,Memory CD8+ T cell,,0,0,0.0,0.0,7.0,4.0,"[""CD8 T cell (subtype unclear)"", ""CD8 TEM"", ""T cell (CD4/CD8/other unclear)"", ""gdT""]",CD8 T cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD4-CTL_n_genes_10_r0_symbol,0,claude-sonnet-5,symbol,n_genes,10,0,anthropic,CD4 CTL,CD8+ effector/cytotoxic memory T cell (or NK-like cytotoxic T cell),0.75,"```json
{""cell_type"": ""CD8+ effector/cytotoxic memory T cell (or NK-like cytotoxic T cell)"", ""confidence"": 0.75}
```",end_turn,127,61,,0.000864,,,,CD8 TEM,0.0,0.0,0.0,judge
hao_cCD4-CTL_n_genes_10_r0_symbol,0,gemini-3.8-flash,symbol,n_genes,10,0,openrouter,CD4 CTL,CD8+ effector T cells,0.95,"```json
{""cell_type"": ""CD8+ effector T cells"", ""confidence"": 0.95}
```",stop,81,501,474.0,0.0019395,,,,CD8 TEM,0.0,0.0,0.0,judge
hao_cCD4-CTL_n_genes_10_r0_symbol,0,gpt-5.6-terra,symbol,n_genes,10,0,openrouter,CD4 CTL,Cytotoxic CD8+ T cell (effector/NK-like),0.82,"{""cell_type"":""Cytotoxic CD8+ T cell (effector/NK-like)"",""confidence"":0.82}",stop,89,176,144.0,0.00229,,,,CD8 TEM,0.0,0.0,0.0,judge
hao_cCD4-CTL_n_genes_10_r0_symbol,0,panglaodb-lookup,symbol,n_genes,10,0,none,CD4 CTL,NK,,NK cells,,0,0,0.0,0.0,8.0,1.0,"[""NK""]",NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_1_r0_ensembl,0,cellmarker-lookup,ensembl,n_genes,1,0,none,CD4 CTL,CD8 T cell (subtype unclear),,Memory CD8+ T cell,,0,0,0.0,0.0,1.0,7.0,"[""CD4 CTL"", ""CD8 T cell (subtype unclear)"", ""CD8 TEM"", ""NK"", ""T cell (CD4/CD8/other unclear)"", ""Treg"", ""gdT""]",CD8 T cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD4-CTL_n_genes_1_r0_ensembl,0,claude-sonnet-5,ensembl,n_genes,1,0,anthropic,CD4 CTL,NK cells (or plasmacytoid dendritic cells) - cytotoxic GZMB-expressing lymphocytes,0.4,"{""cell_type"": ""NK cells (or plasmacytoid dendritic cells) - cytotoxic GZMB-expressing lymphocytes"", ""confidence"": 0.4}",end_turn,89,191,,0.002088,,,,NK,0.0,0.0,0.0,judge
hao_cCD4-CTL_n_genes_1_r0_ensembl,0,gemini-3.8-flash,ensembl,n_genes,1,0,openrouter,CD4 CTL,NK cells,0.85,"```json
{
  ""cell_type"": ""NK cells"",
  ""confidence"": 0.85
}
```",stop,59,3870,3841.0,0.01455675,,,,NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_1_r0_ensembl,0,gpt-5.6-terra,ensembl,n_genes,1,0,openrouter,CD4 CTL,NK cell,0.7,"{""cell_type"":""NK cell"",""confidence"":0.7}",stop,59,535,516.0,0.006538,,,,NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_1_r0_ensembl,0,panglaodb-lookup,ensembl,n_genes,1,0,none,CD4 CTL,NK,,NK cells,,0,0,0.0,0.0,1.0,2.0,"[""NK"", ""T cell (CD4/CD8/other unclear)""]",NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_1_r0_symbol,0,cellmarker-lookup,symbol,n_genes,1,0,none,CD4 CTL,CD8 T cell (subtype unclear),,Memory CD8+ T cell,,0,0,0.0,0.0,1.0,7.0,"[""CD4 CTL"", ""CD8 T cell (subtype unclear)"", ""CD8 TEM"", ""NK"", ""T cell (CD4/CD8/other unclear)"", ""Treg"", ""gdT""]",CD8 T cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD4-CTL_n_genes_1_r0_symbol,0,claude-sonnet-5,symbol,n_genes,1,0,anthropic,CD4 CTL,CD8+ cytotoxic T cell (effector/memory),0.65,"{""cell_type"": ""CD8+ cytotoxic T cell (effector/memory)"", ""confidence"": 0.65}",end_turn,85,42,,0.00059,,,,CD8 TEM,0.0,0.0,0.0,judge
hao_cCD4-CTL_n_genes_1_r0_symbol,0,gemini-3.8-flash,symbol,n_genes,1,0,openrouter,CD4 CTL,natural killer cell,0.75,"```json
{
  ""cell_type"": ""natural killer cell"",
  ""confidence"": 0.75
}
```",stop,49,622,592.0,0.00236925,,,,NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_1_r0_symbol,0,gpt-5.6-terra,symbol,n_genes,1,0,openrouter,CD4 CTL,NK cell,0.78,"{""cell_type"":""NK cell"",""confidence"":0.78}",stop,56,68,49.0,0.000928,,,,NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_1_r0_symbol,0,panglaodb-lookup,symbol,n_genes,1,0,none,CD4 CTL,NK,,NK cells,,0,0,0.0,0.0,1.0,2.0,"[""NK"", ""T cell (CD4/CD8/other unclear)""]",NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_3_r0_ensembl,0,cellmarker-lookup,ensembl,n_genes,3,0,none,CD4 CTL,CD8 T cell (subtype unclear),,Memory CD8+ T cell,,0,0,0.0,0.0,2.0,5.0,"[""CD8 T cell (subtype unclear)"", ""CD8 TEM"", ""NK"", ""T cell (CD4/CD8/other unclear)"", ""gdT""]",CD8 T cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD4-CTL_n_genes_3_r0_ensembl,0,claude-sonnet-5,ensembl,n_genes,3,0,anthropic,CD4 CTL,NK cell (cytotoxic natural killer cell),0.75,"```json
{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.75}
```

**Reasoning:**
- **ENSG00000100450 (GZMB)** – Granzyme B, a cytotoxic granule protein expressed in NK cells and cytotoxic T cells.
- **ENSG00000137441 (FGFBP2)** – Also known as KSP37, highly specific marker for cytotoxic NK cells and effector CD8+ T cells.
- **ENSG00000166710 (B2M)** – Beta-2-microglobulin, ubiquitously expressed but often highly abundant in lymphocytes including NK cells.

The combination of GZMB and FGFBP2 strongly points toward a cytotoxic lymphocyte population, most consistent with **NK cells** (though cytotoxic CD8+ T cells share this profile, making some ambiguity likely without additional markers like CD3, CD8, or NCAM1).",end_turn,107,478,,0.004994,,,,NK,0.0,0.0,0.0,judge
hao_cCD4-CTL_n_genes_3_r0_ensembl,0,gemini-3.8-flash,ensembl,n_genes,3,0,openrouter,CD4 CTL,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,87,3867,3837.0,0.0145665,,,,NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_3_r0_ensembl,0,gpt-5.6-terra,ensembl,n_genes,3,0,openrouter,CD4 CTL,NK cell,0.92,"{""cell_type"":""NK cell"",""confidence"":0.92}",stop,73,434,415.0,0.005354,,,,NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_3_r0_ensembl,0,panglaodb-lookup,ensembl,n_genes,3,0,none,CD4 CTL,NK,,NK cells,,0,0,0.0,0.0,2.0,1.0,"[""NK""]",NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_3_r0_symbol,0,cellmarker-lookup,symbol,n_genes,3,0,none,CD4 CTL,CD8 T cell (subtype unclear),,Memory CD8+ T cell,,0,0,0.0,0.0,2.0,5.0,"[""CD8 T cell (subtype unclear)"", ""CD8 TEM"", ""NK"", ""T cell (CD4/CD8/other unclear)"", ""gdT""]",CD8 T cell (subtype unclear),0.0,0.0,1.0,rule
hao_cCD4-CTL_n_genes_3_r0_symbol,0,claude-sonnet-5,symbol,n_genes,3,0,anthropic,CD4 CTL,CD8+ effector/cytotoxic T cell (or NK cell),0.6,"```json
{""cell_type"": ""CD8+ effector/cytotoxic T cell (or NK cell)"", ""confidence"": 0.6}
```",end_turn,96,50,,0.000692,,,,CD8 TEM,0.0,0.0,0.0,judge
hao_cCD4-CTL_n_genes_3_r0_symbol,0,gemini-3.8-flash,symbol,n_genes,3,0,openrouter,CD4 CTL,Natural killer cell,0.85,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.85
}
```",stop,57,936,906.0,0.00355275,,,,NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_3_r0_symbol,0,gpt-5.6-terra,symbol,n_genes,3,0,openrouter,CD4 CTL,Natural killer (NK) cell,0.97,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.97}",stop,65,54,31.0,0.000778,,,,NK,0.0,0.0,0.0,rule
hao_cCD4-CTL_n_genes_3_r0_symbol,0,panglaodb-lookup,symbol,n_genes,3,0,none,CD4 CTL,NK,,NK cells,,0,0,0.0,0.0,2.0,1.0,"[""NK""]",NK,0.0,0.0,0.0,rule
