id,format,knob,level,replicate,run,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd
hao_cCD4-Naive_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,CD4 Naive,"Lymphocyte (likely T cell) - ribosomal protein-high, low-specificity marker profile",0.3,"```json
{""cell_type"": ""Lymphocyte (likely T cell) - ribosomal protein-high, low-specificity marker profile"", ""confidence"": 0.3}
```",end_turn,105,60,,0.00081
hao_cCD4-Naive_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,CD4 Naive,"Lymphocyte (likely naive T or B cell) — marker genes are ribosomal proteins (RPL30, RPS13, RPL21), which are highly and broadly expressed housekeeping genes often enriched in naive lymphocyte populations with high protein synthesis activity, but lack specificity for a precise immune subset",0.3,"{""cell_type"": ""Lymphocyte (likely naive T or B cell) — marker genes are ribosomal proteins (RPL30, RPS13, RPL21), which are highly and broadly expressed housekeeping genes often enriched in naive lymphocyte populations with high protein synthesis activity, but lack specificity for a precise immune subset"", ""confidence"": 0.3}",end_turn,107,368,,0.003894
hao_cCD4-Naive_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,CD4 Naive,"Lymphocyte (likely resting T or B cell) - marker genes are predominantly ribosomal proteins, indicating a general high-translation/quiescent lymphocyte population rather than a specific lineage",0.3,"```json
{""cell_type"": ""Lymphocyte (likely resting T or B cell) - marker genes are predominantly ribosomal proteins, indicating a general high-translation/quiescent lymphocyte population rather than a specific lineage"", ""confidence"": 0.3}
```",end_turn,131,93,,0.001192
hao_cCD4-Naive_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,CD4 Naive,"Lymphocyte (likely naive T or B cell) - cluster marked by high ribosomal protein gene expression (RPL30, RPS13, RPL21, RPS28, RPL32), consistent with naive lymphocyte populations",0.4,"{""cell_type"": ""Lymphocyte (likely naive T or B cell) - cluster marked by high ribosomal protein gene expression (RPL30, RPS13, RPL21, RPS28, RPL32), consistent with naive lymphocyte populations"", ""confidence"": 0.4}",end_turn,125,313,,0.00338
hao_cCD4-Naive_noise_0_r0_symbol,symbol,noise,0,0,0,CD4 Naive,"Lymphocyte (likely resting T cell), marked predominantly by ribosomal protein genes - low informative content for specific subtyping",0.3,"```json
{""cell_type"": ""Lymphocyte (likely resting T cell), marked predominantly by ribosomal protein genes - low informative content for specific subtyping"", ""confidence"": 0.3}
```",end_turn,131,70,,0.000962
hao_cCD4-Naive_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,CD4 Naive,"Lymphocyte (likely naive T cell) — marker set dominated by ribosomal protein genes (RPL/RPS), a nonspecific signature often enriched in resting lymphocyte populations in PBMCs",0.35,"{""cell_type"": ""Lymphocyte (likely naive T cell) — marker set dominated by ribosomal protein genes (RPL/RPS), a nonspecific signature often enriched in resting lymphocyte populations in PBMCs"", ""confidence"": 0.35}",end_turn,170,302,,0.00336
hao_cCD4-Naive_noise_2_r0_symbol,symbol,noise,2,0,0,CD4 Naive,"Lymphocyte (likely naive T cell), based on high ribosomal protein gene expression",0.4,"```json
{""cell_type"": ""Lymphocyte (likely naive T cell), based on high ribosomal protein gene expression"", ""confidence"": 0.4}
```",end_turn,128,56,,0.000816
hao_cCD4-Naive_noise_0_r0_ensembl,ensembl,noise,0,0,0,CD4 Naive,"Lymphocytes (likely naive T or B cells) — cluster defined predominantly by ribosomal protein genes (RPL30, RPS11, RPL21, RPS28, RPL32, RPL9, RPL13, RPL37A, RPS25, RPL11), a nonspecific high-translation signature common in naive lymphocyte populations",0.35,"{""cell_type"": ""Lymphocytes (likely naive T or B cells) — cluster defined predominantly by ribosomal protein genes (RPL30, RPS11, RPL21, RPS28, RPL32, RPL9, RPL13, RPL37A, RPS25, RPL11), a nonspecific high-translation signature common in naive lymphocyte populations"", ""confidence"": 0.35}",end_turn,170,343,,0.00377
hao_cCD4-Naive_noise_2_r1_symbol,symbol,noise,2,1,0,CD4 Naive,Lymphocyte (likely naive T cell) - ribosomal protein-high population,0.4,"```json
{""cell_type"": ""Lymphocyte (likely naive T cell) - ribosomal protein-high population"", ""confidence"": 0.4}
```",end_turn,134,53,,0.000798
hao_cCD4-Naive_noise_2_r0_ensembl,ensembl,noise,2,0,0,CD4 Naive,Lymphocyte (likely naive T or B cell) - high ribosomal protein gene expression signature,0.3,"{""cell_type"": ""Lymphocyte (likely naive T or B cell) - high ribosomal protein gene expression signature"", ""confidence"": 0.3}",end_turn,170,358,,0.00392
hao_cCD4-Naive_noise_2_r2_symbol,symbol,noise,2,2,0,CD4 Naive,"Lymphocyte (likely resting T cell), ribosomal protein-high",0.4,"```json
{""cell_type"": ""Lymphocyte (likely resting T cell), ribosomal protein-high"", ""confidence"": 0.4}
```",end_turn,136,51,,0.000782
hao_cCD4-Naive_noise_4_r0_symbol,symbol,noise,4,0,0,CD4 Naive,"T cell (naive/resting lymphocyte, likely CD4+ T cell)",0.35,"```json
{""cell_type"": ""T cell (naive/resting lymphocyte, likely CD4+ T cell)"", ""confidence"": 0.35}
```",end_turn,138,53,,0.000806
hao_cCD4-Naive_noise_2_r1_ensembl,ensembl,noise,2,1,0,CD4 Naive,"Naive lymphocytes (T/B cells) — cluster dominated by ribosomal protein genes, suggestive of naive/high-translational-activity lymphocyte population",0.35,"{""cell_type"": ""Naive lymphocytes (T/B cells) — cluster dominated by ribosomal protein genes, suggestive of naive/high-translational-activity lymphocyte population"", ""confidence"": 0.35}",end_turn,170,535,,0.00569
hao_cCD4-Naive_noise_4_r1_symbol,symbol,noise,4,1,0,CD4 Naive,Naive T lymphocyte (likely naive CD4+ T cell),0.35,"```json
{""cell_type"": ""Naive T lymphocyte (likely naive CD4+ T cell)"", ""confidence"": 0.35}
```",end_turn,133,50,,0.000766
hao_cCD4-Naive_noise_2_r2_ensembl,ensembl,noise,2,2,0,CD4 Naive,"Naive lymphocyte (likely naive T cell), characterized by high ribosomal protein gene expression",0.4,"{""cell_type"": ""Naive lymphocyte (likely naive T cell), characterized by high ribosomal protein gene expression"", ""confidence"": 0.4}",end_turn,170,493,,0.00527
hao_cCD4-Naive_noise_4_r2_symbol,symbol,noise,4,2,0,CD4 Naive,Platelets/Megakaryocytes (with endothelial contamination indicated by VWF),0.45,"```json
{""cell_type"": ""Platelets/Megakaryocytes (with endothelial contamination indicated by VWF)"", ""confidence"": 0.45}
```",end_turn,130,56,,0.00082
hao_cCD4-Naive_noise_4_r0_ensembl,ensembl,noise,4,0,0,CD4 Naive,Naive T lymphocytes (ribosomal protein-high signature),0.4,"```json
{""cell_type"": ""Naive T lymphocytes (ribosomal protein-high signature)"", ""confidence"": 0.4}
```",end_turn,170,453,,0.00487
hao_cCD4-Naive_noise_4_r1_ensembl,ensembl,noise,4,1,0,CD4 Naive,Plasma cells (antibody-secreting B cells) — marker set dominated by ribosomal protein genes indicating high translational activity typical of plasma cells,0.55,"{""cell_type"": ""Plasma cells (antibody-secreting B cells) — marker set dominated by ribosomal protein genes indicating high translational activity typical of plasma cells"", ""confidence"": 0.55}",end_turn,170,392,,0.00426
hao_cCD4-Naive_noise_6_r0_symbol,symbol,noise,6,0,0,CD4 Naive,"Naive T cell (lymphocyte, likely CD4+ naive T cell)",0.35,"```json
{""cell_type"": ""Naive T cell (lymphocyte, likely CD4+ naive T cell)"", ""confidence"": 0.35}
```",end_turn,141,53,,0.000812
hao_cCD4-Naive_noise_6_r1_symbol,symbol,noise,6,1,0,CD4 Naive,B cell (likely naive/plasma B cell subset based on ribosomal protein and CD320 expression),0.35,"```json
{""cell_type"": ""B cell (likely naive/plasma B cell subset based on ribosomal protein and CD320 expression)"", ""confidence"": 0.35}
```",end_turn,138,60,,0.000876
hao_cCD4-Naive_noise_4_r2_ensembl,ensembl,noise,4,2,0,CD4 Naive,"Platelets (megakaryocyte-derived, marked by high ribosomal protein genes and VWF)",0.55,"{""cell_type"": ""Platelets (megakaryocyte-derived, marked by high ribosomal protein genes and VWF)"", ""confidence"": 0.55}",end_turn,170,639,,0.00673
hao_cCD4-Naive_noise_6_r2_symbol,symbol,noise,6,2,0,CD4 Naive,"B cell (likely plasmacytoid dendritic or naive B cell subset, low confidence due to ambiguous markers)",0.3,"```json
{""cell_type"": ""B cell (likely plasmacytoid dendritic or naive B cell subset, low confidence due to ambiguous markers)"", ""confidence"": 0.3}
```",end_turn,137,66,,0.000934
hao_cCD4-Naive_noise_6_r0_ensembl,ensembl,noise,6,0,0,CD4 Naive,"Plasma cells (or another highly translationally active lymphocyte subset, based on dominant ribosomal protein gene signature)",0.35,"```json
{""cell_type"": ""Plasma cells (or another highly translationally active lymphocyte subset, based on dominant ribosomal protein gene signature)"", ""confidence"": 0.35}
```",end_turn,170,629,,0.00663
hao_cCD4-Naive_noise_6_r1_ensembl,ensembl,noise,6,1,0,CD4 Naive,Naive T lymphocytes (ribosomal protein-high signature),0.4,"```json
{""cell_type"": ""Naive T lymphocytes (ribosomal protein-high signature)"", ""confidence"": 0.4}
```",end_turn,170,432,,0.00466
hao_cCD4-Naive_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,CD4 Naive,"Lymphocyte (likely resting T or B cell) - ribosomal protein-high, non-specific signature",0.3,"```json
{""cell_type"": ""Lymphocyte (likely resting T or B cell) - ribosomal protein-high, non-specific signature"", ""confidence"": 0.3}
```",end_turn,131,61,,0.000872
hao_cCD4-Naive_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,CD4 Naive,Naive T cell (CD4+ naive/central memory T cell),0.7,"{""cell_type"": ""Naive T cell (CD4+ naive/central memory T cell)"", ""confidence"": 0.7}",end_turn,116,43,,0.000662
hao_cCD4-Naive_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,CD4 Naive,"Naive T lymphocytes (or naive B cells) — ribosomal protein gene-high cluster, likely representing high-translational-activity naive lymphocytes",0.35,"{""cell_type"": ""Naive T lymphocytes (or naive B cells) — ribosomal protein gene-high cluster, likely representing high-translational-activity naive lymphocytes"", ""confidence"": 0.35}",end_turn,170,239,,0.00273
hao_cCD4-Proliferating_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,CD4 Proliferating,"Proliferating lymphocytes (cycling T/NK or B cells, likely activated/proliferating T cells)",0.55,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or B cells, likely activated/proliferating T cells)"", ""confidence"": 0.55}",end_turn,138,58,,0.000856
hao_cCD4-Naive_noise_6_r2_ensembl,ensembl,noise,6,2,0,CD4 Naive,"Plasma cells (or a ribosomal-protein-high lymphocyte cluster, e.g., naïve T/B cells with high protein synthesis)",0.35,"{""cell_type"": ""Plasma cells (or a ribosomal-protein-high lymphocyte cluster, e.g., naïve T/B cells with high protein synthesis)"", ""confidence"": 0.35}",end_turn,170,709,,0.00743
hao_cCD4-Naive_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,CD4 Naive,Naive T cell (CD4+/CD8+ naive T lymphocyte),0.8,"{""cell_type"": ""Naive T cell (CD4+/CD8+ naive T lymphocyte)"", ""confidence"": 0.8}",end_turn,143,379,,0.004076
hao_cCD4-Proliferating_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,CD4 Proliferating,"Proliferating cells (likely proliferating T/lymphocytes, marked by cell cycle/proliferation genes such as TOP2A, TYMS, PTTG1)",0.6,"{""cell_type"": ""Proliferating cells (likely proliferating T/lymphocytes, marked by cell cycle/proliferation genes such as TOP2A, TYMS, PTTG1)"", ""confidence"": 0.6}",end_turn,133,78,,0.001046
hao_cCD4-Proliferating_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.75,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.75}",end_turn,170,332,,0.00366
hao_cCD4-Proliferating_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK or B cells),0.55,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or B cells)"", ""confidence"": 0.55}",end_turn,140,45,,0.00073
hao_cCD4-Proliferating_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.65,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.65}",end_turn,170,489,,0.00523
hao_cCD4-Proliferating_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,CD4 Proliferating,"Proliferating lymphocytes (likely cycling T/NK or NK cells, marked by proliferation genes such as ZWINT, TPX2, CENPM, SMC2)",0.45,"{""cell_type"": ""Proliferating lymphocytes (likely cycling T/NK or NK cells, marked by proliferation genes such as ZWINT, TPX2, CENPM, SMC2)"", ""confidence"": 0.45}",end_turn,133,80,,0.001066
hao_cCD4-Proliferating_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK or B cells),0.4,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or B cells)"", ""confidence"": 0.4}",end_turn,86,45,,0.000622
hao_cCD4-Proliferating_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,CD4 Proliferating,"Proliferating lymphocytes (cycling T/NK cell population, based on G2/M cell-cycle markers such as AURKA, CENPF, NUSAP1, BIRC5)",0.6,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cell population, based on G2/M cell-cycle markers such as AURKA, CENPF, NUSAP1, BIRC5)"", ""confidence"": 0.6}",end_turn,170,543,,0.00577
hao_cCD4-Proliferating_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,CD4 Proliferating,"Unable to determine from single gene ID alone (ENSG00000164104 corresponds to HMGB2, a proliferation-associated marker often seen in cycling lymphocytes/progenitor cells)",0.2,"{""cell_type"": ""Unable to determine from single gene ID alone (ENSG00000164104 corresponds to HMGB2, a proliferation-associated marker often seen in cycling lymphocytes/progenitor cells)"", ""confidence"": 0.2}",end_turn,89,87,,0.001048
hao_cCD4-Proliferating_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,CD4 Proliferating,Proliferating T cells (cycling lymphocytes),0.6,"{""cell_type"": ""Proliferating T cells (cycling lymphocytes)"", ""confidence"": 0.6}",end_turn,170,402,,0.00436
hao_cCD4-Proliferating_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK or other proliferating immune cells),0.55,"```json
{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or other proliferating immune cells)"", ""confidence"": 0.55}
```",end_turn,97,56,,0.000754
hao_cCD4-Proliferating_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,CD4 Proliferating,"Proliferating lymphocytes (likely cycling T or NK cells, marked by MKI67/HMGB2 proliferation signature)",0.6,"{""cell_type"": ""Proliferating lymphocytes (likely cycling T or NK cells, marked by MKI67/HMGB2 proliferation signature)"", ""confidence"": 0.6}",end_turn,107,186,,0.002074
hao_cCD4-Proliferating_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.6,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.6}",end_turn,110,43,,0.00065
hao_cCD4-Proliferating_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,CD4 Proliferating,"Proliferating cells (cycling lymphocytes, likely T/NK or activated immune cells)",0.65,"```json
{""cell_type"": ""Proliferating cells (cycling lymphocytes, likely T/NK or activated immune cells)"", ""confidence"": 0.65}
```",end_turn,138,58,,0.000856
hao_cCD4-Proliferating_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,CD4 Proliferating,"Proliferating lymphocytes (likely cycling T cells, based on MKI67, HMGB2, HMGN2, H2AZ1 proliferation markers)",0.65,"{""cell_type"": ""Proliferating lymphocytes (likely cycling T cells, based on MKI67, HMGB2, HMGN2, H2AZ1 proliferation markers)"", ""confidence"": 0.65}",end_turn,125,269,,0.00294
hao_cCD4-Proliferating_noise_0_r0_symbol,symbol,noise,0,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK or B cells),0.6,"```json
{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or B cells)"", ""confidence"": 0.6}
```",end_turn,138,50,,0.000776
hao_cCD4-Proliferating_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.65,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.65}",end_turn,170,310,,0.00344
hao_cCD4-Proliferating_noise_2_r0_symbol,symbol,noise,2,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK or activated lymphocyte blasts),0.55,"```json
{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or activated lymphocyte blasts)"", ""confidence"": 0.55}
```",end_turn,141,58,,0.000862
hao_cCD4-Proliferating_noise_0_r0_ensembl,ensembl,noise,0,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.65,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.65}",end_turn,170,320,,0.00354
hao_cCD4-Proliferating_noise_2_r1_symbol,symbol,noise,2,1,0,CD4 Proliferating,"Proliferating lymphocytes (cycling T/NK or lymphoblast population, marked by MKI67+ proliferation signature)",0.55,"```json
{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or lymphoblast population, marked by MKI67+ proliferation signature)"", ""confidence"": 0.55}
```",end_turn,139,70,,0.000978
hao_cCD4-Proliferating_noise_2_r2_symbol,symbol,noise,2,2,0,CD4 Proliferating,Proliferating lymphocytes (likely cycling T cells),0.55,"{""cell_type"": ""Proliferating lymphocytes (likely cycling T cells)"", ""confidence"": 0.55}",end_turn,140,115,,0.00143
hao_cCD4-Proliferating_noise_2_r0_ensembl,ensembl,noise,2,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.65,"```json
{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.65}
```

**Reasoning:** The marker set is dominated by cell-cycle and chromatin-associated genes rather than lineage-specific surface markers:
- **MKI67** – canonical proliferation marker
- **HMGB1/HMGB2** – high-mobility group proteins upregulated during mitosis
- **HMGN2** – nucleosome-binding protein, active in proliferating cells
- **H2AZ1 (H2AFZ)** – histone variant enriched in dividing cells
- **PCLAF (KIAA0101)** – PCNA-associated factor, involved in DNA replication
- **ACTG1, PFN1, BTF3** – general cytoskeletal/translation-associated housekeeping genes often co-expressed in highly proliferative cells

This signature is classic for a **cycling/proliferating lymphocyte cluster** in PBMC scRNA-seq data (often seen as a small mixed population of activated/dividing T, NK, or B cells), rather than a distinct lineage-specific immune cell type. Confidence is moderate-high for ""proliferating cells"" but lower for pinpointing the exact lineage since no lineage markers (CD3, CD19, CD14, etc.) are present.",end_turn,170,778,,0.00812
hao_cCD4-Proliferating_noise_4_r0_symbol,symbol,noise,4,0,0,CD4 Proliferating,Proliferating (cycling) lymphocytes - likely activated/proliferating T cells,0.55,"{""cell_type"": ""Proliferating (cycling) lymphocytes - likely activated/proliferating T cells"", ""confidence"": 0.55}",end_turn,135,50,,0.00077
hao_cCD4-Proliferating_noise_2_r2_ensembl,ensembl,noise,2,2,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.65,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.65}",end_turn,170,337,,0.00371
hao_cCD4-Proliferating_noise_2_r1_ensembl,ensembl,noise,2,1,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.75,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.75}",end_turn,170,572,,0.00606
hao_cCD4-Proliferating_noise_4_r1_symbol,symbol,noise,4,1,0,CD4 Proliferating,Proliferating lymphocytes (likely activated/cycling T or NK cells),0.45,"{""cell_type"": ""Proliferating lymphocytes (likely activated/cycling T or NK cells)"", ""confidence"": 0.45}",end_turn,142,48,,0.000764
hao_cCD4-Proliferating_noise_4_r0_ensembl,ensembl,noise,4,0,0,CD4 Proliferating,"Proliferating T cells (cycling lymphocytes, MKI67+/STMN1+/HMGB2+ population)",0.6,"{""cell_type"": ""Proliferating T cells (cycling lymphocytes, MKI67+/STMN1+/HMGB2+ population)"", ""confidence"": 0.6}",end_turn,170,425,,0.00459
hao_cCD4-Proliferating_noise_4_r2_symbol,symbol,noise,4,2,0,CD4 Proliferating,"Proliferating cells (likely activated/cycling T or NK lymphocytes, marked by MKI67/BORA/HMGB1 proliferation signature)",0.45,"{""cell_type"": ""Proliferating cells (likely activated/cycling T or NK lymphocytes, marked by MKI67/BORA/HMGB1 proliferation signature)"", ""confidence"": 0.45}",end_turn,140,73,,0.00101
hao_cCD4-Proliferating_noise_6_r0_symbol,symbol,noise,6,0,0,CD4 Proliferating,Proliferating (Ki-67+) lymphocytes,0.4,"{""cell_type"": ""Proliferating (Ki-67+) lymphocytes"", ""confidence"": 0.4}",end_turn,146,40,,0.000692
hao_cCD4-Proliferating_noise_4_r1_ensembl,ensembl,noise,4,1,0,CD4 Proliferating,Proliferating lymphocytes (likely proliferating T cells),0.7,"```json
{""cell_type"": ""Proliferating lymphocytes (likely proliferating T cells)"", ""confidence"": 0.7}
```

**Reasoning:** Several of these genes (MKI67, STMN1, HMGB2, PCLAF) are canonical cell-cycle/proliferation markers frequently used to identify actively dividing cells in scRNA-seq data. In PBMC datasets, a cluster dominated by these markers typically represents a proliferating lymphocyte population (often activated/proliferating T cells, sometimes including NK or B cells), rather than a specific resting immune cell type. The presence of ACTG1 and PFN1 (cytoskeletal/actin dynamics genes) is also consistent with actively dividing cells. Without additional lineage-specific markers (e.g., CD3D, CD8A, CD19), it's not possible to pinpoint the exact lymphocyte subtype with high confidence.",end_turn,170,662,,0.00696
hao_cCD4-Proliferating_noise_6_r1_symbol,symbol,noise,6,1,0,CD4 Proliferating,"Proliferating cells (likely activated/dividing lymphocytes or myeloid progenitors, marked by MKI67, STMN1, HMGN2)",0.4,"```json
{""cell_type"": ""Proliferating cells (likely activated/dividing lymphocytes or myeloid progenitors, marked by MKI67, STMN1, HMGN2)"", ""confidence"": 0.4}
```",end_turn,143,77,,0.001056
hao_cCD4-Proliferating_noise_4_r2_ensembl,ensembl,noise,4,2,0,CD4 Proliferating,"Proliferating T cells (cycling lymphocytes, MKI67+)",0.55,"```json
{""cell_type"": ""Proliferating T cells (cycling lymphocytes, MKI67+)"", ""confidence"": 0.55}
```",end_turn,170,569,,0.00603
hao_cCD4-Proliferating_noise_6_r2_symbol,symbol,noise,6,2,0,CD4 Proliferating,"Proliferating T lymphocyte (likely CD4+/CD8+ T cell subset, cycling)",0.35,"```json
{""cell_type"": ""Proliferating T lymphocyte (likely CD4+/CD8+ T cell subset, cycling)"", ""confidence"": 0.35}
```",end_turn,143,61,,0.000896
hao_cCD4-Proliferating_noise_6_r0_ensembl,ensembl,noise,6,0,0,CD4 Proliferating,"Proliferating T cells (or other proliferating lymphocytes, based on MKI67/HMGB2 signature)",0.4,"{""cell_type"": ""Proliferating T cells (or other proliferating lymphocytes, based on MKI67/HMGB2 signature)"", ""confidence"": 0.4}",end_turn,170,439,,0.00473
hao_cCD4-Proliferating_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,CD4 Proliferating,"Proliferating lymphocytes (cycling T/NK or B cells, MKI67+ proliferating cells)",0.6,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or B cells, MKI67+ proliferating cells)"", ""confidence"": 0.6}",end_turn,138,58,,0.000856
hao_cCD4-Proliferating_noise_6_r1_ensembl,ensembl,noise,6,1,0,CD4 Proliferating,"Proliferating T cells (cycling lymphocytes, MKI67+/STMN1+ population)",0.6,"```json
{""cell_type"": ""Proliferating T cells (cycling lymphocytes, MKI67+/STMN1+ population)"", ""confidence"": 0.6}
```",end_turn,170,492,,0.00526
hao_cCD4-Proliferating_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK or B cells),0.6,"```json
{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or B cells)"", ""confidence"": 0.6}
```",end_turn,138,50,,0.000776
hao_cCD4-Proliferating_noise_6_r2_ensembl,ensembl,noise,6,2,0,CD4 Proliferating,Proliferating T lymphocytes,0.55,"{""cell_type"": ""Proliferating T lymphocytes"", ""confidence"": 0.55}",end_turn,170,434,,0.00468
hao_cCD4-Proliferating_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.7,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.7}",end_turn,170,318,,0.00352
hao_cCD4-TCM_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,CD4 TCM,CD4+ T cell,0.7,"```json
{""cell_type"": ""CD4+ T cell"", ""confidence"": 0.7}
```",end_turn,129,34,,0.000598
hao_cCD4-Proliferating_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,CD4 Proliferating,"Proliferating lymphocytes (cycling T/B cells, marked by MKI67, STMN1, PCLAF, HMGB1/2, HMGN2)",0.7,"{""cell_type"": ""Proliferating lymphocytes (cycling T/B cells, marked by MKI67, STMN1, PCLAF, HMGB1/2, HMGN2)"", ""confidence"": 0.7}",end_turn,170,381,,0.00415
hao_cCD4-TCM_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,CD4 TCM,T cell (likely CD4+ naive/resting T lymphocyte),0.65,"```json
{""cell_type"": ""T cell (likely CD4+ naive/resting T lymphocyte)"", ""confidence"": 0.65}
```",end_turn,131,50,,0.000762
hao_cCD4-TCM_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,CD4 TCM,"Lymphocyte (likely naive T or B cell) - ribosomal protein-high, non-specific signature",0.3,"```json
{""cell_type"": ""Lymphocyte (likely naive T or B cell) - ribosomal protein-high, non-specific signature"", ""confidence"": 0.3}
```",end_turn,133,61,,0.000876
hao_cCD4-TCM_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,CD4 TCM,"T cell (likely naive/resting CD4+ or CD8+ T lymphocyte, based on TRAC expression and high ribosomal protein gene signature)",0.75,"{""cell_type"": ""T cell (likely naive/resting CD4+ or CD8+ T lymphocyte, based on TRAC expression and high ribosomal protein gene signature)"", ""confidence"": 0.75}",end_turn,170,395,,0.00429
hao_cCD4-TCM_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,CD4 TCM,CD4+ naive T cell,0.7,"{""cell_type"": ""CD4+ naive T cell"", ""confidence"": 0.7}",end_turn,132,31,,0.000574
