condition,id,format,knob,level,replicate,run,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,marker_overlap,n_tied_labels,tied_labels,n_tool_calls,n_model_calls,latency_s,normalized,score,strict,lineage
plain Claude,hao_cTreg_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,Treg,Lymphocytes (likely naive T or B cells) with high ribosomal protein gene expression,0.4,"{""cell_type"": ""Lymphocytes (likely naive T or B cells) with high ribosomal protein gene expression"", ""confidence"": 0.4}",end_turn,170,220,,0.00254,,,,,,,Unknown / low-quality / no cell type given,0.0,0.0,CD4 T
plain Claude,hao_ccDC1_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,cDC1,Conventional dendritic cell (cDC1/myeloid DC),0.75,"{""cell_type"": ""Conventional dendritic cell (cDC1/myeloid DC)"", ""confidence"": 0.75}",end_turn,114,44,,0.000668,,,,,,,cDC1,1.0,1.0,DC
plain Claude,hao_ccDC1_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,cDC1,"Dendritic cells (antigen-presenting myeloid cells, likely conventional DCs)",0.75,"{""cell_type"": ""Dendritic cells (antigen-presenting myeloid cells, likely conventional DCs)"", ""confidence"": 0.75}",end_turn,125,270,,0.00295,,,,,,,Dendritic cell (subtype unclear),0.5,0.0,DC
plain Claude,hao_ccDC1_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,cDC1,Conventional dendritic cell type 1 (cDC1),0.85,"```json
{""cell_type"": ""Conventional dendritic cell type 1 (cDC1)"", ""confidence"": 0.85}
```",end_turn,148,46,,0.000756,,,,,,,cDC1,1.0,1.0,DC
plain Claude,hao_ccDC1_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,cDC1,"Dendritic cell (conventional/myeloid DC, antigen-presenting)",0.75,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC, antigen-presenting)"", ""confidence"": 0.75}",end_turn,170,414,,0.00448,,,,,,,Dendritic cell (subtype unclear),0.5,0.0,DC
plain Claude,hao_ccDC2_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,cDC2,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```",end_turn,153,45,,0.000756,,,,,,,Dendritic cell (subtype unclear),0.5,0.0,DC
plain Claude,hao_ccDC2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,cDC2,"Dendritic cells (myeloid/conventional DCs, marked by high HLA class II genes and CST3)",0.7,"{""cell_type"": ""Dendritic cells (myeloid/conventional DCs, marked by high HLA class II genes and CST3)"", ""confidence"": 0.7}",end_turn,170,493,,0.00527,,,,,,,Dendritic cell (subtype unclear),0.5,0.0,DC
plain Claude,hao_ccDC2_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,cDC2,Dendritic cell (conventional/myeloid DC),0.8,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.8}
```",end_turn,153,45,,0.000756,,,,,,,Dendritic cell (subtype unclear),0.5,0.0,DC
plain Claude,hao_cdnT_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,dnT,CD8+ memory T cell (GZMK+ effector/central memory T cell),0.75,"```json
{""cell_type"": ""CD8+ memory T cell (GZMK+ effector/central memory T cell)"", ""confidence"": 0.75}
```",end_turn,130,53,,0.00079,,,,,,,CD8 T cell (subtype unclear),0.0,0.0,other T
plain Claude,hao_ccDC2_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,cDC2,"Monocyte (myeloid antigen-presenting cell, likely CD14+ monocyte or dendritic cell)",0.75,"```json
{""cell_type"": ""Monocyte (myeloid antigen-presenting cell, likely CD14+ monocyte or dendritic cell)"", ""confidence"": 0.75}
```",end_turn,170,779,,0.00813,,,,,,,CD14 Mono,0.0,0.0,DC
plain Claude,hao_cdnT_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,dnT,CD8+ memory T cell (GZMK+ CD27+ TCF7+ T lymphocyte),0.8,"{""cell_type"": ""CD8+ memory T cell (GZMK+ CD27+ TCF7+ T lymphocyte)"", ""confidence"": 0.8}",end_turn,170,491,,0.00525,,,,,,,CD8 TCM,0.0,0.0,other T
plain Claude,hao_cdnT_noise_6_r2_symbol,symbol,noise,6,2,0,anthropic,dnT,T cell (CD3D+ lymphocyte),0.7,"```json
{""cell_type"": ""T cell (CD3D+ lymphocyte)"", ""confidence"": 0.7}
```",end_turn,139,43,,0.000708,,,,,,,T cell (CD4/CD8/other unclear),0.5,0.0,other T
plain Claude,hao_cdnT_noise_6_r2_ensembl,ensembl,noise,6,2,0,anthropic,dnT,T cell,0.7,"{""cell_type"": ""T cell"", ""confidence"": 0.7}",end_turn,170,269,,0.00303,,,,,,,T cell (CD4/CD8/other unclear),0.5,0.0,other T
plain Claude,hao_cgdT_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,gdT,NK cell (natural killer cell),0.85,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.85}",end_turn,133,33,,0.000596,,,,,,,NK,0.0,0.0,other T
plain Claude,hao_cgdT_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,gdT,NK cells (natural killer cells),0.85,"{""cell_type"": ""NK cells (natural killer cells)"", ""confidence"": 0.85}",end_turn,170,277,,0.00311,,,,,,,NK,0.0,0.0,other T
plain Claude,hao_cgdT_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,gdT,gamma-delta T cell,0.8,"```json
{""cell_type"": ""gamma-delta T cell"", ""confidence"": 0.8}
```",end_turn,131,35,,0.000612,,,,,,,gdT,1.0,1.0,other T
plain Claude,hao_cgdT_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,gdT,CD8+ cytotoxic T cell,0.8,"{""cell_type"": ""CD8+ cytotoxic T cell"", ""confidence"": 0.8}",end_turn,170,355,,0.00389,,,,,,,CD8 T cell (subtype unclear),0.0,0.0,other T
plain Claude,hao_cpDC_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,pDC,Plasmacytoid dendritic cell (pDC),0.97,"{""cell_type"": ""Plasmacytoid dendritic cell (pDC)"", ""confidence"": 0.97}",end_turn,138,40,,0.000676,,,,,,,pDC,1.0,1.0,DC
plain Claude,hao_cpDC_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,pDC,Plasmacytoid dendritic cells (pDCs),0.9,"{""cell_type"": ""Plasmacytoid dendritic cells (pDCs)"", ""confidence"": 0.9}",end_turn,170,505,,0.00539,,,,,,,pDC,1.0,1.0,DC
CellMarker lookup,hao_cASDC_noise_0_r0_symbol,symbol,noise,0,0,0,none,ASDC,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0.0,0.0,4.0,1.0,"[""Dendritic cell (subtype unclear)""]",,,,Dendritic cell (subtype unclear),0.5,0.0,DC
CellMarker lookup,hao_cASDC_noise_0_r0_ensembl,ensembl,noise,0,0,0,none,ASDC,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0.0,0.0,4.0,1.0,"[""Dendritic cell (subtype unclear)""]",,,,Dendritic cell (subtype unclear),0.5,0.0,DC
CellMarker lookup,hao_cB-intermediate_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0.0,0.0,7.0,1.0,"[""B cell (subtype unclear)""]",,,,B cell (subtype unclear),0.5,0.0,B
CellMarker lookup,hao_cB-intermediate_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0.0,0.0,7.0,1.0,"[""B cell (subtype unclear)""]",,,,B cell (subtype unclear),0.5,0.0,B
CellMarker lookup,hao_cB-memory_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0.0,0.0,3.0,3.0,"[""B cell (subtype unclear)"", ""B memory"", ""B naive""]",,,,B cell (subtype unclear),0.5,0.0,B
CellMarker lookup,hao_cB-memory_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0.0,0.0,3.0,3.0,"[""B cell (subtype unclear)"", ""B memory"", ""B naive""]",,,,B cell (subtype unclear),0.5,0.0,B
CellMarker lookup,hao_cB-memory_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0.0,0.0,9.0,1.0,"[""B cell (subtype unclear)""]",,,,B cell (subtype unclear),0.5,0.0,B
CellMarker lookup,hao_cB-memory_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0.0,0.0,9.0,1.0,"[""B cell (subtype unclear)""]",,,,B cell (subtype unclear),0.5,0.0,B
CellMarker lookup,hao_cB-naive_noise_2_r1_symbol,symbol,noise,2,1,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0.0,0.0,7.0,1.0,"[""B cell (subtype unclear)""]",,,,B cell (subtype unclear),0.5,0.0,B
CellMarker lookup,hao_cB-naive_noise_2_r1_ensembl,ensembl,noise,2,1,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0.0,0.0,7.0,1.0,"[""B cell (subtype unclear)""]",,,,B cell (subtype unclear),0.5,0.0,B
CellMarker lookup,hao_cB-naive_noise_4_r2_symbol,symbol,noise,4,2,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0.0,0.0,5.0,2.0,"[""B cell (subtype unclear)"", ""B naive""]",,,,B cell (subtype unclear),0.5,0.0,B
CellMarker lookup,hao_cB-naive_noise_4_r2_ensembl,ensembl,noise,4,2,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0.0,0.0,5.0,2.0,"[""B cell (subtype unclear)"", ""B naive""]",,,,B cell (subtype unclear),0.5,0.0,B
CellMarker lookup,hao_cCD14-Mono_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,none,CD14 Mono,CD14 Mono,,CD14+ monocyte,,0,0,0.0,0.0,1.0,3.0,"[""CD14 Mono"", ""Monocyte (subtype unclear)"", ""Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)""]",,,,CD14 Mono,1.0,1.0,Mono
CellMarker lookup,hao_cCD14-Mono_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,none,CD14 Mono,CD14 Mono,,CD14+ monocyte,,0,0,0.0,0.0,1.0,3.0,"[""CD14 Mono"", ""Monocyte (subtype unclear)"", ""Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)""]",,,,CD14 Mono,1.0,1.0,Mono
CellMarker lookup,hao_cCD14-Mono_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,none,CD14 Mono,Monocyte (subtype unclear),,Monocyte,,0,0,0.0,0.0,9.0,1.0,"[""Monocyte (subtype unclear)""]",,,,Monocyte (subtype unclear),0.5,0.0,Mono
CellMarker lookup,hao_cCD14-Mono_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,none,CD14 Mono,Monocyte (subtype unclear),,Monocyte,,0,0,0.0,0.0,9.0,1.0,"[""Monocyte (subtype unclear)""]",,,,Monocyte (subtype unclear),0.5,0.0,Mono
CellMarker lookup,hao_cCD16-Mono_noise_0_r0_symbol,symbol,noise,0,0,0,none,CD16 Mono,CD16 Mono,,CD16 monocyte,,0,0,0.0,0.0,4.0,2.0,"[""CD16 Mono"", ""Monocyte (subtype unclear)""]",,,,CD16 Mono,1.0,1.0,Mono
CellMarker lookup,hao_cCD16-Mono_noise_0_r0_ensembl,ensembl,noise,0,0,0,none,CD16 Mono,CD16 Mono,,CD16 monocyte,,0,0,0.0,0.0,4.0,2.0,"[""CD16 Mono"", ""Monocyte (subtype unclear)""]",,,,CD16 Mono,1.0,1.0,Mono
CellMarker lookup,hao_cCD4-CTL_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,none,CD4 CTL,CD8 T cell (subtype unclear),,Memory CD8+ T cell,,0,0,0.0,0.0,1.0,7.0,"[""CD4 CTL"", ""CD8 T cell (subtype unclear)"", ""CD8 TEM"", ""NK"", ""T cell (CD4/CD8/other unclear)"", ""Treg"", ""gdT""]",,,,CD8 T cell (subtype unclear),0.0,0.0,CD4 T
CellMarker lookup,hao_cCD4-CTL_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,none,CD4 CTL,CD8 T cell (subtype unclear),,Memory CD8+ T cell,,0,0,0.0,0.0,1.0,7.0,"[""CD4 CTL"", ""CD8 T cell (subtype unclear)"", ""CD8 TEM"", ""NK"", ""T cell (CD4/CD8/other unclear)"", ""Treg"", ""gdT""]",,,,CD8 T cell (subtype unclear),0.0,0.0,CD4 T
CellMarker lookup,hao_cCD4-CTL_noise_6_r2_symbol,symbol,noise,6,2,0,none,CD4 CTL,CD4 T cell (subtype unclear),,Memory CD4 T cell,,0,0,0.0,0.0,4.0,1.0,"[""CD4 T cell (subtype unclear)""]",,,,CD4 T cell (subtype unclear),0.5,0.0,CD4 T
CellMarker lookup,hao_cCD4-CTL_noise_6_r2_ensembl,ensembl,noise,6,2,0,none,CD4 CTL,CD4 T cell (subtype unclear),,Memory CD4 T cell,,0,0,0.0,0.0,4.0,1.0,"[""CD4 T cell (subtype unclear)""]",,,,CD4 T cell (subtype unclear),0.5,0.0,CD4 T
CellMarker lookup,hao_cCD4-Naive_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,none,CD4 Naive,Plasmablast,,Plasma cell,,0,0,0.0,0.0,6.0,1.0,"[""Plasmablast""]",,,,Plasmablast,0.0,0.0,CD4 T
CellMarker lookup,hao_cCD4-Naive_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,none,CD4 Naive,Plasmablast,,Plasma cell,,0,0,0.0,0.0,6.0,1.0,"[""Plasmablast""]",,,,Plasmablast,0.0,0.0,CD4 T
CellMarker lookup,hao_cCD4-Naive_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,none,CD4 Naive,Plasmablast,,Plasma cell,,0,0,0.0,0.0,6.0,1.0,"[""Plasmablast""]",,,,Plasmablast,0.0,0.0,CD4 T
CellMarker lookup,hao_cCD4-Naive_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,none,CD4 Naive,Plasmablast,,Plasma cell,,0,0,0.0,0.0,6.0,1.0,"[""Plasmablast""]",,,,Plasmablast,0.0,0.0,CD4 T
CellMarker lookup,hao_cCD4-Proliferating_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,none,CD4 Proliferating,CD4 Proliferating,,Proliferative CD4+ T cell,,0,0,0.0,0.0,2.0,1.0,"[""CD4 Proliferating""]",,,,CD4 Proliferating,1.0,1.0,CD4 T
CellMarker lookup,hao_cCD4-Proliferating_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,none,CD4 Proliferating,CD4 Proliferating,,Proliferative CD4+ T cell,,0,0,0.0,0.0,2.0,1.0,"[""CD4 Proliferating""]",,,,CD4 Proliferating,1.0,1.0,CD4 T
CellMarker lookup,hao_cCD4-TCM_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,none,CD4 TCM,CD8 T cell (subtype unclear),,CD8+ T cell,,0,0,0.0,0.0,4.0,3.0,"[""CD8 T cell (subtype unclear)"", ""T cell (CD4/CD8/other unclear)"", ""dnT""]",,,,CD8 T cell (subtype unclear),0.0,0.0,CD4 T
CellMarker lookup,hao_cCD4-TCM_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,none,CD4 TCM,CD8 T cell (subtype unclear),,CD8+ T cell,,0,0,0.0,0.0,4.0,3.0,"[""CD8 T cell (subtype unclear)"", ""T cell (CD4/CD8/other unclear)"", ""dnT""]",,,,CD8 T cell (subtype unclear),0.0,0.0,CD4 T
CellMarker lookup,hao_cCD4-TCM_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,none,CD4 TCM,CD4 T cell (subtype unclear),,CD4+ T cell,,0,0,0.0,0.0,8.0,1.0,"[""CD4 T cell (subtype unclear)""]",,,,CD4 T cell (subtype unclear),0.5,0.0,CD4 T
CellMarker lookup,hao_cCD4-TCM_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,none,CD4 TCM,CD4 T cell (subtype unclear),,CD4+ T cell,,0,0,0.0,0.0,8.0,1.0,"[""CD4 T cell (subtype unclear)""]",,,,CD4 T cell (subtype unclear),0.5,0.0,CD4 T
CellMarker lookup,hao_cCD4-TEM_noise_2_r2_symbol,symbol,noise,2,2,0,none,CD4 TEM,CD4 T cell (subtype unclear),,Memory CD4+ T cell,,0,0,0.0,0.0,3.0,3.0,"[""CD4 Naive"", ""CD4 T cell (subtype unclear)"", ""T cell (CD4/CD8/other unclear)""]",,,,CD4 T cell (subtype unclear),0.5,0.0,CD4 T
CellMarker lookup,hao_cCD4-TEM_noise_2_r2_ensembl,ensembl,noise,2,2,0,none,CD4 TEM,CD4 T cell (subtype unclear),,Memory CD4+ T cell,,0,0,0.0,0.0,3.0,3.0,"[""CD4 Naive"", ""CD4 T cell (subtype unclear)"", ""T cell (CD4/CD8/other unclear)""]",,,,CD4 T cell (subtype unclear),0.5,0.0,CD4 T
CellMarker lookup,hao_cCD4-TEM_noise_6_r1_symbol,symbol,noise,6,1,0,none,CD4 TEM,CD8 T cell (subtype unclear),,CD8+ T cell,,0,0,0.0,0.0,2.0,1.0,"[""CD8 T cell (subtype unclear)""]",,,,CD8 T cell (subtype unclear),0.0,0.0,CD4 T
CellMarker lookup,hao_cCD4-TEM_noise_6_r1_ensembl,ensembl,noise,6,1,0,none,CD4 TEM,CD8 T cell (subtype unclear),,CD8+ T cell,,0,0,0.0,0.0,2.0,1.0,"[""CD8 T cell (subtype unclear)""]",,,,CD8 T cell (subtype unclear),0.0,0.0,CD4 T
CellMarker lookup,hao_cCD8-Naive_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,none,CD8 Naive,dnT,,Double-negative T cell,,0,0,0.0,0.0,3.0,2.0,"[""CD8 T cell (subtype unclear)"", ""dnT""]",,,,dnT,0.0,0.0,CD8 T
CellMarker lookup,hao_cCD8-Naive_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,none,CD8 Naive,dnT,,Double-negative T cell,,0,0,0.0,0.0,3.0,2.0,"[""CD8 T cell (subtype unclear)"", ""dnT""]",,,,dnT,0.0,0.0,CD8 T
CellMarker lookup,hao_cCD8-Proliferating_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,none,CD8 Proliferating,Proliferating lymphocyte (lineage unclear),,Proliferative lymphocyte,,0,0,0.0,0.0,1.0,1.0,"[""Proliferating lymphocyte (lineage unclear)""]",,,,Proliferating lymphocyte (lineage unclear),0.5,0.0,CD8 T
CellMarker lookup,hao_cCD8-Proliferating_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,none,CD8 Proliferating,Proliferating lymphocyte (lineage unclear),,Proliferative lymphocyte,,0,0,0.0,0.0,1.0,1.0,"[""Proliferating lymphocyte (lineage unclear)""]",,,,Proliferating lymphocyte (lineage unclear),0.5,0.0,CD8 T
CellMarker lookup,hao_cCD8-Proliferating_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,none,CD8 Proliferating,Proliferating lymphocyte (lineage unclear),,Proliferative lymphocyte,,0,0,0.0,0.0,1.0,1.0,"[""Proliferating lymphocyte (lineage unclear)""]",,,,Proliferating lymphocyte (lineage unclear),0.5,0.0,CD8 T
CellMarker lookup,hao_cCD8-Proliferating_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,none,CD8 Proliferating,Proliferating lymphocyte (lineage unclear),,Proliferative lymphocyte,,0,0,0.0,0.0,1.0,1.0,"[""Proliferating lymphocyte (lineage unclear)""]",,,,Proliferating lymphocyte (lineage unclear),0.5,0.0,CD8 T
CellMarker lookup,hao_cCD8-TCM_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,none,CD8 TCM,dnT,,Double-negative T cell,,0,0,0.0,0.0,5.0,1.0,"[""dnT""]",,,,dnT,0.0,0.0,CD8 T
CellMarker lookup,hao_cCD8-TCM_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,none,CD8 TCM,dnT,,Double-negative T cell,,0,0,0.0,0.0,5.0,1.0,"[""dnT""]",,,,dnT,0.0,0.0,CD8 T
CellMarker lookup,hao_cCD8-TEM_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,none,CD8 TEM,gdT,,Gamma delta T cell,,0,0,0.0,0.0,5.0,1.0,"[""gdT""]",,,,gdT,0.0,0.0,CD8 T
CellMarker lookup,hao_cCD8-TEM_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,none,CD8 TEM,gdT,,Gamma delta T cell,,0,0,0.0,0.0,5.0,1.0,"[""gdT""]",,,,gdT,0.0,0.0,CD8 T
CellMarker lookup,hao_cCD8-TEM_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,none,CD8 TEM,gdT,,Gamma delta T cell,,0,0,0.0,0.0,8.0,2.0,"[""CD8 T cell (subtype unclear)"", ""gdT""]",,,,gdT,0.0,0.0,CD8 T
CellMarker lookup,hao_cCD8-TEM_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,none,CD8 TEM,gdT,,Gamma delta T cell,,0,0,0.0,0.0,8.0,2.0,"[""CD8 T cell (subtype unclear)"", ""gdT""]",,,,gdT,0.0,0.0,CD8 T
CellMarker lookup,hao_cEryth_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,3.0,1.0,"[""Eryth""]",,,,Eryth,1.0,1.0,other
CellMarker lookup,hao_cEryth_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,3.0,1.0,"[""Eryth""]",,,,Eryth,1.0,1.0,other
CellMarker lookup,hao_cHSPC_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,none,HSPC,Plasmablast,,Plasma cell,,0,0,0.0,0.0,2.0,1.0,"[""Plasmablast""]",,,,Plasmablast,0.0,0.0,other
CellMarker lookup,hao_cHSPC_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,none,HSPC,Plasmablast,,Plasma cell,,0,0,0.0,0.0,2.0,1.0,"[""Plasmablast""]",,,,Plasmablast,0.0,0.0,other
CellMarker lookup,hao_cILC_noise_0_r0_symbol,symbol,noise,0,0,0,none,ILC,CD4 T cell (subtype unclear),,Memory CD4+ T cell,,0,0,0.0,0.0,5.0,1.0,"[""CD4 T cell (subtype unclear)""]",,,,CD4 T cell (subtype unclear),0.0,0.0,other
CellMarker lookup,hao_cILC_noise_0_r0_ensembl,ensembl,noise,0,0,0,none,ILC,CD4 T cell (subtype unclear),,Memory CD4+ T cell,,0,0,0.0,0.0,5.0,1.0,"[""CD4 T cell (subtype unclear)""]",,,,CD4 T cell (subtype unclear),0.0,0.0,other
CellMarker lookup,hao_cILC_noise_4_r2_symbol,symbol,noise,4,2,0,none,ILC,T cell (CD4/CD8/other unclear),,Effector memory T cell,,0,0,0.0,0.0,2.0,3.0,"[""CD4 T cell (subtype unclear)"", ""NK_CD56bright"", ""T cell (CD4/CD8/other unclear)""]",,,,T cell (CD4/CD8/other unclear),0.0,0.0,other
CellMarker lookup,hao_cILC_noise_4_r2_ensembl,ensembl,noise,4,2,0,none,ILC,T cell (CD4/CD8/other unclear),,Effector memory T cell,,0,0,0.0,0.0,2.0,3.0,"[""CD4 T cell (subtype unclear)"", ""NK_CD56bright"", ""T cell (CD4/CD8/other unclear)""]",,,,T cell (CD4/CD8/other unclear),0.0,0.0,other
CellMarker lookup,hao_cMAIT_noise_2_r1_symbol,symbol,noise,2,1,0,none,MAIT,MAIT,,Mucosal-associated invariant T cell,,0,0,0.0,0.0,5.0,1.0,"[""MAIT""]",,,,MAIT,1.0,1.0,other T
CellMarker lookup,hao_cMAIT_noise_2_r1_ensembl,ensembl,noise,2,1,0,none,MAIT,MAIT,,Mucosal-associated invariant T cell,,0,0,0.0,0.0,5.0,1.0,"[""MAIT""]",,,,MAIT,1.0,1.0,other T
CellMarker lookup,hao_cMAIT_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,none,MAIT,MAIT,,Mucosal-associated invariant T cell,,0,0,0.0,0.0,5.0,1.0,"[""MAIT""]",,,,MAIT,1.0,1.0,other T
CellMarker lookup,hao_cMAIT_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,none,MAIT,MAIT,,Mucosal-associated invariant T cell,,0,0,0.0,0.0,5.0,1.0,"[""MAIT""]",,,,MAIT,1.0,1.0,other T
CellMarker lookup,hao_cNK_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,none,NK,CD8 T cell (subtype unclear),,Cytotoxic T cell,,0,0,0.0,0.0,3.0,3.0,"[""CD8 T cell (subtype unclear)"", ""NK"", ""gdT""]",,,,CD8 T cell (subtype unclear),0.0,0.0,NK
CellMarker lookup,hao_cNK_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,none,NK,CD8 T cell (subtype unclear),,Cytotoxic T cell,,0,0,0.0,0.0,3.0,3.0,"[""CD8 T cell (subtype unclear)"", ""NK"", ""gdT""]",,,,CD8 T cell (subtype unclear),0.0,0.0,NK
CellMarker lookup,hao_cNK_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,none,NK,NK,,Natural killer cell,,0,0,0.0,0.0,10.0,1.0,"[""NK""]",,,,NK,1.0,1.0,NK
CellMarker lookup,hao_cNK_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,none,NK,NK,,Natural killer cell,,0,0,0.0,0.0,10.0,1.0,"[""NK""]",,,,NK,1.0,1.0,NK
CellMarker lookup,hao_cNK-Proliferating_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,none,NK Proliferating,Unknown / low-quality / no cell type given,,no overlap,,0,0,0.0,0.0,0.0,1.0,"[""Unknown / low-quality / no cell type given""]",,,,Unknown / low-quality / no cell type given,0.0,0.0,NK
CellMarker lookup,hao_cNK-Proliferating_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,none,NK Proliferating,Unknown / low-quality / no cell type given,,no overlap,,0,0,0.0,0.0,0.0,1.0,"[""Unknown / low-quality / no cell type given""]",,,,Unknown / low-quality / no cell type given,0.0,0.0,NK
CellMarker lookup,hao_cNK-CD56bright_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,none,NK_CD56bright,NK,,Natural killer cell,,0,0,0.0,0.0,3.0,4.0,"[""CD8 T cell (subtype unclear)"", ""NK"", ""NK_CD56bright"", ""gdT""]",,,,NK,0.5,0.0,NK
CellMarker lookup,hao_cNK-CD56bright_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,none,NK_CD56bright,NK,,Natural killer cell,,0,0,0.0,0.0,3.0,4.0,"[""CD8 T cell (subtype unclear)"", ""NK"", ""NK_CD56bright"", ""gdT""]",,,,NK,0.5,0.0,NK
CellMarker lookup,hao_cNK-CD56bright_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,none,NK_CD56bright,NK,,Natural killer cell,,0,0,0.0,0.0,8.0,2.0,"[""NK"", ""NK_CD56bright""]",,,,NK,0.5,0.0,NK
