id,format,knob,level,replicate,run,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,n_tool_calls,n_model_calls,latency_s
hao_cCD14-Mono_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,CD14 Mono,CD14+ Classical Monocyte,0.95,"{""cell_type"": ""CD14+ Classical Monocyte"", ""confidence"": 0.95}",ok,3840,203,,0.00971,1,2,4.1
hao_cCD14-Mono_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,CD14 Mono,Classical CD14+ Monocyte,0.95,"{""cell_type"": ""Classical CD14+ Monocyte"", ""confidence"": 0.95}",ok,4314,518,,0.013808,1,2,11.9
hao_cCD14-Mono_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,CD14 Mono,CD14+ classical monocyte,0.85,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.85}",ok,2820,232,,0.00796,1,2,4.7
hao_cCD14-Mono_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,CD14 Mono,CD14+ Monocyte,0.85,"{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.85}",ok,3962,180,,0.009724,1,2,5.9
hao_cCD14-Mono_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,CD14 Mono,CD14+ Classical Monocyte,0.85,"{""cell_type"": ""CD14+ Classical Monocyte"", ""confidence"": 0.85}",ok,2789,237,,0.007948,1,2,4.7
hao_cCD14-Mono_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,CD14 Mono,CD14+ Monocyte,0.85,"These genes (GRN, TYMP, CEBPD, MS4A6A, NCF2, SERPINA1, TNFAIP2, CSTA, S100A11, DUSP1) are classic monocyte/myeloid markers, strongly associated with CD14+ classical monocytes.

{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.85}",ok,4127,425,,0.012504,1,2,8.4
hao_cCD14-Mono_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD14 Mono,CD16+ (non-classical) monocyte,0.7,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.7}",ok,2817,270,,0.008334,1,2,4.9
hao_cCD14-Mono_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD14 Mono,Monocyte (CD14+ myeloid/macrophage lineage),0.85,"{""cell_type"": ""Monocyte (CD14+ myeloid/macrophage lineage)"", ""confidence"": 0.85}",ok,3890,207,,0.00985,1,2,8.8
hao_cCD14-Mono_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,CD14 Mono,CD14+ classical monocyte,0.92,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.92}",ok,2495,138,,0.00637,1,2,4.0
hao_cCD14-Mono_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,CD14 Mono,CD14+ classical monocyte,0.9,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.9}",ok,2611,200,,0.007222,1,2,9.8
hao_cCD14-Mono_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,CD14 Mono,CD14+ Classical Monocyte,0.95,"{""cell_type"": ""CD14+ Classical Monocyte"", ""confidence"": 0.95}",ok,2919,152,,0.007358,1,2,9.8
hao_cCD14-Mono_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,CD14 Mono,CD14+ classical monocyte,0.9,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.9}",ok,3032,227,,0.008334,1,2,9.2
hao_cCD14-Mono_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,CD14 Mono,CD14+ Classical Monocyte,0.95,"{""cell_type"": ""CD14+ Classical Monocyte"", ""confidence"": 0.95}",ok,3778,148,,0.009036,1,2,5.0
hao_cCD14-Mono_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,CD14 Mono,CD14+ classical monocyte,0.95,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.95}",ok,4205,407,,0.01248,1,2,9.1
hao_cCD14-Mono_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,CD14 Mono,CD14+ Classical Monocyte,0.95,"{""cell_type"": ""CD14+ Classical Monocyte"", ""confidence"": 0.95}",ok,3904,209,,0.009898,1,2,4.4
hao_cCD14-Mono_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,CD14 Mono,CD14+ Classical Monocyte,0.95,"{""cell_type"": ""CD14+ Classical Monocyte"", ""confidence"": 0.95}",ok,4114,318,,0.011408,1,2,8.0
hao_cCD16-Mono_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.94,"```json
{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.94}
```",ok,2926,164,,0.007492,1,2,3.9
hao_cCD16-Mono_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,CD16 Mono,Non-classical (CD16+) monocyte,0.85,"This gene signature (LST1, AIF1, MS4A7, FCGR3A/CD16, FCER1G, CFD, FTL, S100A11, COTL1, SERPINA1) is a classic non-classical monocyte marker set, particularly the FCGR3A (CD16) + MS4A7 + LST1 + AIF1 combination.

```json
{""cell_type"": ""Non-classical (CD16+) monocyte"", ""confidence"": 0.85}
```",ok,4171,563,,0.013972,1,2,10.4
hao_cCD16-Mono_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,CD16 Mono,"Monocyte (likely CD14+/classical monocyte, possibly with nonclassical/CD16+ features)",0.85,"{""cell_type"": ""Monocyte (likely CD14+/classical monocyte, possibly with nonclassical/CD16+ features)"", ""confidence"": 0.85}",ok,2934,277,,0.008638,1,2,5.7
hao_cCD16-Mono_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,CD16 Mono,"Monocyte (myeloid, likely CD14+ classical monocyte)",0.85,"{""cell_type"": ""Monocyte (myeloid, likely CD14+ classical monocyte)"", ""confidence"": 0.85}",ok,4019,266,,0.010698,1,2,10.2
hao_cCD16-Mono_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,CD16 Mono,CD14+ monocyte (classical monocyte/macrophage lineage),0.75,"```json
{""cell_type"": ""CD14+ monocyte (classical monocyte/macrophage lineage)"", ""confidence"": 0.75}
```",ok,2828,172,,0.007376,1,2,5.9
hao_cCD16-Mono_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,CD16 Mono,Monocyte (CD14+ classical monocyte/macrophage lineage),0.9,"{""cell_type"": ""Monocyte (CD14+ classical monocyte/macrophage lineage)"", ""confidence"": 0.9}",ok,4110,515,,0.01337,1,2,8.5
hao_cCD16-Mono_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD16 Mono,Non-classical (CD16+) monocyte,0.72,"{""cell_type"": ""Non-classical (CD16+) monocyte"", ""confidence"": 0.72}",ok,5271,419,,0.014732,2,3,8.3
hao_cCD16-Mono_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD16 Mono,Monocyte (CD14+ monocyte/macrophage),0.75,"Based on these genes—CYBB (phagocyte NADPH oxidase), CLEC7A (Dectin-1, myeloid pattern recognition receptor), FGL2 (macrophage-associated), NPC2 (lysosomal, abundant in monocytes/macrophages), S100A6, WARS1 (interferon-inducible, myeloid), PECAM1, and BID—this expression profile strongly indicates a monocyte/macrophage lineage myeloid cell.

```json
{""cell_type"": ""Monocyte (CD14+ monocyte/macrophage)"", ""confidence"": 0.75}
```",ok,4298,575,,0.014346,1,2,12.1
hao_cCD16-Mono_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,CD16 Mono,CD16+ monocyte,0.85,"{""cell_type"": ""CD16+ monocyte"", ""confidence"": 0.85}",ok,2081,179,,0.005952,1,2,5.6
hao_cCD16-Mono_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.8,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.8}",ok,2330,195,,0.00661,2,2,6.7
hao_cCD16-Mono_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.85,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}",ok,2396,178,,0.006572,1,2,6.3
hao_cCD16-Mono_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.85,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}",ok,4529,223,,0.011288,2,3,5.8
hao_cCD16-Mono_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.85,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}",ok,2559,226,,0.007378,1,2,3.8
hao_cCD16-Mono_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.8,"Based on the marker genes (LST1, AIF1, MS4A7, SERPINA1, FTL), this cluster strongly corresponds to monocytes, with the top hits (LST1, MS4A7) specifically pointing to the **CD16+ non-classical monocyte** subset.

```json
{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.8}
```",ok,3687,481,,0.012184,2,2,6.3
hao_cCD16-Mono_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.9,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.9}",ok,2774,211,,0.007658,1,2,3.8
hao_cCD16-Mono_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.93,"This confirms the identification strongly.

```json
{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.93}
```",ok,8184,683,,0.023198,2,3,11.5
hao_cCD16-Mono_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.92,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.92}",ok,2749,201,,0.007508,1,2,3.6
hao_cCD16-Mono_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,CD16 Mono,Non-classical (CD16+) monocyte,0.85,"{""cell_type"": ""Non-classical (CD16+) monocyte"", ""confidence"": 0.85}",ok,3914,185,,0.009678,1,2,5.5
hao_cCD16-Mono_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.92,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.92}",ok,2778,211,,0.007666,1,2,3.7
hao_cCD16-Mono_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.85,"This gene set (LST1, AIF1, MS4A7, FCGR3A/CD16, FCER1G, FTL, S100A11, CFD) is classic for non-classical (CD16+) monocytes.

```json
{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}
```",ok,4163,509,,0.013416,1,2,7.8
hao_cCD4-CTL_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,CD4 CTL,Effector memory / cytotoxic CD8+ T cell (Temra),0.75,"{""cell_type"": ""Effector memory / cytotoxic CD8+ T cell (Temra)"", ""confidence"": 0.75}",ok,3934,262,,0.010488,1,2,4.6
hao_cCD4-CTL_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,CD4 CTL,CD8+ cytotoxic effector T cell (or CD3+ NKT-like cytotoxic lymphocyte),0.72,"{""cell_type"": ""CD8+ cytotoxic effector T cell (or CD3+ NKT-like cytotoxic lymphocyte)"", ""confidence"": 0.72}",ok,4191,565,,0.014032,1,2,7.9
hao_cCD4-CTL_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,CD4 CTL,Effector memory CD8+ T cell (cytotoxic T cell),0.72,"{""cell_type"": ""Effector memory CD8+ T cell (cytotoxic T cell)"", ""confidence"": 0.72}",ok,4275,320,,0.01175,1,2,4.7
hao_cCD4-CTL_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,CD4 CTL,Cytotoxic CD8+ T cell (effector/memory),0.7,"{""cell_type"": ""Cytotoxic CD8+ T cell (effector/memory)"", ""confidence"": 0.7}",ok,6295,617,,0.01876,2,2,7.9
hao_cCD4-CTL_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,CD4 CTL,Cytotoxic (effector/memory) CD8+ T cell,0.65,"Based on the marker profile — cytotoxic effector genes (GZMM, PRF1), T-cell receptor gene TRAC, pan-leukocyte marker PTPRC, and the presence of RORA/MYBL1/HCST/EFHD2 which associate strongly with cytotoxic/effector CD8+ or CD4+ T cell subsets rather than pure NK cells — this cluster most likely represents a **cytotoxic T cell (effector/memory CD8+ T cell)** population, with some NK-like cytotoxic features.

```json
{""cell_type"": ""Cytotoxic (effector/memory) CD8+ T cell"", ""confidence"": 0.65}
```",ok,3905,738,,0.01519,1,2,8.7
hao_cCD4-CTL_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,CD4 CTL,Cytotoxic/Effector Memory CD8+ T cell (or NK-like cytotoxic lymphocyte),0.6,"{""cell_type"": ""Cytotoxic/Effector Memory CD8+ T cell (or NK-like cytotoxic lymphocyte)"", ""confidence"": 0.6}",ok,5659,353,,0.014848,2,2,6.8
hao_cCD4-CTL_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD4 CTL,Memory CD8+ T cell,0.6,"```json
{""cell_type"": ""Memory CD8+ T cell"", ""confidence"": 0.6}
```",ok,2873,355,,0.009296,1,2,5.4
hao_cCD4-CTL_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD4 CTL,Memory/effector T cell (CD4+ or CD8+ memory T lymphocyte),0.65,"Based on these markers (TRBC1, CD6, CD99, ANXA1, HOPX, ID2, HLA-A/C) — a combination of T-cell receptor and pan-T markers (TRBC1, CD6, CD99) with ANXA1/HOPX (memory/effector phenotype markers) — this profile is consistent with a memory/effector T-cell population.

```json
{""cell_type"": ""Memory/effector T cell (CD4+ or CD8+ memory T lymphocyte)"", ""confidence"": 0.65}
```",ok,4107,517,,0.013384,1,2,12.1
hao_cCD4-CTL_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,CD4 CTL,Effector memory/cytotoxic CD8+ T cell (or CD56dim NK cell),0.55,"{""cell_type"": ""Effector memory/cytotoxic CD8+ T cell (or CD56dim NK cell)"", ""confidence"": 0.55}",ok,2829,155,,0.007208,1,2,3.3
hao_cCD4-CTL_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,CD4 CTL,Cytotoxic CD8+ effector/memory T cell (or CD56dim NK cell) - cytotoxic lymphocyte cluster,0.6,"Based on this evidence, GZMH and FGFBP2 both rank highly in memory/effector CD8+ T cells and CD56dim NK cells, consistent with a cytotoxic effector lymphocyte population.

```json
{""cell_type"": ""Cytotoxic CD8+ effector/memory T cell (or CD56dim NK cell) - cytotoxic lymphocyte cluster"", ""confidence"": 0.6}
```",ok,5300,513,,0.01573,2,3,17.3
hao_cCD4-CTL_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,CD4 CTL,Effector memory/cytotoxic CD8+ T cell,0.72,"{""cell_type"": ""Effector memory/cytotoxic CD8+ T cell"", ""confidence"": 0.72}",ok,3731,221,,0.009672,1,2,5.6
hao_cCD4-CTL_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,CD4 CTL,"Cytotoxic CD8+ T cell (effector/memory, NK-like)",0.65,"{""cell_type"": ""Cytotoxic CD8+ T cell (effector/memory, NK-like)"", ""confidence"": 0.65}",ok,4812,394,,0.013564,2,2,11.4
hao_cCD4-CTL_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,CD4 CTL,Cytotoxic CD8+ effector/effector-memory T cell (GZMH+FGFBP2+ terminally differentiated CD8 T cell),0.8,"{""cell_type"": ""Cytotoxic CD8+ effector/effector-memory T cell (GZMH+FGFBP2+ terminally differentiated CD8 T cell)"", ""confidence"": 0.8}",ok,5126,387,,0.014122,1,2,7.2
hao_cCD4-CTL_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,CD4 CTL,"Cytotoxic CD8+ T cell (effector/memory, GZMH/FGFBP2-high)",0.75,"{""cell_type"": ""Cytotoxic CD8+ T cell (effector/memory, GZMH/FGFBP2-high)"", ""confidence"": 0.75}",ok,4106,475,,0.012962,1,2,10.4
hao_cCD4-CTL_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,CD4 CTL,Effector memory/cytotoxic CD8+ T cell,0.75,"{""cell_type"": ""Effector memory/cytotoxic CD8+ T cell"", ""confidence"": 0.75}",ok,3938,262,,0.010496,1,2,6.8
hao_cCD4-CTL_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,CD4 CTL,CD8+ cytotoxic (effector/memory) T cell,0.75,"{""cell_type"": ""CD8+ cytotoxic (effector/memory) T cell"", ""confidence"": 0.75}",ok,4167,521,,0.013544,1,2,9.9
hao_cCD4-CTL_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,CD4 CTL,CD8+ cytotoxic effector T cell (Temra/effector memory),0.8,"{""cell_type"": ""CD8+ cytotoxic effector T cell (Temra/effector memory)"", ""confidence"": 0.8}",ok,2569,309,,0.008228,1,2,5.5
hao_cCD4-CTL_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,CD4 CTL,Cytotoxic CD8+ effector/memory T cell (GZMH+/FGFBP2+ terminally differentiated CTL),0.75,"{""cell_type"": ""Cytotoxic CD8+ effector/memory T cell (GZMH+/FGFBP2+ terminally differentiated CTL)"", ""confidence"": 0.75}",ok,4185,564,,0.01401,1,2,7.6
hao_cCD4-Naive_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,CD4 Naive,Double-negative T cell,0.45,"{""cell_type"": ""Double-negative T cell"", ""confidence"": 0.45}",ok,2805,324,,0.00885,1,2,4.6
hao_cCD4-Naive_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,CD4 Naive,"T cell (lymphocyte, likely naive/double-negative CD8+ T cell subset) — ribosomal-protein-high cluster",0.45,"{""cell_type"": ""T cell (lymphocyte, likely naive/double-negative CD8+ T cell subset) — ribosomal-protein-high cluster"", ""confidence"": 0.45}",ok,8208,609,,0.022506,2,3,9.6
hao_cCD4-Naive_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,CD4 Naive,T cell (likely naive/memory CD4+ or double-negative T cell subset),0.35,"{""cell_type"": ""T cell (likely naive/memory CD4+ or double-negative T cell subset)"", ""confidence"": 0.35}",ok,2881,200,,0.007762,1,2,4.7
hao_cCD4-Naive_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,CD4 Naive,Naive/resting T lymphocyte (likely naive CD4+ T cell),0.4,"{""cell_type"": ""Naive/resting T lymphocyte (likely naive CD4+ T cell)"", ""confidence"": 0.4}",ok,8132,457,,0.020834,2,3,7.7
hao_cCD4-Naive_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,CD4 Naive,Naive T cell (CD4+/CD8+),0.72,"{""cell_type"": ""Naive T cell (CD4+/CD8+)"", ""confidence"": 0.72}",ok,3032,192,,0.007984,1,2,3.4
hao_cCD4-Naive_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,CD4 Naive,Naive CD4+ T cell,0.75,"{""cell_type"": ""Naive CD4+ T cell"", ""confidence"": 0.75}",ok,4199,387,,0.012268,1,2,5.9
hao_cCD4-Naive_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD4 Naive,Naive T cell (likely Naive CD4+ T cell),0.5,"{""cell_type"": ""Naive T cell (likely Naive CD4+ T cell)"", ""confidence"": 0.5}",ok,2801,243,,0.008032,1,2,4.1
hao_cCD4-Naive_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD4 Naive,Naive T cell (likely naive CD4+ or double-negative T cell),0.4,"{""cell_type"": ""Naive T cell (likely naive CD4+ or double-negative T cell)"", ""confidence"": 0.4}",ok,7781,479,,0.020352,2,3,8.3
hao_cCD4-Naive_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,CD4 Naive,Double-negative T cell,0.3,"{""cell_type"": ""Double-negative T cell"", ""confidence"": 0.3}",ok,2075,148,,0.00563,1,2,3.2
hao_cCD4-Naive_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,CD4 Naive,Double-negative T cell,0.3,"{""cell_type"": ""Double-negative T cell"", ""confidence"": 0.3}",ok,2355,167,,0.00638,2,2,4.3
hao_cCD4-Naive_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,CD4 Naive,Double-negative T cell,0.35,"{""cell_type"": ""Double-negative T cell"", ""confidence"": 0.35}",ok,2188,178,,0.006156,1,2,3.7
hao_cCD4-Naive_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,CD4 Naive,Double-negative T cell (CD3+CD4-CD8- T lymphocyte),0.4,"```json
{""cell_type"": ""Double-negative T cell (CD3+CD4-CD8- T lymphocyte)"", ""confidence"": 0.4}
```",ok,5596,485,,0.016042,3,3,8.1
hao_cCD4-Naive_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,CD4 Naive,T cell (likely double-negative/CD8+ T cell subset),0.35,"{""cell_type"": ""T cell (likely double-negative/CD8+ T cell subset)"", ""confidence"": 0.35}",ok,2398,215,,0.006946,1,2,3.6
hao_cCD4-Naive_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,CD4 Naive,"Naive T lymphocyte (likely double-negative/naive T cell subset, ribosomal-protein-high)",0.35,"{""cell_type"": ""Naive T lymphocyte (likely double-negative/naive T cell subset, ribosomal-protein-high)"", ""confidence"": 0.35}",ok,5634,414,,0.015408,2,3,7.6
hao_cCD4-Naive_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,CD4 Naive,Naive T cell (CD4+),0.7,"{""cell_type"": ""Naive T cell (CD4+)"", ""confidence"": 0.7}",ok,3116,156,,0.007792,1,2,3.4
hao_cCD4-Naive_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,CD4 Naive,Naive CD4+ T cell,0.85,"This confirms strong overlap: CCR7, TCF7, LEF1, LDHB, TOMM7 are all present in the Naive CD4+ T cell marker list.

```json
{""cell_type"": ""Naive CD4+ T cell"", ""confidence"": 0.85}
```",ok,6375,535,,0.0181,2,3,7.9
hao_cCD4-Proliferating_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,CD4 Proliferating,Proliferating/cycling lymphocytes (likely proliferating T cells),0.7,"{""cell_type"": ""Proliferating/cycling lymphocytes (likely proliferating T cells)"", ""confidence"": 0.7}",ok,2661,242,,0.007742,1,2,4.0
hao_cCD4-Proliferating_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,CD4 Proliferating,Proliferating/cycling lymphocyte (likely proliferating T cell),0.7,"{""cell_type"": ""Proliferating/cycling lymphocyte (likely proliferating T cell)"", ""confidence"": 0.7}",ok,5090,643,,0.01661,2,2,7.8
hao_cCD4-Proliferating_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,CD4 Proliferating,Proliferating T cell (cycling lymphocyte population),0.65,"This gene signature is dominated by cell-cycle/proliferation markers (CENPF, NUSAP1, BIRC5, LMNB1, ANP32E, H2AZ2, RPA3) combined with a pan-leukocyte marker (CORO1A), consistent with a proliferating lymphocyte population in PBMCs.

```json
{""cell_type"": ""Proliferating T cell (cycling lymphocyte population)"", ""confidence"": 0.65}
```",ok,4158,491,,0.013226,2,2,7.3
hao_cCD4-Proliferating_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,CD4 Proliferating,"Proliferating lymphocytes (cycling T/NK cells, likely activated/proliferating T cells)",0.55,"This gene signature is dominated by cell-cycle/proliferation markers (CENPF, NUSAP1, BIRC5/Survivin, ANP32E, H2AZ2, RPA3, LMNB1) combined with an immune-lineage marker (CORO1A, leukocyte-specific). This pattern is characteristic of actively proliferating lymphocytes in PBMCs.

{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells, likely activated/proliferating T cells)"", ""confidence"": 0.55}",ok,3708,347,,0.010886,1,2,6.0
hao_cCD4-Proliferating_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD4 Proliferating,Proliferating T cell,0.6,"This gene signature is dominated by cell-cycle/proliferation markers (ZWINT, TPX2, CENPM, SMC2 — mitotic spindle and kinetochore components), along with DEK (chromatin regulator in proliferating cells) and metabolic/housekeeping genes (LDHA, PPIA, CHCHD2, YBX1, TMSB10) typical of highly proliferative lymphocytes. CellMarker hits point specifically to proliferating T-cell subsets (Proliferating T cell, Proliferative CD4+/CD8+ T cell).

```json
{""cell_type"": ""Proliferating T cell"", ""confidence"": 0.6}
```",ok,2728,446,,0.009916,1,2,5.8
hao_cCD4-Proliferating_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD4 Proliferating,Proliferating T cell,0.65,"{""cell_type"": ""Proliferating T cell"", ""confidence"": 0.65}",ok,7941,702,,0.022902,2,3,12.4
hao_cCD4-Proliferating_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,CD4 Proliferating,"Proliferating (cycling) lymphocytes, likely proliferating T cells",0.45,"{""cell_type"": ""Proliferating (cycling) lymphocytes, likely proliferating T cells"", ""confidence"": 0.45}",ok,2016,325,,0.007282,1,2,5.6
hao_cCD4-Proliferating_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,CD4 Proliferating,"Proliferating (cycling) lymphocytes, e.g. proliferating T/NK cells",0.45,"```json
{""cell_type"": ""Proliferating (cycling) lymphocytes, e.g. proliferating T/NK cells"", ""confidence"": 0.45}
```",ok,2334,330,,0.007968,2,2,8.3
hao_cCD4-Proliferating_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,CD4 Proliferating,Proliferating/cycling lymphocyte (likely cycling T cell),0.55,"{""cell_type"": ""Proliferating/cycling lymphocyte (likely cycling T cell)"", ""confidence"": 0.55}",ok,2348,176,,0.006456,1,2,3.7
hao_cCD4-Proliferating_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,CD4 Proliferating,"Proliferating/cycling lymphocytes (e.g., cycling T cells)",0.65,"{""cell_type"": ""Proliferating/cycling lymphocytes (e.g., cycling T cells)"", ""confidence"": 0.65}",ok,3091,334,,0.009522,2,2,7.9
hao_cCD4-Proliferating_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,CD4 Proliferating,Proliferating (cycling) lymphocytes,0.65,"{""cell_type"": ""Proliferating (cycling) lymphocytes"", ""confidence"": 0.65}",ok,2521,236,,0.007402,1,2,4.5
