id,format,knob,level,replicate,run,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,n_tool_calls,n_model_calls,latency_s
hao_cCD8-Proliferating_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,CD8 Proliferating,"Proliferating (cycling) cells, likely activated T/NK or progenitor lymphocytes undergoing mitosis",0.55,"{""cell_type"": ""Proliferating (cycling) cells, likely activated T/NK or progenitor lymphocytes undergoing mitosis"", ""confidence"": 0.55}",ok,580,61,,0.00177,0,1,1.7
hao_cCD8-Proliferating_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,CD8 Proliferating,"Proliferating lymphocytes (cycling T/B cells, marked by cell-cycle genes such as STMN1, PCNA, HMGB2, DEK, DTL, HMGN2, TUBA1B)",0.6,"{""cell_type"": ""Proliferating lymphocytes (cycling T/B cells, marked by cell-cycle genes such as STMN1, PCNA, HMGB2, DEK, DTL, HMGN2, TUBA1B)"", ""confidence"": 0.6}",ok,617,350,,0.004734,0,1,3.8
hao_ccDC2_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,cDC2,Dendritic cell (myeloid/conventional DC),0.85,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}",ok,600,40,,0.0016,0,1,1.5
hao_ccDC2_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,cDC2,Dendritic cells (conventional/myeloid DC),0.85,"{""cell_type"": ""Dendritic cells (conventional/myeloid DC)"", ""confidence"": 0.85}",ok,617,423,,0.005464,0,1,5.2
hao_cCD4-Naive_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,CD4 Naive,Lymphocyte (likely naive T or B cell) - ribosomal protein-high resting lymphocyte population,0.4,"{""cell_type"": ""Lymphocyte (likely naive T or B cell) - ribosomal protein-high resting lymphocyte population"", ""confidence"": 0.4}",ok,578,58,,0.001736,0,1,1.8
hao_cCD4-Naive_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,CD4 Naive,"Naive T lymphocytes (ribosomal protein gene–high cluster, likely naive T or B cells)",0.35,"{""cell_type"": ""Naive T lymphocytes (ribosomal protein gene–high cluster, likely naive T or B cells)"", ""confidence"": 0.35}",ok,617,441,,0.005644,0,1,5.8
hao_cCD14-Mono_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,CD14 Mono,CD14+ classical monocytes,0.95,"{""cell_type"": ""CD14+ classical monocytes"", ""confidence"": 0.95}",ok,578,49,,0.001646,0,1,1.6
hao_cCD14-Mono_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,CD14 Mono,CD14+ classical monocytes,0.92,"{""cell_type"": ""CD14+ classical monocytes"", ""confidence"": 0.92}",ok,617,221,,0.003444,0,1,3.0
hao_cNK-CD56bright_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,NK_CD56bright,CD56-bright (cytotoxic) natural killer (NK) cell,0.85,"{""cell_type"": ""CD56-bright (cytotoxic) natural killer (NK) cell"", ""confidence"": 0.85}",ok,580,45,,0.00161,0,1,1.7
hao_cNK-CD56bright_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,NK_CD56bright,Natural Killer (NK) cells,0.9,"```json
{""cell_type"": ""Natural Killer (NK) cells"", ""confidence"": 0.9}
```",ok,617,312,,0.004354,0,1,4.0
hao_cgdT_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,gdT,Gamma-delta (γδ) T cells,0.85,"{""cell_type"": ""Gamma-delta (γδ) T cells"", ""confidence"": 0.85}",ok,578,36,,0.001516,0,1,1.6
hao_cgdT_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,gdT,Gamma-delta (γδ) T cells,0.8,"```json
{""cell_type"": ""Gamma-delta (γδ) T cells"", ""confidence"": 0.8}
```",ok,617,316,,0.004394,0,1,3.7
