cluster,rank,gene,ensembl
CD8 TCM,37,RPS27A,ENSG00000143947
CD8 TCM,38,RPL35A,ENSG00000182899
CD8 TCM,39,LTB,ENSG00000227507
CD8 TCM,40,RPS20,ENSG00000008988
CD8 TCM,41,RPL11,ENSG00000142676
CD8 TCM,42,RPL3,ENSG00000100316
CD8 TCM,43,RPL12,ENSG00000197958
CD8 TCM,44,RPS19,ENSG00000105372
CD8 TCM,45,CD3D,ENSG00000167286
CD8 TCM,46,RPSA,ENSG00000168028
CD8 TCM,47,IL32,ENSG00000008517
CD8 TCM,48,RPL10,ENSG00000147403
CD8 TCM,49,RPS21,ENSG00000171858
CD8 TCM,50,RPS27,ENSG00000177954
CD8 TEM,1,CD8A,ENSG00000153563
CD8 TEM,2,CCL5,ENSG00000271503
CD8 TEM,3,CST7,ENSG00000077984
CD8 TEM,4,NKG7,ENSG00000105374
CD8 TEM,5,IL32,ENSG00000008517
CD8 TEM,6,CD3G,ENSG00000160654
CD8 TEM,7,B2M,ENSG00000166710
CD8 TEM,8,CD3D,ENSG00000167286
CD8 TEM,9,CD8B,ENSG00000172116
CD8 TEM,10,GZMM,ENSG00000197540
CD8 TEM,11,PTPRC,ENSG00000081237
CD8 TEM,12,MALAT1,ENSG00000251562
CD8 TEM,13,HCST,ENSG00000126264
CD8 TEM,14,CD3E,ENSG00000198851
CD8 TEM,15,PPP2R5C,ENSG00000078304
CD8 TEM,16,GZMA,ENSG00000145649
CD8 TEM,17,GZMH,ENSG00000100450
CD8 TEM,18,CD2,ENSG00000116824
CD8 TEM,19,TRAC,ENSG00000277734
CD8 TEM,20,SYNE2,ENSG00000054654
CD8 TEM,21,HLA-B,ENSG00000234745
CD8 TEM,22,KLRD1,ENSG00000134539
CD8 TEM,23,HLA-A,ENSG00000206503
CD8 TEM,24,HLA-C,ENSG00000204525
CD8 TEM,25,CTSW,ENSG00000172543
CD8 TEM,26,LYAR,ENSG00000145220
CD8 TEM,27,TRBC2,ENSG00000211772
CD8 TEM,28,CALM1,ENSG00000198668
CD8 TEM,29,FGFBP2,ENSG00000137441
CD8 TEM,30,TRGC2,ENSG00000227191
CD8 TEM,31,SAMD3,ENSG00000164483
CD8 TEM,32,SYNE1,ENSG00000131018
CD8 TEM,33,PRF1,ENSG00000180644
CD8 TEM,34,LITAF,ENSG00000189067
CD8 TEM,35,PLAAT4,ENSG00000133321
CD8 TEM,36,PIK3R1,ENSG00000145675
CD8 TEM,37,PYHIN1,ENSG00000163564
CD8 TEM,38,CD99,ENSG00000002586
CD8 TEM,39,CCL4,ENSG00000275302
CD8 TEM,40,RUNX3,ENSG00000020633
CD8 TEM,41,DDX5,ENSG00000108654
CD8 TEM,42,ABHD17A,ENSG00000129968
CD8 TEM,43,RNF213,ENSG00000173821
CD8 TEM,44,ARL4C,ENSG00000188042
CD8 TEM,45,FYN,ENSG00000010810
CD8 TEM,46,LINC01871,ENSG00000235576
CD8 TEM,47,MYBL1,ENSG00000185697
CD8 TEM,48,CLEC2D,ENSG00000069493
CD8 TEM,49,CD81,ENSG00000110651
CD8 TEM,50,GZMB,ENSG00000100453
CD14 Mono,1,S100A9,ENSG00000163220
CD14 Mono,2,VCAN,ENSG00000038427
CD14 Mono,3,S100A8,ENSG00000143546
CD14 Mono,4,LYZ,ENSG00000090382
CD14 Mono,5,FCN1,ENSG00000085265
CD14 Mono,6,CD14,ENSG00000170458
CD14 Mono,7,CTSS,ENSG00000163131
CD14 Mono,8,NEAT1,ENSG00000245532
CD14 Mono,9,MNDA,ENSG00000163563
CD14 Mono,10,CSF3R,ENSG00000119535
CD14 Mono,11,S100A6,ENSG00000197956
CD14 Mono,12,TSPO,ENSG00000100300
CD14 Mono,13,APLP2,ENSG00000084234
CD14 Mono,14,PSAP,ENSG00000197746
CD14 Mono,15,TKT,ENSG00000163931
CD14 Mono,16,FTL,ENSG00000087086
CD14 Mono,17,TYROBP,ENSG00000011600
CD14 Mono,18,CYBB,ENSG00000165168
CD14 Mono,19,FGL2,ENSG00000127951
CD14 Mono,20,S100A12,ENSG00000163221
CD14 Mono,21,GRN,ENSG00000030582
CD14 Mono,22,TYMP,ENSG00000025708
CD14 Mono,23,CEBPD,ENSG00000221869
CD14 Mono,24,MS4A6A,ENSG00000110077
CD14 Mono,25,NCF2,ENSG00000116701
CD14 Mono,26,SERPINA1,ENSG00000197249
CD14 Mono,27,TNFAIP2,ENSG00000185215
CD14 Mono,28,CSTA,ENSG00000121552
CD14 Mono,29,S100A11,ENSG00000163191
CD14 Mono,30,DUSP1,ENSG00000120129
CD14 Mono,31,FOS,ENSG00000170345
CD14 Mono,32,BRI3,ENSG00000164713
CD14 Mono,33,AP1S2,ENSG00000182287
CD14 Mono,34,AIF1,ENSG00000204472
CD14 Mono,35,CFD,ENSG00000197766
CD14 Mono,36,CLEC7A,ENSG00000172243
CD14 Mono,37,NAMPT,ENSG00000105835
CD14 Mono,38,MPEG1,ENSG00000197629
CD14 Mono,39,SRGN,ENSG00000122862
CD14 Mono,40,LST1,ENSG00000204482
CD14 Mono,41,SAT1,ENSG00000130066
CD14 Mono,42,CEBPB,ENSG00000172216
CD14 Mono,43,FTH1,ENSG00000167996
CD14 Mono,44,CD36,ENSG00000135218
CD14 Mono,45,ATP2B1-AS1,ENSG00000271614
CD14 Mono,46,CLEC12A,ENSG00000172322
CD14 Mono,47,SPI1,ENSG00000066336
CD14 Mono,48,COTL1,ENSG00000103187
CD14 Mono,49,SLC11A1,ENSG00000018280
CD14 Mono,50,CST3,ENSG00000101439
CD16 Mono,1,LST1,ENSG00000204482
CD16 Mono,2,AIF1,ENSG00000204472
CD16 Mono,3,MS4A7,ENSG00000166927
CD16 Mono,4,SERPINA1,ENSG00000197249
CD16 Mono,5,FTL,ENSG00000087086
CD16 Mono,6,COTL1,ENSG00000103187
CD16 Mono,7,FCGR3A,ENSG00000203747
CD16 Mono,8,CFD,ENSG00000197766
CD16 Mono,9,S100A11,ENSG00000163191
CD16 Mono,10,FCER1G,ENSG00000158869
CD16 Mono,11,PSAP,ENSG00000197746
CD16 Mono,12,CEBPB,ENSG00000172216
CD16 Mono,13,CTSS,ENSG00000163131
CD16 Mono,14,SAT1,ENSG00000130066
CD16 Mono,15,TYROBP,ENSG00000011600
CD16 Mono,16,TNFRSF1B,ENSG00000028137
CD16 Mono,17,LILRB2,ENSG00000131042
CD16 Mono,18,SPI1,ENSG00000066336
CD16 Mono,19,LRRC25,ENSG00000175489
CD16 Mono,20,TCF7L2,ENSG00000148737
CD16 Mono,21,CSF1R,ENSG00000182578
CD16 Mono,22,IFITM3,ENSG00000142089
CD16 Mono,23,PILRA,ENSG00000085514
CD16 Mono,24,LYN,ENSG00000254087
CD16 Mono,25,PELATON,ENSG00000224397
CD16 Mono,26,FTH1,ENSG00000167996
CD16 Mono,27,BRI3,ENSG00000164713
CD16 Mono,28,TYMP,ENSG00000025708
CD16 Mono,29,ASAH1,ENSG00000104763
CD16 Mono,30,CD68,ENSG00000129226
CD16 Mono,31,NEAT1,ENSG00000245532
CD16 Mono,32,PECAM1,ENSG00000261371
CD16 Mono,33,BID,ENSG00000015475
CD16 Mono,34,FGL2,ENSG00000127951
CD16 Mono,35,CDKN1C,ENSG00000129757
CD16 Mono,36,WARS1,ENSG00000140105
CD16 Mono,37,CYBB,ENSG00000165168
CD16 Mono,38,CLEC7A,ENSG00000172243
CD16 Mono,39,S100A6,ENSG00000197956
CD16 Mono,40,NPC2,ENSG00000119655
CD16 Mono,41,OAZ1,ENSG00000104904
CD16 Mono,42,MARCKS,ENSG00000277443
CD16 Mono,43,HCK,ENSG00000101336
CD16 Mono,44,TKT,ENSG00000163931
CD16 Mono,45,CST3,ENSG00000101439
CD16 Mono,46,FCN1,ENSG00000085265
CD16 Mono,47,VSIR,ENSG00000107738
CD16 Mono,48,C5AR1,ENSG00000197405
CD16 Mono,49,NCF2,ENSG00000116701
CD16 Mono,50,CLEC12A,ENSG00000172322
Eryth,1,HBA1,ENSG00000206172
Eryth,2,HBB,ENSG00000244734
Eryth,3,HBA2,ENSG00000188536
Eryth,4,SLC25A37,ENSG00000147454
Eryth,5,SNCA,ENSG00000145335
Eryth,6,YBX3,ENSG00000060138
Eryth,7,SLC25A39,ENSG00000013306
Eryth,8,HBM,ENSG00000206177
Eryth,9,ALAS2,ENSG00000158578
Eryth,10,BNIP3L,ENSG00000104765
Eryth,11,FAM210B,ENSG00000124098
Eryth,12,HBD,ENSG00000223609
Eryth,13,FKBP8,ENSG00000105701
Eryth,14,AHSP,ENSG00000169877
Eryth,15,MXI1,ENSG00000119950
Eryth,16,SLC4A1,ENSG00000004939
Eryth,17,MKRN1,ENSG00000133606
Eryth,18,DCAF12,ENSG00000198876
Eryth,19,ADIPOR1,ENSG00000159346
Eryth,20,BLVRB,ENSG00000090013
Eryth,21,BCL2L1,ENSG00000171552
Eryth,22,STRADB,ENSG00000082146
Eryth,23,TRIM58,ENSG00000162722
Eryth,24,SELENBP1,ENSG00000143416
Eryth,25,RNF10,ENSG00000022840
Eryth,26,DMTN,ENSG00000158856
Eryth,27,GLRX5,ENSG00000182512
Eryth,28,CA1,ENSG00000133742
Eryth,29,FBXO7,ENSG00000100225
Eryth,30,TENT5C,ENSG00000183508
Eryth,31,FECH,ENSG00000066926
Eryth,32,MARCHF8,ENSG00000165406
Eryth,33,BPGM,ENSG00000172331
Eryth,34,GMPR,ENSG00000137198
Eryth,35,IFI27,ENSG00000165949
Eryth,36,HEMGN,ENSG00000136929
Eryth,37,GSPT1,ENSG00000103342
Eryth,38,UBB,ENSG00000170315
Eryth,39,MPP1,ENSG00000130830
Eryth,40,RIOK3,ENSG00000101782
Eryth,41,TNS1,ENSG00000079308
Eryth,42,NCOA4,ENSG00000266412
Eryth,43,GYPB,ENSG00000250361
Eryth,44,FOXO3,ENSG00000118689
Eryth,45,HBQ1,ENSG00000086506
Eryth,46,EPB42,ENSG00000166947
Eryth,47,YOD1,ENSG00000180667
Eryth,48,NFIX,ENSG00000008441
Eryth,49,PDZK1IP1,ENSG00000162366
Eryth,50,KRT1,ENSG00000167768
HSPC,1,CDK6,ENSG00000105810
HSPC,2,SOX4,ENSG00000124766
HSPC,3,RPS24,ENSG00000138326
HSPC,4,ZFAS1,ENSG00000177410
HSPC,5,RACK1,ENSG00000204628
HSPC,6,PRSS57,ENSG00000185198
HSPC,7,ANKRD28,ENSG00000206560
HSPC,8,GIHCG,ENSG00000257698
HSPC,9,NPM1,ENSG00000181163
HSPC,10,RPLP0,ENSG00000089157
HSPC,11,SERPINB1,ENSG00000021355
HSPC,12,HNRNPA1,ENSG00000135486
HSPC,13,EBPL,ENSG00000123179
HSPC,14,RPL15,ENSG00000174748
HSPC,15,RPL26,ENSG00000161970
HSPC,16,RPL7A,ENSG00000148303
HSPC,17,RPL5,ENSG00000122406
HSPC,18,EIF3E,ENSG00000104408
HSPC,19,MSI2,ENSG00000153944
HSPC,20,RPL7,ENSG00000147604
HSPC,21,RPS4X,ENSG00000198034
HSPC,22,SNHG7,ENSG00000233016
HSPC,23,MYB,ENSG00000118513
HSPC,24,FAM30A,ENSG00000226777
HSPC,25,EGFL7,ENSG00000172889
HSPC,26,RPS2,ENSG00000140988
HSPC,27,MACROH2A1,ENSG00000113648
HSPC,28,RPS3A,ENSG00000145425
HSPC,29,DDAH2,ENSG00000213722
HSPC,30,RPS23,ENSG00000186468
HSPC,31,STMN1,ENSG00000117632
HSPC,32,SMIM24,ENSG00000095932
HSPC,33,SPINK2,ENSG00000128040
HSPC,34,BTF3,ENSG00000145741
HSPC,35,CYTL1,ENSG00000170891
HSPC,36,LAPTM4B,ENSG00000104341
HSPC,37,ATP5MC2,ENSG00000135390
HSPC,38,HINT1,ENSG00000169567
HSPC,39,YBX3,ENSG00000060138
HSPC,40,LYL1,ENSG00000104903
HSPC,41,RPS5,ENSG00000083845
HSPC,42,HSP90AB1,ENSG00000096384
HSPC,43,RPS8,ENSG00000142937
HSPC,44,RPS9,ENSG00000170889
HSPC,45,FAM117A,ENSG00000121104
HSPC,46,NPR3,ENSG00000113389
HSPC,47,CD34,ENSG00000174059
HSPC,48,LMO2,ENSG00000135363
HSPC,49,SNHG8,ENSG00000269893
HSPC,50,RPS3,ENSG00000149273
ILC,1,FXYD5,ENSG00000089327
ILC,2,KLRB1,ENSG00000111796
ILC,3,TNFRSF18,ENSG00000186891
ILC,4,DDIT4,ENSG00000168209
ILC,5,JUND,ENSG00000130522
ILC,6,GATA3,ENSG00000107485
ILC,7,TNFRSF4,ENSG00000186827
ILC,8,IL7R,ENSG00000168685
ILC,9,ANXA1,ENSG00000135046
ILC,10,IFITM2,ENSG00000185201
ILC,11,TSC22D3,ENSG00000157514
ILC,12,KLF2,ENSG00000127528
ILC,13,DUSP1,ENSG00000120129
ILC,14,TRDC,ENSG00000211829
ILC,15,CD7,ENSG00000173762
ILC,16,LTB,ENSG00000227507
ILC,17,TPT1,ENSG00000133112
ILC,18,TNFAIP3,ENSG00000118503
ILC,19,ZFP36L2,ENSG00000152518
ILC,20,RRBP1,ENSG00000125844
ILC,21,AREG,ENSG00000109321
ILC,22,CD69,ENSG00000110848
ILC,23,NFKBIA,ENSG00000100906
ILC,24,INPP4B,ENSG00000109452
ILC,25,CTSW,ENSG00000172543
ILC,26,PTMA,ENSG00000187514
ILC,27,FOS,ENSG00000170345
ILC,28,TMEM123,ENSG00000152558
ILC,29,IER2,ENSG00000160888
ILC,30,C16orf54,ENSG00000185905
ILC,31,GPR183,ENSG00000169508
ILC,32,ITGB1,ENSG00000150093
ILC,33,TIMP1,ENSG00000102265
ILC,34,TCF7,ENSG00000081059
ILC,35,CD63,ENSG00000135404
ILC,36,CDC14A,ENSG00000079335
ILC,37,KIT,ENSG00000157404
ILC,38,CCND2,ENSG00000118971
ILC,39,EEF1A1,ENSG00000156508
ILC,40,TRGC1,ENSG00000211689
ILC,41,TXNIP,ENSG00000265972
ILC,42,IL2RG,ENSG00000147168
ILC,43,RPS6KA3,ENSG00000177189
ILC,44,SSBP2,ENSG00000145687
ILC,45,IL1R1,ENSG00000115594
ILC,46,EMP3,ENSG00000142227
ILC,47,ETS1,ENSG00000134954
ILC,48,IRF1,ENSG00000125347
ILC,49,H3-3B,ENSG00000132475
ILC,50,CDC42,ENSG00000070831
MAIT,1,KLRB1,ENSG00000111796
MAIT,2,IL7R,ENSG00000168685
MAIT,3,GZMK,ENSG00000113088
MAIT,4,DUSP2,ENSG00000158050
MAIT,5,ZFP36L2,ENSG00000152518
MAIT,6,ARL4C,ENSG00000188042
MAIT,7,CD69,ENSG00000110848
MAIT,8,NCR3,ENSG00000204475
MAIT,9,CXCR4,ENSG00000121966
MAIT,10,PHACTR2,ENSG00000112419
MAIT,11,RORA,ENSG00000069667
MAIT,12,SPOCK2,ENSG00000107742
MAIT,13,LYAR,ENSG00000145220
MAIT,14,GZMA,ENSG00000145649
MAIT,15,KLRG1,ENSG00000139187
MAIT,16,SLC4A10,ENSG00000144290
MAIT,17,HCST,ENSG00000126264
MAIT,18,BTG1,ENSG00000133639
MAIT,19,IL32,ENSG00000008517
MAIT,20,CD3E,ENSG00000198851
MAIT,21,CCL5,ENSG00000271503
MAIT,22,NKG7,ENSG00000105374
MAIT,23,ID2,ENSG00000115738
MAIT,24,CD3D,ENSG00000167286
MAIT,25,MYBL1,ENSG00000185697
MAIT,26,JUNB,ENSG00000171223
MAIT,27,HLA-C,ENSG00000204525
MAIT,28,SYNE2,ENSG00000054654
MAIT,29,CST7,ENSG00000077984
MAIT,30,S100A4,ENSG00000196154
MAIT,31,LINC01871,ENSG00000235576
MAIT,32,LTB,ENSG00000227507
MAIT,33,ERN1,ENSG00000178607
MAIT,34,TRBC2,ENSG00000211772
MAIT,35,GPR65,ENSG00000140030
MAIT,36,CTSW,ENSG00000172543
MAIT,37,PRF1,ENSG00000180644
MAIT,38,MAF,ENSG00000178573
MAIT,39,DDIT4,ENSG00000168209
MAIT,40,B2M,ENSG00000166710
MAIT,41,PARP8,ENSG00000151883
MAIT,42,CALM1,ENSG00000198668
MAIT,43,FKBP11,ENSG00000134285
MAIT,44,PRDM1,ENSG00000057657
MAIT,45,ODF2L,ENSG00000122417
MAIT,46,TRAC,ENSG00000277734
MAIT,47,TPT1,ENSG00000133112
MAIT,48,RPL28,ENSG00000108107
MAIT,49,RPL36AL,ENSG00000165502
MAIT,50,RPL10,ENSG00000147403
NK,1,NKG7,ENSG00000105374
NK,2,PRF1,ENSG00000180644
NK,3,CST7,ENSG00000077984
NK,4,KLRD1,ENSG00000134539
NK,5,CD247,ENSG00000198821
NK,6,GNLY,ENSG00000115523
NK,7,GZMB,ENSG00000100453
NK,8,KLRF1,ENSG00000150045
NK,9,FGFBP2,ENSG00000137441
NK,10,GZMA,ENSG00000145649
NK,11,SPON2,ENSG00000159674
NK,12,EFHD2,ENSG00000142634
NK,13,CTSW,ENSG00000172543
NK,14,FCGR3A,ENSG00000203747
NK,15,CLIC3,ENSG00000169583
NK,16,GZMM,ENSG00000197540
NK,17,ABHD17A,ENSG00000129968
NK,18,CD7,ENSG00000173762
NK,19,HLA-C,ENSG00000204525
NK,20,HOPX,ENSG00000171476
NK,21,HCST,ENSG00000126264
NK,22,IL2RB,ENSG00000100385
NK,23,CCL4,ENSG00000275302
NK,24,B2M,ENSG00000166710
NK,25,JAK1,ENSG00000162434
NK,26,TYROBP,ENSG00000011600
NK,27,PYHIN1,ENSG00000163564
NK,28,ADGRG1,ENSG00000205336
NK,29,GZMH,ENSG00000100450
NK,30,HLA-A,ENSG00000206503
NK,31,RNF213,ENSG00000173821
NK,32,ARL4C,ENSG00000188042
NK,33,TRDC,ENSG00000211829
NK,34,IFITM2,ENSG00000185201
NK,35,HLA-B,ENSG00000234745
NK,36,GNPTAB,ENSG00000111670
NK,37,SYNE1,ENSG00000131018
NK,38,SYNE2,ENSG00000054654
NK,39,KLRB1,ENSG00000111796
NK,40,PLAAT4,ENSG00000133321
NK,41,RUNX3,ENSG00000020633
NK,42,CCL5,ENSG00000271503
NK,43,CALM1,ENSG00000198668
NK,44,SAMD3,ENSG00000164483
NK,45,ITGB2,ENSG00000160255
NK,46,CYBA,ENSG00000051523
NK,47,UTRN,ENSG00000152818
NK,48,PTPRC,ENSG00000081237
NK,49,MYBL1,ENSG00000185697
NK,50,PLAC8,ENSG00000145287
NK Proliferating,1,STMN1,ENSG00000117632
NK Proliferating,2,DEK,ENSG00000124795
NK Proliferating,3,HMGB2,ENSG00000164104
NK Proliferating,4,PTMA,ENSG00000187514
NK Proliferating,5,HMGN2,ENSG00000198830
NK Proliferating,6,TUBA1B,ENSG00000123416
NK Proliferating,7,GZMA,ENSG00000145649
NK Proliferating,8,PRF1,ENSG00000180644
NK Proliferating,9,NUCKS1,ENSG00000069275
NK Proliferating,10,NKG7,ENSG00000105374
NK Proliferating,11,H2AZ1,ENSG00000164032
NK Proliferating,12,PCNA,ENSG00000132646
NK Proliferating,13,TYMS,ENSG00000176890
NK Proliferating,14,HMGB1,ENSG00000189403
NK Proliferating,15,CD247,ENSG00000198821
NK Proliferating,16,GZMB,ENSG00000100453
NK Proliferating,17,HNRNPA2B1,ENSG00000122566
NK Proliferating,18,PFN1,ENSG00000108518
NK Proliferating,19,CTSW,ENSG00000172543
NK Proliferating,20,KLRF1,ENSG00000150045
NK Proliferating,21,DBI,ENSG00000155368
NK Proliferating,22,DNMT1,ENSG00000130816
NK Proliferating,23,NASP,ENSG00000132780
NK Proliferating,24,SPON2,ENSG00000159674
NK Proliferating,25,CFL1,ENSG00000172757
NK Proliferating,26,KLRD1,ENSG00000134539
NK Proliferating,27,DUT,ENSG00000128951
NK Proliferating,28,CLSPN,ENSG00000092853
NK Proliferating,29,GNLY,ENSG00000115523
NK Proliferating,30,PCLAF,ENSG00000166803
NK Proliferating,31,H2AZ2,ENSG00000105968
NK Proliferating,32,EFHD2,ENSG00000142634
NK Proliferating,33,CST7,ENSG00000077984
NK Proliferating,34,SMC2,ENSG00000136824
NK Proliferating,35,SMC3,ENSG00000108055
NK Proliferating,36,FGFBP2,ENSG00000137441
NK Proliferating,37,HSP90AA1,ENSG00000080824
NK Proliferating,38,CARHSP1,ENSG00000153048
NK Proliferating,39,TUBB,ENSG00000196230
NK Proliferating,40,SMC4,ENSG00000113810
NK Proliferating,41,CALM1,ENSG00000198668
NK Proliferating,42,COX8A,ENSG00000176340
NK Proliferating,43,SNRPB,ENSG00000125835
NK Proliferating,44,MKI67,ENSG00000148773
NK Proliferating,45,MCM3,ENSG00000112118
NK Proliferating,46,TMPO,ENSG00000120802
NK Proliferating,47,HNRNPAB,ENSG00000197451
NK Proliferating,48,ANP32E,ENSG00000143401
NK Proliferating,49,FCGR3A,ENSG00000203747
NK Proliferating,50,MCM7,ENSG00000166508
NK_CD56bright,1,KLRD1,ENSG00000134539
NK_CD56bright,2,GNLY,ENSG00000115523
NK_CD56bright,3,IL2RB,ENSG00000100385
NK_CD56bright,4,CTSW,ENSG00000172543
NK_CD56bright,5,XCL2,ENSG00000143185
NK_CD56bright,6,CMC1,ENSG00000187118
NK_CD56bright,7,KLRF1,ENSG00000150045
NK_CD56bright,8,XCL1,ENSG00000143184
NK_CD56bright,9,KLRC1,ENSG00000134545
NK_CD56bright,10,SELL,ENSG00000188404
NK_CD56bright,11,CD7,ENSG00000173762
NK_CD56bright,12,JAK1,ENSG00000162434
NK_CD56bright,13,HOPX,ENSG00000171476
NK_CD56bright,14,GZMK,ENSG00000113088
NK_CD56bright,15,IFITM2,ENSG00000185201
NK_CD56bright,16,NKG7,ENSG00000105374
NK_CD56bright,17,TRDC,ENSG00000211829
NK_CD56bright,18,NCAM1,ENSG00000149294
NK_CD56bright,19,MATK,ENSG00000007264
NK_CD56bright,20,CD63,ENSG00000135404
NK_CD56bright,21,AREG,ENSG00000109321
NK_CD56bright,22,TYROBP,ENSG00000011600
NK_CD56bright,23,ID2,ENSG00000115738
NK_CD56bright,24,RUNX3,ENSG00000020633
NK_CD56bright,25,DUSP2,ENSG00000158050
NK_CD56bright,26,TXK,ENSG00000074966
NK_CD56bright,27,SAMD3,ENSG00000164483
NK_CD56bright,28,HCST,ENSG00000126264
NK_CD56bright,29,STK17A,ENSG00000164543
NK_CD56bright,30,ARL4C,ENSG00000188042
NK_CD56bright,31,CD2,ENSG00000116824
NK_CD56bright,32,ZFP36L2,ENSG00000152518
NK_CD56bright,33,PRF1,ENSG00000180644
NK_CD56bright,34,SRGN,ENSG00000122862
NK_CD56bright,35,FCER1G,ENSG00000158869
NK_CD56bright,36,CD44,ENSG00000026508
NK_CD56bright,37,PLAC8,ENSG00000145287
NK_CD56bright,38,IRF1,ENSG00000125347
NK_CD56bright,39,SPTSSB,ENSG00000196542
NK_CD56bright,40,IFITM3,ENSG00000142089
NK_CD56bright,41,IL18R1,ENSG00000115604
NK_CD56bright,42,KLRB1,ENSG00000111796
NK_CD56bright,43,GZMA,ENSG00000145649
NK_CD56bright,44,BHLHE40,ENSG00000134107
NK_CD56bright,45,GATA3,ENSG00000107485
NK_CD56bright,46,TPT1,ENSG00000133112
NK_CD56bright,47,MAP3K8,ENSG00000107968
NK_CD56bright,48,MBP,ENSG00000197971
NK_CD56bright,49,RPS24,ENSG00000138326
NK_CD56bright,50,ITGAX,ENSG00000140678
Plasmablast,1,MZB1,ENSG00000170476
Plasmablast,2,HSP90B1,ENSG00000166598
Plasmablast,3,JCHAIN,ENSG00000132465
Plasmablast,4,PPIB,ENSG00000166794
Plasmablast,5,SEC11C,ENSG00000166562
Plasmablast,6,TNFRSF17,ENSG00000048462
Plasmablast,7,SSR4,ENSG00000180879
Plasmablast,8,PDIA4,ENSG00000155660
Plasmablast,9,SPCS2,ENSG00000118363
Plasmablast,10,ITM2C,ENSG00000135916
Plasmablast,11,SSR3,ENSG00000114850
Plasmablast,12,DERL3,ENSG00000099958
Plasmablast,13,UBE2J1,ENSG00000198833
Plasmablast,14,TXNDC5,ENSG00000239264
Plasmablast,15,FKBP11,ENSG00000134285
Plasmablast,16,MYDGF,ENSG00000074842
Plasmablast,17,LMAN1,ENSG00000074695
Plasmablast,18,HSPA5,ENSG00000044574
Plasmablast,19,XBP1,ENSG00000100219
Plasmablast,20,PDIA6,ENSG00000143870
Plasmablast,21,SUB1,ENSG00000113387
Plasmablast,22,IGHA1,ENSG00000211895
Plasmablast,23,SDF2L1,ENSG00000128228
Plasmablast,24,MANF,ENSG00000145050
Plasmablast,25,MAN1A1,ENSG00000111885
Plasmablast,26,TXNDC11,ENSG00000153066
Plasmablast,27,SPCS1,ENSG00000114902
Plasmablast,28,CALR,ENSG00000179218
Plasmablast,29,POU2AF1,ENSG00000110777
Plasmablast,30,ISG20,ENSG00000172183
Plasmablast,31,ERLEC1,ENSG00000068912
Plasmablast,32,ELL2,ENSG00000118985
Plasmablast,33,CD38,ENSG00000004468
Plasmablast,34,PRDX4,ENSG00000123131
Plasmablast,35,SELENOS,ENSG00000131871
Plasmablast,36,SPATS2,ENSG00000123352
Plasmablast,37,CLPTM1L,ENSG00000049656
Plasmablast,38,TNFRSF13B,ENSG00000240505
Plasmablast,39,EAF2,ENSG00000145088
Plasmablast,40,SPCS3,ENSG00000129128
Plasmablast,41,CPNE5,ENSG00000124772
Plasmablast,42,SEC61B,ENSG00000106803
Plasmablast,43,FKBP2,ENSG00000173486
Plasmablast,44,TENT5C,ENSG00000183508
Plasmablast,45,KDELR2,ENSG00000136240
Plasmablast,46,TP53INP1,ENSG00000164938
Plasmablast,47,P4HB,ENSG00000185624
Plasmablast,48,CRELD2,ENSG00000184164
Plasmablast,49,HM13,ENSG00000101294
Plasmablast,50,ZBP1,ENSG00000124256
Platelet,1,NRGN,ENSG00000154146
Platelet,2,PPBP,ENSG00000163736
Platelet,3,PF4,ENSG00000163737
Platelet,4,GNG11,ENSG00000127920
Platelet,5,CAVIN2,ENSG00000168497
Platelet,6,TUBB1,ENSG00000101162
Platelet,7,H3-3A,ENSG00000163041
Platelet,8,OAZ1,ENSG00000104904
Platelet,9,FTH1,ENSG00000167996
Platelet,10,CLU,ENSG00000120885
Platelet,11,H2AC6,ENSG00000180573
Platelet,12,OST4,ENSG00000228474
Platelet,13,PRKAR2B,ENSG00000005249
Platelet,14,GNAS,ENSG00000087460
Platelet,15,TMSB4X,ENSG00000205542
Platelet,16,SH3BGRL3,ENSG00000142669
Platelet,17,TAGLN2,ENSG00000158710
Platelet,18,TLN1,ENSG00000137076
Platelet,19,RGS18,ENSG00000150681
Platelet,20,CCL5,ENSG00000271503
Platelet,21,SPARC,ENSG00000113140
Platelet,22,F13A1,ENSG00000124491
Platelet,23,ITM2B,ENSG00000136156
Platelet,24,GP9,ENSG00000169704
Platelet,25,MT-ND2,ENSG00000198763
Platelet,26,TREML1,ENSG00000161911
Platelet,27,LIMS1,ENSG00000169756
Platelet,28,RGS10,ENSG00000148908
Platelet,29,SERF2,ENSG00000140264
Platelet,30,MYL12A,ENSG00000101608
Platelet,31,PGRMC1,ENSG00000101856
Platelet,32,MAP3K7CL,ENSG00000156265
Platelet,33,TUBA4A,ENSG00000127824
Platelet,34,MMD,ENSG00000108960
Platelet,35,VCL,ENSG00000035403
Platelet,36,TPM4,ENSG00000167460
Platelet,37,MTPN,ENSG00000105887
Platelet,38,CALM3,ENSG00000160014
Platelet,39,MTURN,ENSG00000180354
Platelet,40,RUFY1,ENSG00000176783
Platelet,41,ACRBP,ENSG00000111644
Platelet,42,MYL6,ENSG00000092841
Platelet,43,FTL,ENSG00000087086
Platelet,44,HLA-E,ENSG00000204592
Platelet,45,TSC22D1,ENSG00000102804
Platelet,46,NAP1L1,ENSG00000187109
Platelet,47,CMTM5,ENSG00000166091
Platelet,48,ITGA2B,ENSG00000005961
