gene,ensembl
KLHL2,ENSG00000109466
MSMO1,ENSG00000052802
DDX60,ENSG00000137628
DDX60L,ENSG00000181381
PALLD,ENSG00000129116
CBR4,ENSG00000145439
SH3RF1,ENSG00000154447
NEK1,ENSG00000137601
CLCN3,ENSG00000109572
C4orf27,ENSG00000056050
RP11-10K16.1,ENSG00000245213
GALNT7,ENSG00000109586
HMGB2,ENSG00000164104
RP11-798M19.6,ENSG00000272870
SAP30,ENSG00000164105
SCRG1,ENSG00000164106
FBXO8,ENSG00000164117
CEP44,ENSG00000164118
HPGD,ENSG00000164120
GPM6A,ENSG00000150625
SPCS3,ENSG00000129128
AGA,ENSG00000038002
DCTD,ENSG00000129187
WWC2,ENSG00000151718
CDKN2AIP,ENSG00000168564
ING2,ENSG00000168556
RWDD4,ENSG00000182552
TRAPPC11,ENSG00000168538
IRF2,ENSG00000168310
RP11-326I11.3,ENSG00000271646
CASP3,ENSG00000164305
PRIMPOL,ENSG00000164306
CENPU,ENSG00000151725
ACSL1,ENSG00000151726
RP11-701P16.2,ENSG00000251139
RP11-701P16.5,ENSG00000251230
SLC25A4,ENSG00000151729
KIAA1430,ENSG00000164323
SNX25,ENSG00000109762
LRP2BP,ENSG00000109771
ANKRD37,ENSG00000186352
UFSP2,ENSG00000109775
C4orf47,ENSG00000205129
RP11-279O9.4,ENSG00000249679
TLR3,ENSG00000164342
AC110771.1,ENSG00000269302
CYP4V2,ENSG00000145476
FRG1,ENSG00000109536
CCDC127,ENSG00000164366
SDHA,ENSG00000073578
CTD-2083E4.6,ENSG00000248925
PDCD6,ENSG00000249915
C5orf55,ENSG00000221990
EXOC3,ENSG00000180104
CTD-2228K2.5,ENSG00000188242
CEP72,ENSG00000112877
BRD9,ENSG00000028310
TRIP13,ENSG00000071539
SLC12A7,ENSG00000113504
CLPTM1L,ENSG00000049656
LPCAT1,ENSG00000153395
CTD-2012J19.3,ENSG00000271119
MRPL36,ENSG00000171421
NDUFS6,ENSG00000145494
KIAA0947,ENSG00000164151
MED10,ENSG00000133398
NSUN2,ENSG00000037474
SRD5A1,ENSG00000145545
PAPD7,ENSG00000112941
MTRR,ENSG00000124275
FASTKD3,ENSG00000124279
RP11-480D4.6,ENSG00000272049
MIR4458HG,ENSG00000247516
SEMA5A,ENSG00000112902
FAM173B,ENSG00000150756
CCT5,ENSG00000150753
CTD-2256P15.4,ENSG00000271980
CTD-2256P15.2,ENSG00000259802
MARCH6,ENSG00000145495
ROPN1L,ENSG00000145491
RP11-215G15.5,ENSG00000272016
DAP,ENSG00000112977
TRIO,ENSG00000038382
FAM105A,ENSG00000145569
CTD-2165H16.4,ENSG00000261360
FAM105B,ENSG00000154124
ANKH,ENSG00000154122
ZNF622,ENSG00000173545
FAM134B,ENSG00000154153
MYO10,ENSG00000145555
BASP1,ENSG00000176788
CTD-2023M8.1,ENSG00000248693
DROSHA,ENSG00000113360
C5orf22,ENSG00000082213
GOLPH3,ENSG00000113384
CTD-2186M15.3,ENSG00000272086
MTMR12,ENSG00000150712
ZFR,ENSG00000056097
SUB1,ENSG00000113387
TARS,ENSG00000113407
AMACR,ENSG00000242110
CTD-2517O10.6,ENSG00000272323
RAD1,ENSG00000113456
BRIX1,ENSG00000113460
DNAJC21,ENSG00000168724
SPEF2,ENSG00000152582
LMBRD2,ENSG00000164187
SKP2,ENSG00000145604
NADK2,ENSG00000152620
CTD-2353F22.1,ENSG00000250155
NIPBL,ENSG00000164190
C5orf42,ENSG00000197603
NUP155,ENSG00000113569
WDR70,ENSG00000082068
RICTOR,ENSG00000164327
FYB,ENSG00000082074
AC008964.1,ENSG00000269215
DAB2,ENSG00000153071
PTGER4,ENSG00000171522
TTC33,ENSG00000113638
PRKAA1,ENSG00000132356
RPL37,ENSG00000145592
CARD6,ENSG00000132357
OXCT1,ENSG00000083720
C5orf51,ENSG00000205765
FBXO4,ENSG00000151876
CCDC152,ENSG00000198865
SEPP1,ENSG00000250722
CTD-2035E11.3,ENSG00000251131
CTD-2035E11.4,ENSG00000272382
ANXA2R,ENSG00000177721
AC025171.1,ENSG00000215068
CTD-2035E11.5,ENSG00000272144
ZNF131,ENSG00000172262
HMGCS1,ENSG00000112972
CCL28,ENSG00000151882
C5orf28,ENSG00000151881
C5orf34,ENSG00000172244
PAIP1,ENSG00000172239
NNT-AS1,ENSG00000248092
NNT,ENSG00000112992
MRPS30,ENSG00000112996
EMB,ENSG00000170571
PARP8,ENSG00000151883
ITGA1,ENSG00000213949
PELO,ENSG00000152684
MOCS2,ENSG00000164172
CTD-2366F13.1,ENSG00000247796
NDUFS4,ENSG00000164258
ARL15,ENSG00000185305
SNX18,ENSG00000178996
DHX29,ENSG00000067248
SKIV2L2,ENSG00000039123
PPAP2A,ENSG00000067113
SLC38A9,ENSG00000177058
IL6ST,ENSG00000134352
CTD-2031P19.3,ENSG00000227908
CTD-2227I18.1,ENSG00000249236
ANKRD55,ENSG00000164512
MAP3K1,ENSG00000095015
SETD9,ENSG00000155542
MIER3,ENSG00000155545
GPBP1,ENSG00000062194
PLK2,ENSG00000145632
GAPT,ENSG00000175857
PDE4D,ENSG00000113448
DEPDC1B,ENSG00000035499
ERCC8,ENSG00000049167
NDUFAF2,ENSG00000164182
SMIM15,ENSG00000188725
ZSWIM6,ENSG00000130449
KIF2A,ENSG00000068796
DIMT1,ENSG00000086189
IPO11,ENSG00000086200
SREK1IP1,ENSG00000153006
CWC27,ENSG00000153015
ADAMTS6,ENSG00000049192
CENPK,ENSG00000123219
PPWD1,ENSG00000113593
TRIM23,ENSG00000113595
TRAPPC13,ENSG00000113597
CTC-534A2.2,ENSG00000253251
SGTB,ENSG00000197860
NLN,ENSG00000123213
ERBB2IP,ENSG00000112851
SREK1,ENSG00000153914
MAST4,ENSG00000069020
CD180,ENSG00000134061
PIK3R1,ENSG00000145675
SLC30A5,ENSG00000145740
CCNB1,ENSG00000134057
CENPH,ENSG00000153044
MRPS36,ENSG00000134056
CDK7,ENSG00000134058
CCDC125,ENSG00000183323
TAF9,ENSG00000085231
RAD17,ENSG00000152942
GTF2H2C,ENSG00000183474
SMN2,ENSG00000205571
SMN1,ENSG00000172062
NAIP,ENSG00000249437
GTF2H2,ENSG00000145736
BDP1,ENSG00000145734
MCCC2,ENSG00000131844
MAP1B,ENSG00000131711
MRPS27,ENSG00000113048
PTCD2,ENSG00000049883
TNPO1,ENSG00000083312
FCHO2,ENSG00000157107
TMEM171,ENSG00000157111
RP11-79P5.9,ENSG00000272525
BTF3,ENSG00000145741
ANKRA2,ENSG00000164331
UTP15,ENSG00000164338
ENC1,ENSG00000171617
HEXB,ENSG00000049860
GFM2,ENSG00000164347
NSA2,ENSG00000164346
FAM169A,ENSG00000198780
GCNT4,ENSG00000176928
ANKRD31,ENSG00000145700
HMGCR,ENSG00000113161
COL4A3BP,ENSG00000113163
POLK,ENSG00000122008
CTC-366B18.2,ENSG00000248881
POC5,ENSG00000152359
IQGAP2,ENSG00000145703
F2R,ENSG00000181104
F2RL1,ENSG00000164251
S100Z,ENSG00000171643
CRHBP,ENSG00000145708
AGGF1,ENSG00000164252
ZBED3,ENSG00000132846
PDE8B,ENSG00000113231
WDR41,ENSG00000164253
TBCA,ENSG00000171530
AP3B1,ENSG00000132842
CTD-2037K23.2,ENSG00000245556
SCAMP1,ENSG00000085365
LHFPL2,ENSG00000145685
ARSB,ENSG00000113273
JMY,ENSG00000152409
HOMER1,ENSG00000152413
PAPD4,ENSG00000164329
MTX3,ENSG00000177034
CTD-2201I18.1,ENSG00000249825
SERINC5,ENSG00000164300
ZFYVE16,ENSG00000039319
CTD-2015H6.3,ENSG00000249042
FAM151B,ENSG00000152380
ANKRD34B,ENSG00000189127
DHFR,ENSG00000228716
MSH3,ENSG00000113318
CTC-459I6.1,ENSG00000251450
RASGRF2,ENSG00000113319
CKMT2-AS1,ENSG00000247572
ZCCHC9,ENSG00000131732
SSBP2,ENSG00000145687
ATG10,ENSG00000152348
ATP6AP1L,ENSG00000205464
TMEM167A,ENSG00000174695
XRCC4,ENSG00000152422
VCAN,ENSG00000038427
COX7C,ENSG00000127184
RASA1,ENSG00000145715
CTC-428H11.2,ENSG00000272367
CCNH,ENSG00000134480
TMEM161B,ENSG00000164180
TMEM161B-AS1,ENSG00000247828
MEF2C,ENSG00000081189
CETN3,ENSG00000153140
MBLAC2,ENSG00000176055
LYSMD3,ENSG00000176018
RP11-213H15.1,ENSG00000234292
LUCAT1,ENSG00000248323
ARRDC3,ENSG00000113369
FAM172A,ENSG00000113391
POU5F2,ENSG00000248483
KIAA0825,ENSG00000185261
ANKRD32,ENSG00000133302
MCTP1,ENSG00000175471
TTC37,ENSG00000198677
ARSK,ENSG00000164291
GPR150,ENSG00000178015
RFESD,ENSG00000175449
RHOBTB3,ENSG00000164292
GLRX,ENSG00000173221
C5orf27,ENSG00000236882
ELL2,ENSG00000118985
CAST,ENSG00000153113
ERAP1,ENSG00000164307
CTD-2260A17.1,ENSG00000248734
CTD-2260A17.2,ENSG00000247121
ERAP2,ENSG00000164308
LNPEP,ENSG00000113441
CTD-2215E18.1,ENSG00000251606
RIOK2,ENSG00000058729
RGMB,ENSG00000174136
CHD1,ENSG00000153922
CTD-2007H13.3,ENSG00000248489
FAM174A,ENSG00000174132
ST8SIA4,ENSG00000113532
SLCO4C1,ENSG00000173930
PAM,ENSG00000145730
GIN1,ENSG00000145723
PPIP5K2,ENSG00000145725
C5orf30,ENSG00000181751
NUDT12,ENSG00000112874
FBXL17,ENSG00000145743
LINC01023,ENSG00000272523
FER,ENSG00000151422
PJA2,ENSG00000198961
MAN2A1,ENSG00000112893
SLC25A46,ENSG00000164209
WDR36,ENSG00000134987
CAMK4,ENSG00000152495
STARD4,ENSG00000164211
NREP,ENSG00000134986
EPB41L4A-AS1,ENSG00000224032
APC,ENSG00000134982
SRP19,ENSG00000153037
REEP5,ENSG00000129625
ZRSR1,ENSG00000212643
DCP2,ENSG00000172795
MCC,ENSG00000171444
YTHDC2,ENSG00000047188
CTC-428G20.3,ENSG00000248175
PGGT1B,ENSG00000164219
CTC-428G20.6,ENSG00000271797
CCDC112,ENSG00000164221
FEM1C,ENSG00000145780
AC010226.4,ENSG00000249249
TMED7,ENSG00000134970
ATG12,ENSG00000145782
AP3S1,ENSG00000177879
CTD-2287O16.5,ENSG00000271918
COMMD10,ENSG00000145781
CTB-118N6.3,ENSG00000248445
DTWD2,ENSG00000169570
DMXL1,ENSG00000172869
TNFAIP8,ENSG00000145779
HSD17B4,ENSG00000133835
SRFBP1,ENSG00000151304
SNX24,ENSG00000064652
CEP120,ENSG00000168944
CSNK1G3,ENSG00000151292
GRAMD3,ENSG00000155324
RP11-517I3.1,ENSG00000250602
ALDH7A1,ENSG00000164904
PHAX,ENSG00000164902
LMNB1,ENSG00000113368
MARCH3,ENSG00000173926
C5orf63,ENSG00000164241
PRRC1,ENSG00000164244
CTC-228N24.3,ENSG00000245937
SLC12A2,ENSG00000064651
ISOC1,ENSG00000066583
HINT1,ENSG00000169567
LYRM7,ENSG00000186687
CDC42SE2,ENSG00000158985
RAPGEF6,ENSG00000158987
FNIP1,ENSG00000217128
ACSL6,ENSG00000164398
SLC22A4,ENSG00000197208
SLC22A5,ENSG00000197375
C5orf56,ENSG00000197536
AC116366.6,ENSG00000234290
IRF1,ENSG00000125347
RAD50,ENSG00000113522
KIF3A,ENSG00000131437
CCNI2,ENSG00000205089
SEPT8,ENSG00000164402
SHROOM1,ENSG00000164403
UQCRQ,ENSG00000164405
LEAP2,ENSG00000164406
AFF4,ENSG00000072364
ZCCHC10,ENSG00000155329
HSPA4,ENSG00000170606
C5orf15,ENSG00000113583
VDAC1,ENSG00000213585
CTB-113I20.2,ENSG00000271737
TCF7,ENSG00000081059
SKP1,ENSG00000113558
PPP2CA,ENSG00000113575
CDKL3,ENSG00000006837
CTD-2410N18.3,ENSG00000270177
UBE2B,ENSG00000119048
RP11-215P8.3,ENSG00000248559
CDKN2AIPNL,ENSG00000237190
JADE2,ENSG00000043143
SAR1B,ENSG00000152700
SEC24A,ENSG00000113615
CAMLG,ENSG00000164615
DDX46,ENSG00000145833
C5orf24,ENSG00000181904
TXNDC15,ENSG00000113621
PCBD2,ENSG00000132570
C5orf66,ENSG00000224186
TIFAB,ENSG00000255833
TGFBI,ENSG00000120708
SMAD5,ENSG00000113658
KLHL3,ENSG00000146021
HNRNPA0,ENSG00000177733
RP11-381K20.2,ENSG00000250159
FAM13B,ENSG00000031003
BRD8,ENSG00000112983
CDC23,ENSG00000094880
FAM53C,ENSG00000120709
KDM3B,ENSG00000120733
EGR1,ENSG00000120738
ETF1,ENSG00000120705
HSPA9,ENSG00000113013
CTNNA1,ENSG00000044115
SIL1,ENSG00000120725
MATR3,ENSG00000015479
PAIP2,ENSG00000120727
CTB-43P18.1,ENSG00000272742
MZB1,ENSG00000170476
SPATA24,ENSG00000170469
DNAJC18,ENSG00000170464
TMEM173,ENSG00000184584
UBE2D2,ENSG00000131508
CXXC5,ENSG00000171604
NRG2,ENSG00000158458
LINC01024,ENSG00000245146
PURA,ENSG00000185129
CYSTM1,ENSG00000120306
PFDN1,ENSG00000113068
HBEGF,ENSG00000113070
ANKHD1,ENSG00000131503
ANKHD1-EIF4EBP3,ENSG00000254996
SRA1,ENSG00000213523
EIF4EBP3,ENSG00000243056
APBB3,ENSG00000113108
SLC35A4,ENSG00000176087
NDUFA2,ENSG00000131495
TMCO6,ENSG00000113119
IK,ENSG00000113141
WDR55,ENSG00000120314
DND1,ENSG00000256453
HARS,ENSG00000170445
HARS2,ENSG00000112855
ZMAT2,ENSG00000146007
TAF7,ENSG00000178913
DIAPH1,ENSG00000131504
HDAC3,ENSG00000171720
RELL2,ENSG00000164620
FCHSD1,ENSG00000197948
ARAP3,ENSG00000120318
KIAA0141,ENSG00000081791
RNF14,ENSG00000013561
GNPDA1,ENSG00000113552
NDFIP1,ENSG00000131507
ARHGAP26,ENSG00000145819
NR3C1,ENSG00000113580
YIPF5,ENSG00000145817
PRELID2,ENSG00000186314
LARS,ENSG00000133706
RBM27,ENSG00000091009
TCERG1,ENSG00000113649
PPP2R2B,ENSG00000156475
JAKMIP2,ENSG00000176049
SCGB3A2,ENSG00000164265
FBXO38,ENSG00000145868
ADRB2,ENSG00000169252
GRPEL2,ENSG00000164284
PCYOX1L,ENSG00000145882
CSNK1A1,ENSG00000113712
ARHGEF37,ENSG00000183111
PPARGC1B,ENSG00000155846
SLC26A2,ENSG00000155850
TIGD6,ENSG00000164296
HMGXB3,ENSG00000113716
CSF1R,ENSG00000182578
PDGFRB,ENSG00000113721
TCOF1,ENSG00000070814
NDST1,ENSG00000070614
RBM22,ENSG00000086589
DCTN4,ENSG00000132912
IRGM,ENSG00000237693
ZNF300,ENSG00000145908
GPX3,ENSG00000211445
TNIP1,ENSG00000145901
ANXA6,ENSG00000197043
CCDC69,ENSG00000198624
GM2A,ENSG00000196743
SLC36A1,ENSG00000123643
CTB-113P19.5,ENSG00000272112
ATOX1,ENSG00000177556
G3BP1,ENSG00000145907
FAM114A2,ENSG00000055147
MFAP3,ENSG00000037749
GALNT10,ENSG00000164574
SAP30L,ENSG00000164576
LARP1,ENSG00000155506
FAXDC2,ENSG00000170271
CNOT8,ENSG00000155508
GEMIN5,ENSG00000082516
MRPL22,ENSG00000082515
TIMD4,ENSG00000145850
HAVCR2,ENSG00000135077
MED7,ENSG00000155868
ITK,ENSG00000113263
CYFIP2,ENSG00000055163
CTB-47B11.3,ENSG00000248544
ADAM19,ENSG00000135074
THG1L,ENSG00000113272
LSM11,ENSG00000155858
CLINT1,ENSG00000113282
EBF1,ENSG00000164330
RNF145,ENSG00000145860
UBLCP1,ENSG00000164332
TTC1,ENSG00000113312
PWWP2A,ENSG00000170234
CCNJL,ENSG00000135083
C5orf54,ENSG00000221886
SLU7,ENSG00000164609
PTTG1,ENSG00000164611
MIR146A,ENSG00000253522
CCNG1,ENSG00000113328
NUDCD2,ENSG00000170584
HMMR,ENSG00000072571
MAT2B,ENSG00000038274
CTB-178M22.2,ENSG00000253978
RARS,ENSG00000113643
PANK3,ENSG00000120137
SPDL1,ENSG00000040275
DOCK2,ENSG00000134516
LCP2,ENSG00000043462
CTB-114C7.4,ENSG00000250274
KCNMB1,ENSG00000145936
RANBP17,ENSG00000204764
FBXW11,ENSG00000072803
STK10,ENSG00000072786
UBTD2,ENSG00000168246
DUSP1,ENSG00000120129
ERGIC1,ENSG00000113719
RPL26L1,ENSG00000037241
ATP6V0E1,ENSG00000113732
CREBRF,ENSG00000164463
CTC-209H22.3,ENSG00000253172
BNIP1,ENSG00000113734
BOD1,ENSG00000145919
CPEB4,ENSG00000113742
SFXN1,ENSG00000164466
HRH2,ENSG00000113749
THOC3,ENSG00000051596
FAM153B,ENSG00000182230
SIMC1,ENSG00000170085
KIAA1191,ENSG00000122203
ARL10,ENSG00000175414
NOP16,ENSG00000048162
HIGD2A,ENSG00000146066
CLTB,ENSG00000175416
FAF2,ENSG00000113194
RNF44,ENSG00000146083
TSPAN17,ENSG00000048140
HK3,ENSG00000160883
UIMC1,ENSG00000087206
ZNF346,ENSG00000113761
NSD1,ENSG00000165671
RAB24,ENSG00000169228
MXD3,ENSG00000213347
PRELID1,ENSG00000169230
LMAN2,ENSG00000169223
RGS14,ENSG00000169220
F12,ENSG00000131187
GRK6,ENSG00000198055
PRR7-AS1,ENSG00000246334
PRR7,ENSG00000131188
DBN1,ENSG00000113758
PDLIM7,ENSG00000196923
DOK3,ENSG00000146094
DDX41,ENSG00000183258
FAM193B,ENSG00000146067
TMED9,ENSG00000184840
B4GALT7,ENSG00000027847
FAM153A,ENSG00000170074
RP11-423H2.3,ENSG00000249684
N4BP3,ENSG00000145911
RMND5B,ENSG00000145916
NHP2,ENSG00000145912
HNRNPAB,ENSG00000197451
PHYKPL,ENSG00000175309
CLK4,ENSG00000113240
ZNF354A,ENSG00000169131
ZNF354B,ENSG00000178338
ZFP2,ENSG00000198939
ZNF879,ENSG00000234284
ZNF354C,ENSG00000177932
HNRNPH1,ENSG00000169045
CANX,ENSG00000127022
MAML1,ENSG00000161021
LTC4S,ENSG00000213316
MGAT4B,ENSG00000161013
SQSTM1,ENSG00000161011
C5orf45,ENSG00000161010
CTC-241N9.1,ENSG00000245317
TBC1D9B,ENSG00000197226
MAPK9,ENSG00000050748
CTB-129O4.1,ENSG00000248367
CNOT6,ENSG00000113300
SCGB3A1,ENSG00000161055
MGAT1,ENSG00000131446
LINC00847,ENSG00000245060
ZFP62,ENSG00000196670
CTC-338M12.5,ENSG00000250222
TRIM7,ENSG00000146054
CTC-338M12.6,ENSG00000250900
TRIM41,ENSG00000146063
CTC-338M12.4,ENSG00000233937
TRIM52,ENSG00000183718
AC008443.1,ENSG00000268397
TRIM52-AS1,ENSG00000248275
DUSP22,ENSG00000112679
IRF4,ENSG00000137265
EXOC2,ENSG00000112685
HUS1B,ENSG00000188996
RP11-532F6.3,ENSG00000272463
RP11-157J24.2,ENSG00000272279
GMDS,ENSG00000112699
GMDS-AS1,ENSG00000250903
WRNIP1,ENSG00000124535
SERPINB1,ENSG00000021355
RP11-420G6.4,ENSG00000230438
SERPINB9,ENSG00000170542
SERPINB6,ENSG00000124570
LINC01011,ENSG00000244041
NQO2,ENSG00000124588
RP1-90J20.12,ENSG00000270346
RIPK1,ENSG00000137275
RP1-40E16.12,ENSG00000272277
BPHL,ENSG00000137274
TUBB2A,ENSG00000137267
PSMG4,ENSG00000180822
PXDC1,ENSG00000168994
FAM50B,ENSG00000145945
PRPF4B,ENSG00000112739
ECI2,ENSG00000198721
CDYL,ENSG00000153046
RPP40,ENSG00000124787
RP11-428J1.5,ENSG00000272142
LYRM4,ENSG00000214113
FARS2,ENSG00000145982
RP3-380B8.4,ENSG00000233064
F13A1,ENSG00000124491
RREB1,ENSG00000124782
SSR1,ENSG00000124783
RIOK1,ENSG00000124784
SNRNP48,ENSG00000168566
TXNDC5,ENSG00000239264
BLOC1S5,ENSG00000188428
EEF1E1,ENSG00000124802
SLC35B3,ENSG00000124786
GCNT2,ENSG00000111846
PAK1IP1,ENSG00000111845
TMEM14C,ENSG00000111843
RP11-421M1.8,ENSG00000272097
TMEM14B,ENSG00000137210
SMIM13,ENSG00000224531
NEDD9,ENSG00000111859
TMEM170B,ENSG00000205269
ADTRP,ENSG00000111863
HIVEP1,ENSG00000095951
PHACTR1,ENSG00000112137
TBC1D7,ENSG00000145979
RP1-257A7.5,ENSG00000272379
GFOD1,ENSG00000145990
SIRT5,ENSG00000124523
RP1-223E5.4,ENSG00000261071
NOL7,ENSG00000225921
AL441883.1,ENSG00000268059
RANBP9,ENSG00000010017
MCUR1,ENSG00000050393
CD83,ENSG00000112149
RP11-560J1.2,ENSG00000271888
JARID2,ENSG00000008083
JARID2-AS1,ENSG00000235488
DTNBP1,ENSG00000047579
MYLIP,ENSG00000007944
GMPR,ENSG00000137198
ATXN1,ENSG00000124788
RP1-151F17.1,ENSG00000229931
RP1-151F17.2,ENSG00000272341
FAM8A1,ENSG00000137414
NUP153,ENSG00000124789
RP11-500C11.3,ENSG00000272269
KIF13A,ENSG00000137177
NHLRC1,ENSG00000187566
TPMT,ENSG00000137364
KDM1B,ENSG00000165097
DEK,ENSG00000124795
RNF144B,ENSG00000137393
MBOAT1,ENSG00000172197
E2F3,ENSG00000112242
CDKAL1,ENSG00000145996
SOX4,ENSG00000124766
MRS2,ENSG00000124532
ALDH5A1,ENSG00000112294
TDP2,ENSG00000111802
ACOT13,ENSG00000112304
C6orf62,ENSG00000112308
GMNN,ENSG00000112312
C6orf229,ENSG00000260286
FAM65B,ENSG00000111913
RP11-367G6.3,ENSG00000272053
LRRC16A,ENSG00000079691
TRIM38,ENSG00000112343
U91328.19,ENSG00000272462
HIST1H3A,ENSG00000198366
HIST1H4A,ENSG00000196176
HIST1H1C,ENSG00000187837
HFE,ENSG00000010704
HIST1H4C,ENSG00000197061
HIST1H2BC,ENSG00000180596
HIST1H1E,ENSG00000168298
HIST1H2BD,ENSG00000158373
HIST1H3D,ENSG00000197409
HIST1H2BF,ENSG00000197846
HIST1H4E,ENSG00000198518
HIST1H2BG,ENSG00000187990
HIST1H2AE,ENSG00000168274
HIST1H1D,ENSG00000124575
HIST1H2BH,ENSG00000197459
HIST1H4H,ENSG00000158406
BTN3A2,ENSG00000186470
BTN2A2,ENSG00000124508
BTN3A1,ENSG00000026950
BTN3A3,ENSG00000111801
BTN2A1,ENSG00000112763
HCG11,ENSG00000228223
CTA-14H9.5,ENSG00000261353
HMGN4,ENSG00000182952
ABT1,ENSG00000146109
ZNF322,ENSG00000181315
RP11-457M11.5,ENSG00000261584
HIST1H2BJ,ENSG00000124635
HIST1H2AG,ENSG00000196787
HIST1H2BK,ENSG00000197903
HIST1H4I,ENSG00000198339
HIST1H2AH,ENSG00000184825
ZNF391,ENSG00000124613
ZNF184,ENSG00000096654
HIST1H4J,ENSG00000197238
HIST1H4K,ENSG00000197914
HIST1H2BN,ENSG00000233822
HIST1H2AL,ENSG00000198374
HIST1H1B,ENSG00000184357
HIST1H2AM,ENSG00000233224
RP1-313I6.12,ENSG00000272009
ZNF165,ENSG00000197279
ZSCAN16-AS1,ENSG00000269293
ZSCAN16,ENSG00000196812
RP1-265C24.8,ENSG00000261839
ZKSCAN8,ENSG00000198315
ZSCAN9,ENSG00000137185
ZKSCAN4,ENSG00000187626
NKAPL,ENSG00000189134
ZSCAN31,ENSG00000235109
ZKSCAN3,ENSG00000189298
ZSCAN12,ENSG00000158691
HCG14,ENSG00000224157
TRIM27,ENSG00000204713
GABBR1,ENSG00000204681
ZFP57,ENSG00000204644
HLA-F,ENSG00000204642
HLA-G,ENSG00000204632
ZNRD1-AS1,ENSG00000204623
ZNRD1,ENSG00000066379
PPP1R11,ENSG00000204619
TRIM31,ENSG00000204616
TRIM26,ENSG00000234127
HCG18,ENSG00000231074
TRIM39,ENSG00000204599
RPP21,ENSG00000241370
GNL1,ENSG00000204590
PRR3,ENSG00000204576
ABCF1,ENSG00000204574
PPP1R10,ENSG00000204569
MRPS18B,ENSG00000204568
ATAT1,ENSG00000137343
C6orf136,ENSG00000204564
DHX16,ENSG00000204560
PPP1R18,ENSG00000146112
NRM,ENSG00000137404
MDC1,ENSG00000137337
TUBB,ENSG00000196230
XXbac-BPG252P9.9,ENSG00000272540
FLOT1,ENSG00000137312
XXbac-BPG252P9.10,ENSG00000272273
IER3,ENSG00000137331
DDR1,ENSG00000204580
GTF2H4,ENSG00000213780
VARS2,ENSG00000137411
CCHCR1,ENSG00000204536
TCF19,ENSG00000137310
XXbac-BPG299F13.17,ENSG00000272501
HCG27,ENSG00000206344
XXbac-BPG181B23.7,ENSG00000272221
MICA,ENSG00000204520
MICB,ENSG00000204516
DDX39B,ENSG00000198563
NFKBIL1,ENSG00000204498
LTA,ENSG00000226979
TNF,ENSG00000232810
PRRC2A,ENSG00000204469
BAG6,ENSG00000204463
APOM,ENSG00000204444
C6orf47,ENSG00000204439
GPANK1,ENSG00000204438
CSNK2B,ENSG00000204435
LY6G5B,ENSG00000240053
LY6G5C,ENSG00000204428
ABHD16A,ENSG00000204427
LY6G6F,ENSG00000204424
C6orf25,ENSG00000204420
DDAH2,ENSG00000213722
MSH5,ENSG00000204410
VARS,ENSG00000204394
LSM2,ENSG00000204392
HSPA1L,ENSG00000204390
HSPA1A,ENSG00000204389
HSPA1B,ENSG00000204388
C6orf48,ENSG00000204387
NEU1,ENSG00000204386
EHMT2,ENSG00000204371
C2,ENSG00000166278
NELFE,ENSG00000204356
SKIV2L,ENSG00000204351
DXO,ENSG00000204348
STK19,ENSG00000204344
ATF6B,ENSG00000213676
FKBPL,ENSG00000204315
PRRT1,ENSG00000204314
PPT2,ENSG00000221988
PPT2-EGFL8,ENSG00000258388
AGPAT1,ENSG00000204310
RNF5,ENSG00000204308
AGER,ENSG00000204305
PBX2,ENSG00000204304
GPSM3,ENSG00000213654
NOTCH4,ENSG00000204301
HLA-DQB1-AS1,ENSG00000223534
HLA-DQB2,ENSG00000232629
HLA-DOB,ENSG00000241106
TAP2-1,ENSG00000204267
PSMB8,ENSG00000204264
TAPSAR1,ENSG00000204261
PSMB9,ENSG00000240065
TAP1,ENSG00000168394
BRD2,ENSG00000204256
XXbac-BPG181M17.6,ENSG00000263756
HLA-DOA,ENSG00000204252
RXRB,ENSG00000204231
SLC39A7,ENSG00000112473
HSD17B8,ENSG00000204228
RING1,ENSG00000204227
HCG25,ENSG00000232940
VPS52,ENSG00000223501
B3GALT4,ENSG00000235863
WDR46,ENSG00000227057
PFDN6,ENSG00000204220
RGL2,ENSG00000237441
TAPBP,ENSG00000231925
ZBTB22,ENSG00000236104
DAXX,ENSG00000204209
KIFC1,ENSG00000237649
PHF1,ENSG00000112511
CUTA,ENSG00000112514
SYNGAP1,ENSG00000197283
ZBTB9,ENSG00000213588
BAK1,ENSG00000030110
ITPR3,ENSG00000096433
UQCC2,ENSG00000137288
LEMD2,ENSG00000161904
HMGA1,ENSG00000137309
C6orf1,ENSG00000186577
RP11-513I15.6,ENSG00000225339
NUDT3,ENSG00000272325
PACSIN1,ENSG00000124507
C6orf106,ENSG00000196821
RP11-140K17.3,ENSG00000272288
SNRPC,ENSG00000124562
UHRF1BP1,ENSG00000065060
TAF11,ENSG00000064995
ANKS1A,ENSG00000064999
ZNF76,ENSG00000065029
DEF6,ENSG00000023892
PPARD,ENSG00000112033
FANCE,ENSG00000112039
FKBP5,ENSG00000096060
SRPK1,ENSG00000096063
MAPK14,ENSG00000112062
MAPK13,ENSG00000156711
BRPF3,ENSG00000096070
ETV7,ENSG00000010030
KCTD20,ENSG00000112078
STK38,ENSG00000112079
SRSF3,ENSG00000112081
CDKN1A,ENSG00000124762
