gene,ensembl
ZNF316,ENSG00000205903
ZNF12,ENSG00000164631
RSPH10B2,ENSG00000169402
CCZ1B,ENSG00000146574
C1GALT1,ENSG00000106392
MIOS-DT,ENSG00000272894
MIOS,ENSG00000164654
UMAD1,ENSG00000219545
GLCCI1-DT,ENSG00000233108
GLCCI1,ENSG00000106415
ICA1,ENSG00000003147
NDUFA4,ENSG00000189043
PHF14,ENSG00000106443
TMEM106B,ENSG00000106460
SCIN,ENSG00000006747
ARL4A,ENSG00000122644
ETV1,ENSG00000006468
CRPPA,ENSG00000214960
ENSG00000272361,ENSG00000272361
ANKMY2,ENSG00000106524
BZW2,ENSG00000136261
AHR,ENSG00000106546
ENSG00000237773,ENSG00000237773
SNX13,ENSG00000071189
HDAC9,ENSG00000048052
ENSG00000225000,ENSG00000225000
POLR1F,ENSG00000105849
MACC1,ENSG00000183742
ITGB8-AS1,ENSG00000271133
SP4,ENSG00000105866
DNAH11,ENSG00000105877
CDCA7L,ENSG00000164649
RAPGEF5,ENSG00000136237
STEAP1B,ENSG00000105889
IL6,ENSG00000136244
HYCC1,ENSG00000122591
KLHL7-DT,ENSG00000230658
KLHL7,ENSG00000122550
NUP42,ENSG00000136243
ENSG00000226816,ENSG00000226816
GPNMB,ENSG00000136235
MALSU1,ENSG00000156928
IGF2BP3,ENSG00000136231
TRA2A,ENSG00000164548
CCDC126,ENSG00000169193
FAM221A,ENSG00000188732
STK31,ENSG00000196335
PALS2,ENSG00000105926
GSDME,ENSG00000105928
OSBPL3,ENSG00000070882
CYCS,ENSG00000172115
SPMIP4,ENSG00000153790
NFE2L3,ENSG00000050344
CBX3,ENSG00000122565
SNX10,ENSG00000086300
LINC02981,ENSG00000214870
SKAP2,ENSG00000005020
HOXA1,ENSG00000105991
HOTAIRM1,ENSG00000233429
HOXA-AS2,ENSG00000253552
HOXA4,ENSG00000197576
HOXA5,ENSG00000106004
HOXA9,ENSG00000078399
HOXA10,ENSG00000253293
HIBADH,ENSG00000106049
TAX1BP1,ENSG00000106052
JAZF1,ENSG00000153814
CREB5,ENSG00000146592
CPVL-AS2,ENSG00000272568
CHN2,ENSG00000106069
SCRN1,ENSG00000136193
FKBP14,ENSG00000106080
PLEKHA8,ENSG00000106086
ZNRF2,ENSG00000180233
LINC01176,ENSG00000281404
NOD1,ENSG00000106100
ENSG00000272638,ENSG00000272638
GGCT,ENSG00000006625
GARS1,ENSG00000106105
MINDY4,ENSG00000106125
PPP1R17,ENSG00000106341
LSM5,ENSG00000106355
AVL9,ENSG00000105778
KBTBD2,ENSG00000170852
FKBP9,ENSG00000122642
NT5C3A,ENSG00000122643
RP9,ENSG00000164610
BBS9,ENSG00000122507
DPY19L1,ENSG00000173852
HERPUD2,ENSG00000122557
HERPUD2-AS1,ENSG00000271122
SEPTIN7-DT,ENSG00000228878
SEPTIN7,ENSG00000122545
EEPD1,ENSG00000122547
MATCAP2,ENSG00000164542
ANLN,ENSG00000011426
AOAH,ENSG00000136250
ELMO1,ENSG00000155849
GPR141,ENSG00000187037
EPDR1,ENSG00000086289
NME8,ENSG00000086288
STARD3NL,ENSG00000010270
TRGV10,ENSG00000211694
TRGV9,ENSG00000211695
ENSG00000272908,ENSG00000272908
TRGV8,ENSG00000211696
TRGV7,ENSG00000249978
TRG-AS1,ENSG00000281103
TRGV5,ENSG00000211697
TRGV4,ENSG00000211698
TRGV3,ENSG00000211699
TRGV2,ENSG00000233306
VPS41,ENSG00000006715
YAE1,ENSG00000241127
RALA,ENSG00000006451
LINC00265,ENSG00000188185
CDK13-DT,ENSG00000259826
CDK13,ENSG00000065883
MPLKIP,ENSG00000168303
SUGCT,ENSG00000175600
INHBA-AS1,ENSG00000224116
ENSG00000261019,ENSG00000261019
PSMA2,ENSG00000106588
MRPL32,ENSG00000106591
COA1,ENSG00000106603
BLVRA,ENSG00000106605
MRPS24,ENSG00000062582
URGCP,ENSG00000106608
UBE2D4,ENSG00000078967
SPDYE1,ENSG00000136206
LINC00957,ENSG00000235314
DBNL,ENSG00000136279
POLM,ENSG00000122678
AEBP1,ENSG00000106624
POLD2,ENSG00000106628
GCK,ENSG00000106633
YKT6,ENSG00000106636
NUDCD3,ENSG00000015676
DDX56,ENSG00000136271
TMED4,ENSG00000158604
OGDH,ENSG00000105953
ZMIZ2,ENSG00000122515
PURB,ENSG00000146676
ENSG00000272768,ENSG00000272768
MYO1G,ENSG00000136286
SNHG15,ENSG00000232956
CCM2,ENSG00000136280
TBRG4,ENSG00000136270
IGFBP3,ENSG00000146674
TNS3,ENSG00000136205
HUS1,ENSG00000136273
SUN3,ENSG00000164744
UPP1,ENSG00000183696
IKZF1,ENSG00000185811
FIGNL1,ENSG00000132436
GRB10,ENSG00000106070
SEC61G,ENSG00000132432
LANCL2,ENSG00000132434
VOPP1,ENSG00000154978
ZNF713,ENSG00000178665
NIPSNAP2,ENSG00000146729
MRPS17,ENSG00000239789
PSPH,ENSG00000146733
CCT6A,ENSG00000146731
SUMF2,ENSG00000129103
PHKG1,ENSG00000164776
NUPR2,ENSG00000185290
ZNF736,ENSG00000234444
ZNF680,ENSG00000173041
ZNF107,ENSG00000196247
ZNF138,ENSG00000197008
ZNF273,ENSG00000198039
ENSG00000189316,ENSG00000189316
ZNF117,ENSG00000152926
ERV3-1,ENSG00000213462
ZNF92,ENSG00000146757
VKORC1L1,ENSG00000196715
GUSB,ENSG00000169919
ASL,ENSG00000126522
CRCP,ENSG00000241258
TPST1,ENSG00000169902
LINC03011,ENSG00000237310
KCTD7,ENSG00000243335
RABGEF1,ENSG00000154710
ENSG00000272831,ENSG00000272831
LINC02604,ENSG00000273142
TMEM248,ENSG00000106609
SBDS,ENSG00000126524
TYW1,ENSG00000198874
ENSG00000273448,ENSG00000273448
AUTS2,ENSG00000158321
TYW1B,ENSG00000277149
POM121,ENSG00000196313
ENSG00000272843,ENSG00000272843
NSUN5,ENSG00000130305
FKBP6,ENSG00000077800
BAZ1B,ENSG00000009954
BCL7B,ENSG00000106635
TBL2,ENSG00000106638
VPS37D,ENSG00000176428
DNAJC30,ENSG00000176410
BUD23,ENSG00000071462
STX1A,ENSG00000106089
ABHD11,ENSG00000106077
METTL27,ENSG00000165171
LIMK1,ENSG00000106683
EIF4H,ENSG00000106682
LAT2,ENSG00000086730
RFC2,ENSG00000049541
CLIP2,ENSG00000106665
GTF2I,ENSG00000263001
GTF2IRD2,ENSG00000196275
CASTOR2,ENSG00000274070
RCC1L,ENSG00000274523
GTF2IRD2B,ENSG00000174428
TRIM73,ENSG00000178809
POM121C,ENSG00000272391
SPDYE5,ENSG00000170092
HIP1,ENSG00000127946
RHBDD2,ENSG00000005486
POR,ENSG00000127948
TMEM120A,ENSG00000189077
STYXL1,ENSG00000127952
MDH2,ENSG00000146701
HSPB1,ENSG00000106211
YWHAG,ENSG00000170027
SSC4D,ENSG00000146700
ZP3,ENSG00000188372
DTX2,ENSG00000091073
SPDYE16,ENSG00000185040
POMZP3,ENSG00000146707
CCDC146,ENSG00000135205
GSAP,ENSG00000186088
ENSG00000273341,ENSG00000273341
PTPN12,ENSG00000127947
APTR,ENSG00000214293
RSBN1L,ENSG00000187257
TMEM60,ENSG00000135211
PHTF2,ENSG00000006576
MAGI2,ENSG00000187391
GNAI1,ENSG00000127955
SEMA3C,ENSG00000075223
HGF,ENSG00000019991
SEMA3E,ENSG00000170381
SEMA3A,ENSG00000075213
GRM3,ENSG00000198822
ELAPOR2,ENSG00000164659
DMTF1-AS1,ENSG00000224046
DMTF1,ENSG00000135164
TMEM243,ENSG00000135185
TP53TG1,ENSG00000182165
CROT,ENSG00000005469
ABCB4,ENSG00000005471
ABCB1,ENSG00000085563
RUNDC3B,ENSG00000105784
SLC25A40,ENSG00000075303
DBF4,ENSG00000006634
ADAM22,ENSG00000008277
SRI,ENSG00000075142
SRI-AS1,ENSG00000254003
STEAP4,ENSG00000127954
GTPBP10,ENSG00000105793
CLDN12,ENSG00000157224
CDK14,ENSG00000058091
FZD1,ENSG00000157240
MTERF1,ENSG00000127989
AKAP9,ENSG00000127914
CYP51A1,ENSG00000001630
KRIT1,ENSG00000001631
ANKIB1,ENSG00000001629
GATAD1,ENSG00000157259
ENSG00000244055,ENSG00000244055
PEX1,ENSG00000127980
RBM48,ENSG00000127993
FAM133B,ENSG00000234545
SAMD9,ENSG00000205413
SAMD9L,ENSG00000177409
VPS50,ENSG00000004766
BET1,ENSG00000105829
CASD1,ENSG00000127995
SGCE,ENSG00000127990
PEG10,ENSG00000242265
PPP1R9A,ENSG00000158528
PON2,ENSG00000105854
PDK4,ENSG00000004799
PDK4-AS1,ENSG00000231170
SLC25A13,ENSG00000004864
SEM1,ENSG00000127922
SDHAF3,ENSG00000196636
ASNS,ENSG00000070669
LMTK2,ENSG00000164715
TECPR1,ENSG00000205356
BAIAP2L1,ENSG00000006453
TRRAP,ENSG00000196367
SMURF1,ENSG00000198742
ARPC1A,ENSG00000241685
ARPC1B,ENSG00000130429
PDAP1,ENSG00000106244
BUD31,ENSG00000106245
PTCD1,ENSG00000106246
CPSF4,ENSG00000160917
ATP5MF,ENSG00000241468
ZNF789,ENSG00000198556
ZNF394,ENSG00000160908
ZKSCAN5,ENSG00000196652
FAM200A,ENSG00000221909
ZNF655,ENSG00000197343
TMEM225B,ENSG00000244219
ZSCAN25,ENSG00000197037
CYP3A5,ENSG00000106258
TRIM4,ENSG00000146833
GJC3,ENSG00000176402
ZKSCAN1,ENSG00000106261
ZSCAN21,ENSG00000166529
ZNF3,ENSG00000166526
COPS6,ENSG00000168090
AP4M1,ENSG00000221838
TAF6,ENSG00000106290
CNPY4,ENSG00000166997
MBLAC1,ENSG00000214309
LAMTOR4,ENSG00000188186
TRAPPC14,ENSG00000146826
GAL3ST4,ENSG00000197093
GPC2,ENSG00000213420
STAG3,ENSG00000066923
CASTOR3P,ENSG00000239521
PVRIG,ENSG00000213413
SPDYE3,ENSG00000214300
PILRB,ENSG00000121716
ZCWPW1,ENSG00000078487
MEPCE,ENSG00000146834
PPP1R35,ENSG00000160813
SPACDR,ENSG00000185955
TSC22D4,ENSG00000166925
NYAP1,ENSG00000166924
AGFG2,ENSG00000106351
SAP25,ENSG00000205307
LRCH4,ENSG00000077454
FBXO24,ENSG00000106336
PCOLCE,ENSG00000106333
MOSPD3,ENSG00000106330
TFR2,ENSG00000106327
GNB2,ENSG00000172354
GIGYF1,ENSG00000146830
POP7,ENSG00000172336
EPHB4,ENSG00000196411
SLC12A9,ENSG00000146828
SLC12A9-AS1,ENSG00000236305
TRIP6,ENSG00000087077
SRRT,ENSG00000087087
UFSP1,ENSG00000176125
MUC12,ENSG00000205277
MUC12-AS1,ENSG00000227053
TRIM56,ENSG00000169871
SERPINE1,ENSG00000106366
AP1S1,ENSG00000106367
PLOD3,ENSG00000106397
ZNHIT1,ENSG00000106400
CLDN15,ENSG00000106404
FIS1,ENSG00000214253
IFT22,ENSG00000128581
COL26A1,ENSG00000160963
CUX1,ENSG00000257923
SH2B2,ENSG00000160999
PRKRIP1,ENSG00000128563
ALKBH4,ENSG00000160993
LRWD1,ENSG00000161036
POLR2J,ENSG00000005075
RASA4B,ENSG00000170667
RASA4,ENSG00000105808
UPK3BL1,ENSG00000267368
POLR2J2,ENSG00000228049
FAM185A,ENSG00000222011
FBXL13,ENSG00000161040
LRRC17,ENSG00000128606
ARMC10,ENSG00000170632
NAPEPLD,ENSG00000161048
PMPCB,ENSG00000105819
DNAJC2,ENSG00000105821
PSMC2,ENSG00000161057
ORC5,ENSG00000164815
KMT2E-AS1,ENSG00000239569
KMT2E,ENSG00000005483
ENSG00000272918,ENSG00000272918
SRPK2,ENSG00000135250
ENSG00000242154,ENSG00000242154
PUS7,ENSG00000091127
RINT1,ENSG00000135249
EFCAB10,ENSG00000185055
EFCAB10-AS1,ENSG00000272604
ATXN7L1,ENSG00000146776
CDHR3,ENSG00000128536
SYPL1,ENSG00000008282
NAMPT-AS1,ENSG00000273320
CCDC71L,ENSG00000253276
PIK3CG,ENSG00000105851
HBP1,ENSG00000105856
ENSG00000272072,ENSG00000272072
COG5,ENSG00000164597
GPR22,ENSG00000172209
DUS4L,ENSG00000105865
ENSG00000272854,ENSG00000272854
BCAP29,ENSG00000075790
SLC26A4,ENSG00000091137
CBLL1-AS1,ENSG00000241764
CBLL1,ENSG00000105879
DLD,ENSG00000091140
LAMB1,ENSG00000091136
ENSG00000273055,ENSG00000273055
NRCAM,ENSG00000091129
PNPLA8,ENSG00000135241
THAP5,ENSG00000177683
DNAJB9,ENSG00000128590
IMMP2L,ENSG00000184903
LRRN3,ENSG00000173114
DOCK4,ENSG00000128512
ZNF277,ENSG00000198839
IFRD1,ENSG00000006652
LSMEM1,ENSG00000181016
TMEM168,ENSG00000146802
SAMTOR,ENSG00000164603
SMIM30,ENSG00000214194
MDFIC,ENSG00000135272
LINC01393,ENSG00000225535
TFEC,ENSG00000105967
TES,ENSG00000135269
CAV1,ENSG00000105974
CAPZA2,ENSG00000198898
ST7-AS1,ENSG00000227199
ST7,ENSG00000004866
CTTNBP2,ENSG00000077063
LSM8,ENSG00000128534
ING3,ENSG00000071243
CPED1,ENSG00000106034
FAM3C,ENSG00000196937
AASS,ENSG00000008311
NDUFA5,ENSG00000128609
ASB15,ENSG00000146809
WASL,ENSG00000106299
WASL-DT,ENSG00000272686
POT1,ENSG00000128513
POT1-AS1,ENSG00000224897
ZNF800,ENSG00000048405
GCC1,ENSG00000179562
ARF5,ENSG00000004059
FSCN3,ENSG00000106328
SND1,ENSG00000197157
SND1-IT1,ENSG00000279078
LRRC4,ENSG00000128594
RBM28,ENSG00000106344
PRRT4,ENSG00000224940
IMPDH1,ENSG00000106348
HILPDA,ENSG00000135245
METTL2B,ENSG00000165055
LINC03072,ENSG00000273270
ENSG00000271553,ENSG00000271553
GARIN1A,ENSG00000205085
CALU,ENSG00000128595
CCDC136,ENSG00000128596
ATP6V1F,ENSG00000128524
IRF5,ENSG00000128604
TNPO3,ENSG00000064419
AHCYL2,ENSG00000158467
STRIP2,ENSG00000128578
SMKR1,ENSG00000240204
ENSG00000273329,ENSG00000273329
NRF1,ENSG00000106459
UBE2H,ENSG00000186591
UBE2H-DT,ENSG00000244036
ZC3HC1,ENSG00000091732
KLHDC10,ENSG00000128607
LINC03008,ENSG00000229196
TMEM209,ENSG00000146842
CPA5,ENSG00000158525
CEP41,ENSG00000106477
MEST,ENSG00000106484
ENSG00000270823,ENSG00000270823
COPG2,ENSG00000158623
ENSG00000270953,ENSG00000270953
LINC00513,ENSG00000233559
ENSG00000271204,ENSG00000271204
MKLN1,ENSG00000128585
ENSG00000273489,ENSG00000273489
PODXL,ENSG00000128567
PLXNA4,ENSG00000221866
CHCHD3,ENSG00000106554
EXOC4,ENSG00000131558
SLC35B4,ENSG00000205060
LINC03060,ENSG00000273297
AKR1B1,ENSG00000085662
CALD1,ENSG00000122786
AGBL3,ENSG00000146856
CYREN,ENSG00000122783
TMEM140,ENSG00000146859
ENSG00000272941,ENSG00000272941
WDR91,ENSG00000105875
CNOT4,ENSG00000080802
NUP205,ENSG00000155561
STMP1,ENSG00000243317
SLC13A4,ENSG00000164707
ENSG00000273219,ENSG00000273219
ENSG00000232053,ENSG00000232053
CREB3L2,ENSG00000182158
TRIM24,ENSG00000122779
SVOPL,ENSG00000157703
ZC3HAV1,ENSG00000105939
IFT56,ENSG00000105948
UBN2,ENSG00000157741
FMC1,ENSG00000164898
LUC7L2,ENSG00000146963
ENSG00000273391,ENSG00000273391
HIPK2,ENSG00000064393
TBXAS1,ENSG00000059377
PARP12,ENSG00000059378
KDM7A,ENSG00000006459
SLC37A3,ENSG00000157800
ADCK2,ENSG00000133597
NDUFB2,ENSG00000090266
NDUFB2-AS1,ENSG00000240889
BRAF,ENSG00000157764
MRPS33,ENSG00000090263
AGK,ENSG00000006530
ENSG00000244701,ENSG00000244701
DENND11,ENSG00000257093
WEE2-AS1,ENSG00000228775
SSBP1,ENSG00000106028
TAS2R4,ENSG00000127364
MGAM,ENSG00000257335
CLEC5A,ENSG00000258227
TRBV2,ENSG00000226660
TRBV3-1,ENSG00000237702
TRBV4-1,ENSG00000211710
TRBV5-1,ENSG00000211734
TRBV6-2,ENSG00000283063
TRBV7-2,ENSG00000282939
TRBV9,ENSG00000211716
TRBV7-9,ENSG00000278030
TRBV14,ENSG00000275743
TRBV18,ENSG00000276557
TRBV19,ENSG00000211746
TRBV20-1,ENSG00000211747
TRBV21-1,ENSG00000251578
TRBV24-1,ENSG00000211750
TRBV27,ENSG00000211752
TRBV28,ENSG00000211753
TRBV29-1,ENSG00000232869
PRSS1,ENSG00000204983
EPHB6,ENSG00000106123
GSTK1,ENSG00000197448
CASP2,ENSG00000106144
CLCN1,ENSG00000188037
FAM131B,ENSG00000159784
FAM131B-AS2,ENSG00000232533
ZYX,ENSG00000159840
EPHA1,ENSG00000146904
EPHA1-AS1,ENSG00000229153
TCAF2,ENSG00000170379
CTAGE6,ENSG00000271321
TCAF1,ENSG00000198420
ARHGEF35,ENSG00000213214
ARHGEF35-AS1,ENSG00000244198
OR2A1-AS1,ENSG00000244479
ARHGEF5,ENSG00000050327
TPK1,ENSG00000196511
CNTNAP2,ENSG00000174469
ENSG00000273314,ENSG00000273314
CUL1,ENSG00000055130
EZH2,ENSG00000106462
GHET1,ENSG00000281189
ZNF786,ENSG00000197362
ZNF425,ENSG00000204947
ZNF398,ENSG00000197024
ZNF282,ENSG00000170265
ZNF212,ENSG00000170260
ZNF783,ENSG00000204946
ZNF777,ENSG00000196453
ZNF746,ENSG00000181220
KRBA1,ENSG00000133619
ZNF467,ENSG00000181444
SSPOP,ENSG00000197558
ZNF862,ENSG00000106479
ATP6V0E2-AS1,ENSG00000204934
ATP6V0E2,ENSG00000171130
ENSG00000273011,ENSG00000273011
ACTR3C,ENSG00000106526
LRRC61,ENSG00000127399
ZBED10P,ENSG00000188707
REPIN1,ENSG00000214022
ZNF775,ENSG00000196456
ENSG00000284691,ENSG00000284691
GIMAP8,ENSG00000171115
GIMAP6,ENSG00000133561
GIMAP2,ENSG00000106560
GIMAP5,ENSG00000196329
TMEM176B,ENSG00000106565
TMEM176A,ENSG00000002933
KCNH2,ENSG00000055118
NOS3,ENSG00000164867
ATG9B,ENSG00000181652
ABCB8,ENSG00000197150
ASIC3,ENSG00000213199
CDK5,ENSG00000164885
SLC4A2,ENSG00000164889
FASTK,ENSG00000164896
TMUB1,ENSG00000164897
AGAP3,ENSG00000133612
CHPF2,ENSG00000033100
SMARCD3,ENSG00000082014
ENSG00000272661,ENSG00000272661
NUB1,ENSG00000013374
WDR86,ENSG00000187260
RHEB,ENSG00000106615
PRKAG2,ENSG00000106617
PRKAG2-AS1,ENSG00000239911
GALNT11,ENSG00000178234
ENSG00000229591,ENSG00000229591
KMT2C,ENSG00000055609
LINC01003,ENSG00000261455
XRCC2,ENSG00000196584
ACTR3B,ENSG00000133627
PAXIP1-AS2,ENSG00000214106
PAXIP1,ENSG00000157212
ENSG00000273183,ENSG00000273183
PAXIP1-DT,ENSG00000273344
INSIG1-DT,ENSG00000273117
INSIG1,ENSG00000186480
RBM33-DT,ENSG00000216895
RBM33,ENSG00000184863
RNF32-DT,ENSG00000182648
RNF32,ENSG00000105982
LMBR1,ENSG00000105983
NOM1,ENSG00000146909
UBE3C,ENSG00000009335
DNAJB6,ENSG00000105993
PTPRN2,ENSG00000155093
PTPRN2-AS1,ENSG00000233038
ENSG00000272839,ENSG00000272839
NCAPG2,ENSG00000146918
ESYT2,ENSG00000117868
DYNC2I1,ENSG00000126870
VIPR2,ENSG00000106018
PLCXD1,ENSG00000182378
GTPBP6,ENSG00000178605
LINC00685,ENSG00000226179
PPP2R3B,ENSG00000167393
ENSG00000237531,ENSG00000237531
CSF2RA,ENSG00000198223
SLC25A6,ENSG00000169100
LINC00106,ENSG00000236871
ASMTL-AS1,ENSG00000236017
ASMTL,ENSG00000169093
P2RY8,ENSG00000182162
AKAP17A,ENSG00000197976
LINC02968,ENSG00000223511
DHRSX,ENSG00000169084
ZBED1,ENSG00000214717
LINC00102,ENSG00000230542
ARSD,ENSG00000006756
ARSD-AS1,ENSG00000229851
PRKX,ENSG00000183943
PUDP,ENSG00000130021
STS,ENSG00000101846
PNPLA4,ENSG00000006757
TBL1X,ENSG00000101849
WWC3,ENSG00000047644
CLCN4,ENSG00000073464
HCCS,ENSG00000004961
ARHGAP6,ENSG00000047648
MSL3,ENSG00000005302
PRPS2,ENSG00000101911
TLR7,ENSG00000196664
TLR8,ENSG00000101916
TCEANC,ENSG00000176896
RAB9A,ENSG00000123595
TRAPPC2,ENSG00000196459
OFD1,ENSG00000046651
GPM6B,ENSG00000046653
GEMIN8,ENSG00000046647
FANCB,ENSG00000181544
MOSPD2,ENSG00000130150
ASB9,ENSG00000102048
PIGA,ENSG00000165195
CLTRN,ENSG00000147003
CA5B,ENSG00000169239
INE2,ENSG00000281371
ZRSR2,ENSG00000169249
CTPS2,ENSG00000047230
SYAP1,ENSG00000169895
TXLNG,ENSG00000086712
RBBP7,ENSG00000102054
REPS2,ENSG00000169891
NHS,ENSG00000188158
SCML1,ENSG00000047634
BEND2,ENSG00000177324
SCML2,ENSG00000102098
CDKL5,ENSG00000008086
PHKA2,ENSG00000044446
PDHA1,ENSG00000131828
SH3KBP1,ENSG00000147010
BCLAF3,ENSG00000173681
EIF1AX,ENSG00000173674
CNKSR2,ENSG00000149970
KLHL34,ENSG00000185915
MBTPS2,ENSG00000012174
YY2,ENSG00000230797
SMS,ENSG00000102172
PHEX,ENSG00000102174
ACOT9,ENSG00000123130
APOO,ENSG00000184831
CXorf58,ENSG00000165182
KLHL15,ENSG00000174010
EIF2S3,ENSG00000130741
ZFX,ENSG00000005889
PDK3,ENSG00000067992
POLA1,ENSG00000101868
TASL,ENSG00000120280
GK,ENSG00000198814
GK-AS1,ENSG00000243055
TAB3,ENSG00000157625
DMD,ENSG00000198947
LANCL3,ENSG00000147036
DYNLT3,ENSG00000165169
RPGR,ENSG00000156313
MID1IP1,ENSG00000165175
LINC01281,ENSG00000235304
BCOR,ENSG00000183337
ATP6AP2,ENSG00000182220
CXorf38,ENSG00000185753
MED14,ENSG00000180182
MED14OS,ENSG00000234636
USP9X,ENSG00000124486
DDX3X,ENSG00000215301
CASK,ENSG00000147044
GPR34,ENSG00000171659
GPR82,ENSG00000171657
EFHC2,ENSG00000183690
FUNDC1,ENSG00000069509
KDM6A,ENSG00000147050
MIR222HG,ENSG00000270069
ENSG00000269902,ENSG00000269902
KRBOX4,ENSG00000147121
ZNF674,ENSG00000251192
ZNF674-AS1,ENSG00000230844
CHST7,ENSG00000147119
SLC9A7,ENSG00000065923
RP2,ENSG00000102218
JADE3,ENSG00000102221
NDUFB11,ENSG00000147123
RBM10,ENSG00000182872
UBA1,ENSG00000130985
CDK16,ENSG00000102225
USP11,ENSG00000102226
ZNF41,ENSG00000147124
LINC01560,ENSG00000196741
ARAF,ENSG00000078061
SYN1,ENSG00000008056
ELK1,ENSG00000126767
UXT,ENSG00000126756
UXT-AS1,ENSG00000267064
ZNF81,ENSG00000197779
ZNF182,ENSG00000147118
ZNF630,ENSG00000221994
SLC38A5,ENSG00000017483
FTSJ1,ENSG00000068438
PORCN-DT,ENSG00000224292
PORCN,ENSG00000102312
TBC1D25,ENSG00000068354
RBM3,ENSG00000102317
WDR13,ENSG00000101940
WAS,ENSG00000015285
SUV39H1,ENSG00000101945
HDAC6,ENSG00000094631
PCSK1N,ENSG00000102109
TIMM17B,ENSG00000126768
PQBP1,ENSG00000102103
SLC35A2,ENSG00000102100
PIM2,ENSG00000102096
OTUD5,ENSG00000068308
KCND1,ENSG00000102057
GRIPAP1,ENSG00000068400
TFE3,ENSG00000068323
CCDC120,ENSG00000147144
PRAF2,ENSG00000243279
WDR45,ENSG00000196998
GPKOW,ENSG00000068394
MAGIX,ENSG00000269313
PRICKLE3,ENSG00000012211
SYP,ENSG00000102003
CCDC22,ENSG00000101997
FOXP3,ENSG00000049768
PPP1R3F,ENSG00000049769
ENSG00000270012,ENSG00000270012
USP27X-DT,ENSG00000234390
USP27X,ENSG00000273820
CLCN5,ENSG00000171365
CCNB3,ENSG00000147082
DGKK,ENSG00000274588
NUDT10,ENSG00000122824
ENSG00000226530,ENSG00000226530
EZHIP,ENSG00000187690
NUDT11,ENSG00000196368
GSPT2,ENSG00000189369
MAGED1,ENSG00000179222
FAM156A,ENSG00000268350
TSPYL2,ENSG00000184205
KANTR,ENSG00000232593
KDM5C,ENSG00000126012
IQSEC2,ENSG00000124313
SMC1A,ENSG00000072501
RIBC1,ENSG00000158423
HSD17B10,ENSG00000072506
HUWE1,ENSG00000086758
PHF8,ENSG00000172943
FAM120C,ENSG00000184083
WNK3,ENSG00000196632
TSR2,ENSG00000158526
GNL3L,ENSG00000130119
MAGED2,ENSG00000102316
APEX2,ENSG00000169188
VCF2,ENSG00000182518
MAGEH1,ENSG00000187601
USP51,ENSG00000247746
RRAGB,ENSG00000083750
ENSG00000227486,ENSG00000227486
KLF8,ENSG00000102349
UBQLN2,ENSG00000188021
NBDY,ENSG00000204272
SPIN3,ENSG00000204271
SPIN2B,ENSG00000186787
ENSG00000226310,ENSG00000226310
SPIN2A,ENSG00000147059
FAAH2,ENSG00000165591
ZXDB,ENSG00000198455
ZXDA,ENSG00000198205
SPIN4,ENSG00000186767
ARHGEF9,ENSG00000131089
AMER1,ENSG00000184675
MTMR8,ENSG00000102043
ZC4H2,ENSG00000126970
ZC3H12B,ENSG00000102053
LAS1L,ENSG00000001497
MSN,ENSG00000147065
MIR223HG,ENSG00000274536
VSIG4,ENSG00000155659
AR,ENSG00000169083
OPHN1,ENSG00000079482
YIPF6,ENSG00000181704
STARD8,ENSG00000130052
EFNB1,ENSG00000090776
PJA1,ENSG00000181191
EDA,ENSG00000158813
IGBP1,ENSG00000089289
PDZD11,ENSG00000120509
KIF4A,ENSG00000090889
DLG3,ENSG00000082458
SNX12,ENSG00000147164
FOXO4,ENSG00000184481
CXorf65,ENSG00000204165
MED12,ENSG00000184634
NLGN3,ENSG00000196338
ENSG00000228427,ENSG00000228427
ZMYM3,ENSG00000147130
NONO,ENSG00000147140
ITGB1BP2,ENSG00000147166
TAF1,ENSG00000147133
OGT,ENSG00000147162
GCNA,ENSG00000147174
CXCR3,ENSG00000186810
LINC00891,ENSG00000281852
NHSL2,ENSG00000204131
RTL5,ENSG00000242732
PIN4,ENSG00000102309
ERCC6L,ENSG00000186871
HDAC8,ENSG00000147099
NAP1L2,ENSG00000186462
CHIC1,ENSG00000204116
JPX,ENSG00000225470
FTX,ENSG00000230590
RLIM,ENSG00000131263
NEXMIF,ENSG00000050030
ABCB7,ENSG00000131269
UPRT,ENSG00000094841
ZDHHC15,ENSG00000102383
PBDC1,ENSG00000102390
MAGEE1,ENSG00000198934
ATRX,ENSG00000085224
MAGT1,ENSG00000102158
COX7B,ENSG00000131174
ATP7A,ENSG00000165240
PGK1,ENSG00000102144
TAF9B,ENSG00000187325
CYSLTR1,ENSG00000173198
LPAR4,ENSG00000147145
P2RY10,ENSG00000078589
GPR174,ENSG00000147138
ITM2A,ENSG00000078596
BRWD3,ENSG00000165288
HMGN5,ENSG00000198157
SH3BGRL,ENSG00000131171
HDX,ENSG00000165259
APOOL,ENSG00000155008
ZNF711,ENSG00000147180
CHM,ENSG00000188419
NAP1L3,ENSG00000186310
DIAPH2,ENSG00000147202
RPA4,ENSG00000204086
TSPAN6,ENSG00000000003
SYTL4,ENSG00000102362
CSTF2,ENSG00000101811
XKRX,ENSG00000182489
TRMT2B,ENSG00000188917
CENPI,ENSG00000102384
TIMM8A,ENSG00000126953
BTK,ENSG00000010671
RPL36A,ENSG00000241343
GLA,ENSG00000102393
